state,statename,county,population
AZ,Arizona,Maricopa,4485414
AZ,Arizona,Pima,1047279
AZ,Arizona,Pinal,462789
AZ,Arizona,Yavapai,235099
AZ,Arizona,Yuma,213787
AZ,Arizona,Mohave,212181
AZ,Arizona,Coconino,143476
AZ,Arizona,Cochise,125922
AZ,Arizona,Navajo,110924
AZ,Arizona,Apache,71887
AZ,Arizona,Gila,54018
AZ,Arizona,Santa Cruz,46498
AZ,Arizona,Graham,38837
AZ,Arizona,La Paz,21108
AZ,Arizona,Greenlee,9498
