date,Alsip,Arlington Heights,Bellwood,Berkeley,Berwyn,Blue Island,Bridgeview,Broadview,Brookfield,Burbank,Calumet City,Chicago,Chicago Heights,Chicago Ridge,Cicero,Country Club Hills,Des Plaines,Dolton,Elk Grove Village,Elmwood Park,Evanston,Evergreen Park,Flossmoor,Forest Park,Franklin Park,Glencoe,Glenview,Glenwood,Golf,Hanover Park,Harvey,Harwood Heights,Hazel Crest,Hickory Hills,Hillside,Hines,Hoffman Estates,Hometown,Homewood,Justice,Kenilworth,La Grange,La Grange Park,Lansing,Lemont,Lincolnwood,Lyons,Markham,Matteson,Maywood,Melrose Park,Midlothian,Morton Grove,Mount Prospect,Niles,Northbrook,Oak Forest,Oak Lawn,Oak Park,Olympia Fields,Orland Park,Palatine,Palos Heights,Palos Hills,Palos Park,Park Forest,Park Ridge,Posen,Prospect Heights,Richton Park,River Forest,River Grove,Riverdale,Riverside,Robbins,Rolling Meadows,Schaumburg,Schiller Park,Skokie,South Holland,Steger,Stone Park,Streamwood,Summit Argo,Thornton,Tinley Park,Westchester,Western Springs,Wheeling,Willow Springs,Wilmette,Winnetka,Worth
2020-10-30,445.5271002275714,261.96734796058865,311.40726066663666,383.9508542906508,566.2679899850497,412.4116260801257,421.2921943677143,333.3994124961704,285.0092628010411,449.376058626292,309.25617167751307,344.394093433446,337.8776858204407,242.490376163196,616.5425980260503,220.65500589827806,334.11665126017664,297.775771709421,352.7076117259441,484.2897084276394,193.46801358977189,323.82487550732566,288.66167332614214,242.0111123435751,501.2669818991308,148.93728864046537,302.3864007845701,454.4101286450744,296.3841138114997,453.65756727066855,265.49783257223953,441.52700416208666,219.35837674801203,299.97051137345824,449.12552618137624,0.0,276.0937010787579,279.21032749729,312.81548152255823,262.3866291734326,312.659882894662,293.34115576415365,247.2851250105228,353.6312738639286,467.4848690730709,436.8546465448769,415.8673517298741,275.10799452125354,422.25450123298316,245.9375851892238,509.98916837164523,301.5367408812548,362.3633460262867,278.11338229853595,336.488208594052,316.57795329670324,337.10792050382315,291.4682714172645,234.06563751218516,236.32281696797824,406.9407101721944,337.9436085379105,374.88923727080635,293.96154003184586,415.8004158004158,319.7571137883143,266.844563042028,554.0833534088171,303.5524565428946,217.81636560730246,287.709068589842,390.39625219597895,194.2521802251281,314.5628943433386,79.51232441028358,556.5372691313617,248.28037625762477,429.9642705746987,258.4898501233163,385.17122611779234,398.03155304675056,462.1339032984807,402.5203138585061,546.8039615639822,388.3611160900998,316.0507700445325,366.2348502269805,209.4356261022928,271.41832206536054,354.0112194324928,163.8997567939093,240.89349587561136,277.63071241332113
