date,region,cliAdmissions,testPositivity,positiveTests,totalTests,surge,icu
2020-09-08T00:00:00,8,13.0,5.4,169,3340,0.377929346,0.511987626
2020-09-08T00:00:00,9,8.0,6.5,162,2376,0.479259922,0.614173228
2020-09-08T00:00:00,10,26.0,6.0,288,5278,0.346328608,0.432608696
2020-09-08T00:00:00,11,24.0,5.1,300,6214,0.32849162,0.438283208
2020-09-08T00:00:00,14,0.0,6.1,147,2492,,
2020-09-09T00:00:00,1,4.0,5.6,80,1179,0.44657437,0.483260553
2020-09-09T00:00:00,2,12.0,6.7,271,4601,0.456823028,0.455761317
2020-09-09T00:00:00,3,3.0,4.9,98,2484,0.3871061,0.408888889
2020-09-09T00:00:00,4,8.0,9.8,115,1372,0.307037896,0.394402036
2020-09-09T00:00:00,5,5.0,6.4,102,1182,0.473006439,0.569023569
2020-09-09T00:00:00,6,9.0,2.4,399,14452,0.366758663,0.52247191
2020-09-09T00:00:00,7,14.0,7.3,93,1911,0.31300813,0.373563218
2020-09-09T00:00:00,8,12.0,5.6,221,3454,0.35869185,0.496519722
2020-09-09T00:00:00,9,7.0,6.4,76,1532,0.445538645,0.566929134
2020-09-09T00:00:00,10,25.0,5.8,310,6903,0.330051058,0.426444834
2020-09-09T00:00:00,11,24.0,5.1,198,5059,0.315828678,0.430764411
2020-09-09T00:00:00,14,0.0,6.0,158,3045,,
2020-09-10T00:00:00,1,4.0,6.4,129,2020,0.427405041,0.442503639
2020-09-10T00:00:00,2,11.0,6.5,283,5206,0.429637527,0.438271605
2020-09-10T00:00:00,3,4.0,5.0,177,2899,0.363399827,0.402222222
2020-09-10T00:00:00,4,8.0,9.6,195,2114,0.304627767,0.383378016
2020-09-10T00:00:00,5,5.0,6.0,85,1783,0.449232293,0.572390572
2020-09-10T00:00:00,6,7.0,2.4,280,13822,0.346826127,0.509363296
2020-09-10T00:00:00,7,13.0,7.5,153,2253,0.312601626,0.342911877
2020-09-10T00:00:00,8,12.0,6.1,238,4778,0.336131515,0.483372003
2020-09-10T00:00:00,9,6.0,7.0,131,2674,0.406744255,0.539370079
2020-09-10T00:00:00,10,24.0,6.3,432,8268,0.309915843,0.398846495
2020-09-10T00:00:00,11,23.0,5.3,321,7959,0.288789572,0.420426065
2020-09-10T00:00:00,14,0.0,6.2,193,3231,,
2020-09-11T00:00:00,1,4.0,6.3,75,1230,0.413560525,0.42503639
2020-09-11T00:00:00,2,10.0,6.5,333,5304,0.408848614,0.440329218
2020-09-11T00:00:00,3,5.0,4.9,119,2382,0.363847045,0.384444444
2020-09-11T00:00:00,4,8.0,9.4,183,2145,0.302061422,0.399433428
2020-09-11T00:00:00,5,4.0,6.0,89,1276,0.446260525,0.592592593
2020-09-11T00:00:00,6,7.0,2.4,413,15206,0.340693039,0.485018727
2020-09-11T00:00:00,7,13.0,7.2,148,2165,0.312601626,0.329501916
2020-09-11T00:00:00,8,13.0,5.8,242,4954,0.313221406,0.480278422
2020-09-11T00:00:00,9,5.0,6.7,168,2918,0.389435989,0.535433071
2020-09-11T00:00:00,10,25.0,6.0,466,8077,0.293724844,0.35
2020-09-11T00:00:00,11,21.0,5.3,504,8658,0.270391061,0.405388471
2020-09-11T00:00:00,14,0.0,6.2,268,3952,,
2020-09-12T00:00:00,1,4.0,6.2,82,1538,0.428470004,0.459970888
2020-09-12T00:00:00,2,11.0,6.3,308,4893,0.422530206,0.442386831
2020-09-12T00:00:00,3,5.0,4.9,74,1420,0.380355581,0.390625
2020-09-12T00:00:00,4,7.0,9.2,106,1584,0.314398943,0.426426426
2020-09-12T00:00:00,5,4.0,7.0,115,1120,0.465542885,0.609427609
2020-09-12T00:00:00,6,8.0,2.4,323,11713,0.368421053,0.43258427
2020-09-12T00:00:00,7,13.0,6.9,93,1797,0.32804878,0.33908046
2020-09-12T00:00:00,8,13.0,5.8,203,3375,0.314795383,0.479505027
2020-09-12T00:00:00,9,5.0,6.2,151,2296,0.405252164,0.559055118
2020-09-12T00:00:00,10,25.0,5.8,405,7889,0.295554336,0.336927224
2020-09-12T00:00:00,11,22.0,5.2,462,8308,0.269388363,0.390350877
2020-09-12T00:00:00,14,0.0,5.9,138,2414,,
2020-09-13T00:00:00,1,3.0,6.1,104,1906,0.45686901,0.486171761
2020-09-13T00:00:00,2,11.0,6.1,163,3088,0.438343994,0.456790123
2020-09-13T00:00:00,3,5.0,4.9,63,1416,0.404985337,0.399103139
2020-09-13T00:00:00,4,7.0,8.9,108,1399,0.315905097,0.440366972
2020-09-13T00:00:00,5,5.0,7.1,75,1154,0.487344913,0.606060606
2020-09-13T00:00:00,6,6.0,2.6,267,6115,0.39389313,0.389513109
2020-09-13T00:00:00,7,12.0,6.4,100,1863,0.341056911,0.363984674
2020-09-13T00:00:00,8,13.0,5.7,159,2657,0.336481287,0.479505027
2020-09-13T00:00:00,9,5.0,6.2,140,2127,0.435690839,0.582677165
2020-09-13T00:00:00,10,25.0,5.5,311,5978,0.313391877,0.35309973
2020-09-13T00:00:00,11,22.0,5.1,392,7931,0.270695179,0.354010025
2020-09-13T00:00:00,14,0.0,5.9,151,2761,,
2020-09-14T00:00:00,1,4.0,5.9,85,1570,0.457711443,0.455604076
2020-09-14T00:00:00,2,11.0,6.0,191,2726,0.449182658,0.431069959
2020-09-14T00:00:00,3,5.0,4.7,55,1687,0.411625848,0.436936937
2020-09-14T00:00:00,4,6.0,8.4,83,986,0.313897413,0.418461538
2020-09-14T00:00:00,5,5.0,6.8,28,514,0.487829111,0.609427609
2020-09-14T00:00:00,6,8.0,2.7,225,9022,0.397560976,0.382022472
2020-09-14T00:00:00,7,12.0,6.1,103,1651,0.345934959,0.375478927
2020-09-14T00:00:00,8,12.0,5.4,158,2986,0.365687303,0.47099768
2020-09-14T00:00:00,9,4.0,5.7,79,1888,0.447925992,0.601049869
2020-09-14T00:00:00,10,26.0,5.3,297,5103,0.325375046,0.376010782
2020-09-14T00:00:00,11,21.0,5.0,299,5647,0.271182651,0.359022556
2020-09-14T00:00:00,14,0.0,5.9,97,1765,,
2020-09-15T00:00:00,1,4.0,6.4,176,1919,0.427605834,0.430858806
2020-09-15T00:00:00,2,11.0,5.9,273,4983,0.417910448,0.414609053
2020-09-15T00:00:00,3,5.0,4.6,116,2824,0.396030806,0.45045045
2020-09-15T00:00:00,4,6.0,8.0,83,1257,0.313073896,0.4
2020-09-15T00:00:00,5,4.0,6.9,57,976,0.47242921,0.62962963
2020-09-15T00:00:00,6,8.0,2.7,312,11833,0.3828554,0.411985019
2020-09-15T00:00:00,7,11.0,5.6,93,2246,0.329674797,0.363984674
2020-09-15T00:00:00,8,13.0,5.5,255,4442,0.359041623,0.436968291
2020-09-15T00:00:00,9,4.0,5.7,137,2051,0.441360788,0.604986877
2020-09-15T00:00:00,10,26.0,5.2,386,7888,0.315722354,0.391168599
2020-09-15T00:00:00,11,19.0,4.9,297,7134,0.256725538,0.336779449
2020-09-15T00:00:00,14,0.0,5.7,129,2852,,
2020-09-16T00:00:00,1,4.0,6.7,176,2105,0.394586895,0.41775837
2020-09-16T00:00:00,2,12.0,5.7,258,5474,0.387704335,0.384773663
2020-09-16T00:00:00,3,5.0,4.9,132,2486,0.373737374,0.424719101
2020-09-16T00:00:00,4,6.0,8.0,126,1598,0.313073896,0.416413374
2020-09-16T00:00:00,5,3.0,6.6,104,1542,0.453551913,0.63973064
2020-09-16T00:00:00,6,8.0,2.6,354,14509,0.364963504,0.447565543
2020-09-16T00:00:00,7,12.0,5.9,153,2287,0.303252033,0.337164751
2020-09-16T00:00:00,8,12.0,5.5,219,3621,0.325988108,0.408352668
2020-09-16T00:00:00,9,5.0,5.7,127,2369,0.411220531,0.603674541
2020-09-16T00:00:00,10,26.0,5.3,437,8002,0.290366473,0.383968113
2020-09-16T00:00:00,11,19.0,4.9,349,7495,0.245323795,0.338345865
2020-09-16T00:00:00,14,0.0,5.7,218,4041,,
2020-09-17T00:00:00,1,4.0,6.7,107,1792,0.381054131,0.459970888
2020-09-17T00:00:00,2,13.0,5.7,320,5949,0.366027008,0.396090535
2020-09-17T00:00:00,3,4.0,4.7,187,3552,0.345524829,0.412556054
2020-09-17T00:00:00,4,6.0,7.5,135,1991,0.314360771,0.440729483
2020-09-17T00:00:00,5,4.0,6.9,115,1863,0.450571287,0.643097643
2020-09-17T00:00:00,6,8.0,2.7,320,14903,0.358919903,0.417602996
2020-09-17T00:00:00,7,13.0,5.6,111,2178,0.286585366,0.318007663
2020-09-17T00:00:00,8,13.0,5.5,231,4879,0.29066107,0.37896365
2020-09-17T00:00:00,9,5.0,5.6,95,2241,0.390629663,0.578740157
2020-09-17T00:00:00,10,26.0,5.3,393,8188,0.26504065,0.371152155
2020-09-17T00:00:00,11,20.0,5.0,537,11401,0.230419554,0.30858396
2020-09-17T00:00:00,14,0.0,5.5,181,3549,,
2020-09-18T00:00:00,1,4.0,7.1,247,2935,0.389957265,0.470160116
2020-09-18T00:00:00,2,13.0,5.6,324,5487,0.376953125,0.394032922
2020-09-18T00:00:00,3,4.0,4.9,127,2116,0.349376114,0.431767338
2020-09-18T00:00:00,4,5.0,7.3,295,3991,0.309482002,0.446153846
2020-09-18T00:00:00,5,4.0,6.7,145,2369,0.466964729,0.616161616
2020-09-18T00:00:00,6,9.0,2.8,282,7583,0.354652925,0.38836773
2020-09-18T00:00:00,7,11.0,5.7,208,3208,0.279268293,0.310344828
2020-09-18T00:00:00,8,13.0,5.4,302,6073,0.279293459,0.391337974
2020-09-18T00:00:00,9,5.0,5.3,283,6195,0.383169203,0.551181102
2020-09-18T00:00:00,10,25.0,4.6,645,19380,0.253181695,0.345285525
2020-09-18T00:00:00,11,18.0,4.7,475,11599,0.221551531,0.311716792
2020-09-18T00:00:00,14,0.0,5.2,157,3104,,
2020-09-19T00:00:00,1,3.0,7.3,117,1668,0.410612536,0.486171761
2020-09-19T00:00:00,2,13.0,5.5,237,4455,0.393541519,0.406797116
2020-09-19T00:00:00,3,4.0,5.1,108,1393,0.361556744,0.478747204
2020-09-19T00:00:00,4,5.0,7.3,132,1895,0.315442147,0.430340557
2020-09-19T00:00:00,5,3.0,6.0,37,933,0.480874317,0.602693603
2020-09-19T00:00:00,6,8.0,2.6,221,11096,0.360242792,0.39587242
2020-09-19T00:00:00,7,10.0,5.7,115,1990,0.282520325,0.293103448
2020-09-19T00:00:00,8,13.0,5.5,249,3925,0.295557887,0.399845321
2020-09-19T00:00:00,9,5.0,5.1,129,2425,0.398388541,0.530183727
2020-09-19T00:00:00,10,24.0,4.6,415,7587,0.268849206,0.348039216
2020-09-19T00:00:00,11,18.0,4.7,527,9533,0.233773008,0.316102757
2020-09-19T00:00:00,14,0.0,5.3,118,1904,,
2020-09-20T00:00:00,1,3.0,7.5,139,2031,0.43482906,0.502183406
2020-09-20T00:00:00,2,12.0,5.5,190,3650,0.42641844,0.425773196
2020-09-20T00:00:00,3,3.0,5.1,57,1221,0.398219585,0.497767857
2020-09-20T00:00:00,4,5.0,7.3,90,1214,0.331569665,0.467692308
2020-09-20T00:00:00,5,2.0,6.0,94,1445,0.494773519,0.575757576
2020-09-20T00:00:00,6,9.0,2.5,245,10000,0.374810319,0.437148218
2020-09-20T00:00:00,7,10.0,5.7,82,1672,0.297560976,0.287356322
2020-09-20T00:00:00,8,13.0,5.5,182,2831,0.325288562,0.420726991
2020-09-20T00:00:00,9,6.0,5.0,95,1573,0.417785736,0.531496063
2020-09-20T00:00:00,10,23.0,4.7,287,5247,0.295485266,0.371018394
2020-09-20T00:00:00,11,19.0,4.8,360,6596,0.257098144,0.338972431
2020-09-20T00:00:00,14,0.0,5.4,197,3130,,
2020-09-21T00:00:00,1,4.0,7.7,159,2161,0.449074074,0.509461426
2020-09-21T00:00:00,2,11.0,5.4,154,2577,0.44858156,0.440660475
2020-09-21T00:00:00,3,4.0,5.3,87,1660,0.405509479,0.505567929
2020-09-21T00:00:00,4,4.0,7.1,62,1103,0.347922193,0.501519757
2020-09-21T00:00:00,5,3.0,6.2,54,706,0.506222001,0.602693603
2020-09-21T00:00:00,6,8.0,2.5,245,7757,0.390909091,0.443820225
2020-09-21T00:00:00,7,10.0,5.7,89,1431,0.319512195,0.302681992
2020-09-21T00:00:00,8,13.0,5.5,139,2916,0.353270374,0.439288476
2020-09-21T00:00:00,9,6.0,5.2,139,2345,0.425544614,0.545931759
2020-09-21T00:00:00,10,23.0,4.6,274,5850,0.325758937,0.412264996
2020-09-21T00:00:00,11,18.0,4.6,258,6942,0.270213876,0.355576441
2020-09-21T00:00:00,14,0.0,5.4,124,2076,,
2020-09-22T00:00:00,1,4.0,7.6,139,1646,0.436965812,0.518195051
2020-09-22T00:00:00,2,11.0,5.3,207,4193,0.441312057,0.44375645
2020-09-22T00:00:00,3,4.0,5.3,91,2415,0.38861021,0.468888889
2020-09-22T00:00:00,4,5.0,7.1,106,1460,0.356261023,0.577039275
2020-09-22T00:00:00,5,3.0,6.3,83,1158,0.496764559,0.61952862
2020-09-22T00:00:00,6,10.0,2.5,283,13713,0.377575758,0.406367041
2020-09-22T00:00:00,7,11.0,5.7,79,2017,0.329268293,0.323754789
2020-09-22T00:00:00,8,11.0,5.3,178,4057,0.332633788,0.430781129
2020-09-22T00:00:00,9,6.0,5.0,89,1817,0.400477469,0.538057743
2020-09-22T00:00:00,10,22.0,4.5,260,5720,0.315280637,0.419383653
2020-09-22T00:00:00,11,20.0,4.6,231,6418,0.261867501,0.360275689
2020-09-22T00:00:00,14,0.0,5.6,141,2470,,
2020-09-23T00:00:00,1,5.0,7.7,219,2385,0.413461538,0.508005822
2020-09-23T00:00:00,2,11.0,5.4,286,5576,0.412056738,0.42768595
2020-09-23T00:00:00,3,4.0,5.1,102,2629,0.353737493,0.426666667
2020-09-23T00:00:00,4,5.0,6.9,105,1815,0.375329236,0.592145015
2020-09-23T00:00:00,5,3.0,6.2,90,1566,0.482861401,0.62962963
2020-09-23T00:00:00,6,10.0,2.4,290,14396,0.35172832,0.335205993
2020-09-23T00:00:00,7,10.0,5.5,149,2699,0.31097561,0.33908046
2020-09-23T00:00:00,8,12.0,5.3,240,4224,0.300454704,0.407579273
2020-09-23T00:00:00,9,6.0,4.9,142,3067,0.376902417,0.519685039
2020-09-23T00:00:00,10,23.0,4.4,468,9646,0.284350464,0.381907308
2020-09-23T00:00:00,11,20.0,4.6,394,8577,0.237722632,0.350877193
2020-09-23T00:00:00,14,0.0,5.5,196,3846,,
2020-09-24T00:00:00,1,5.0,7.9,233,2943,0.381766382,0.497816594
2020-09-24T00:00:00,2,10.0,5.3,301,6093,0.392021277,0.408479835
2020-09-24T00:00:00,3,5.0,5.5,249,3397,0.322542672,0.388888889
2020-09-24T00:00:00,4,5.0,6.9,196,2902,0.393356643,0.607250755
2020-09-24T00:00:00,5,3.0,5.9,76,1615,0.462990561,0.636363636
2020-09-24T00:00:00,6,9.0,2.4,237,11805,0.324029126,0.333333333
2020-09-24T00:00:00,7,9.0,5.4,128,2656,0.28495935,0.331417625
2020-09-24T00:00:00,8,12.0,5.3,297,5768,0.270898916,0.383604022
2020-09-24T00:00:00,9,6.0,4.8,144,3818,0.36347359,0.492125984
2020-09-24T00:00:00,10,23.0,4.5,535,11163,0.260082084,0.33600713
2020-09-24T00:00:00,11,20.0,4.4,464,11243,0.228820505,0.324874687
2020-09-24T00:00:00,14,0.0,5.5,187,3912,,
2020-09-25T00:00:00,1,6.0,8.0,240,2837,0.366926899,0.483260553
2020-09-25T00:00:00,2,10.0,5.3,286,4964,0.394165777,0.395228216
2020-09-25T00:00:00,3,5.0,5.8,187,2567,0.330680813,0.38
2020-09-25T00:00:00,4,4.0,7.1,246,2760,0.404709987,0.538243626
2020-09-25T00:00:00,5,3.0,6.0,74,1040,0.476309227,0.643097643
2020-09-25T00:00:00,6,9.0,2.2,292,14014,0.31815422,0.353932584
2020-09-25T00:00:00,7,10.0,5.2,139,2421,0.262601626,0.316091954
2020-09-25T00:00:00,8,11.0,5.4,287,5285,0.266526758,0.378190255
2020-09-25T00:00:00,9,6.0,5.0,154,2655,0.367949866,0.472440945
2020-09-25T00:00:00,10,23.0,5.1,578,10344,0.24495039,0.30810093
2020-09-25T00:00:00,11,20.0,4.5,518,11639,0.22372048,0.313909774
2020-09-25T00:00:00,14,0.0,5.6,178,2972,,
2020-09-26T00:00:00,1,7.0,8.3,232,2377,0.372347949,0.470160116
2020-09-26T00:00:00,2,10.0,5.4,297,4682,0.409707352,0.406444906
2020-09-26T00:00:00,3,5.0,5.6,87,1463,0.349304939,0.393333333
2020-09-26T00:00:00,4,4.0,7.2,156,2026,0.376362843,0.461126005
2020-09-26T00:00:00,5,4.0,6.0,60,1332,0.493266833,0.609427609
2020-09-26T00:00:00,6,9.0,2.2,235,11744,0.330400485,0.4082397
2020-09-26T00:00:00,7,12.0,5.2,119,2191,0.267886179,0.291187739
2020-09-26T00:00:00,8,11.0,5.4,255,4061,0.276145505,0.392884764
2020-09-26T00:00:00,9,6.0,4.8,72,1956,0.373022978,0.480314961
2020-09-26T00:00:00,10,24.0,5.1,431,7407,0.250791696,0.319261214
2020-09-26T00:00:00,11,21.0,4.4,447,9626,0.234115456,0.310463659
2020-09-26T00:00:00,14,0.0,5.7,162,2388,,
2020-09-27T00:00:00,1,7.0,8.4,149,2015,0.400281889,0.477438137
2020-09-27T00:00:00,2,10.0,5.4,153,3167,0.42481203,0.434375
2020-09-27T00:00:00,3,6.0,5.6,90,1699,0.375888626,0.402222222
2020-09-27T00:00:00,4,5.0,7.4,168,1959,0.340889276,0.404580153
2020-09-27T00:00:00,5,4.0,6.0,39,529,0.495261845,0.555555556
2020-09-27T00:00:00,6,9.0,2.2,142,5614,0.365372953,0.445692884
2020-09-27T00:00:00,7,11.0,5.4,119,1914,0.27601626,0.296934866
2020-09-27T00:00:00,8,12.0,5.3,213,4056,0.295208115,0.412993039
2020-09-27T00:00:00,9,6.0,5.0,180,2753,0.382870785,0.484251969
2020-09-27T00:00:00,10,26.0,5.1,420,7718,0.257250175,0.339886413
2020-09-27T00:00:00,11,22.0,4.4,479,8390,0.240595903,0.304511278
2020-09-27T00:00:00,14,0.0,5.6,109,1986,,
2020-09-28T00:00:00,1,7.0,8.2,109,1824,0.406624383,0.500727802
2020-09-28T00:00:00,2,11.0,5.2,142,3201,0.436269245,0.447916667
2020-09-28T00:00:00,3,6.0,5.5,83,1923,0.376734573,0.46
2020-09-28T00:00:00,4,5.0,7.5,99,1385,0.327518535,0.382653061
2020-09-28T00:00:00,5,4.0,5.9,52,829,0.495280676,0.528619529
2020-09-28T00:00:00,6,9.0,2.1,159,7259,0.396060606,0.475655431
2020-09-28T00:00:00,7,11.0,5.2,93,1997,0.286178862,0.310344828
2020-09-28T00:00:00,8,12.0,5.4,180,3141,0.324589017,0.439288476
2020-09-28T00:00:00,9,6.0,4.9,119,2183,0.396896449,0.494750656
2020-09-28T00:00:00,10,23.0,5.1,304,6669,0.266684137,0.358671909
2020-09-28T00:00:00,11,25.0,4.6,374,7822,0.260558659,0.320175439
2020-09-28T00:00:00,14,0.0,5.6,118,1787,,
2020-09-29T00:00:00,1,7.0,8.7,283,2550,0.389711064,0.534206696
2020-09-29T00:00:00,2,11.0,5.2,210,4279,0.419700214,0.430944964
2020-09-29T00:00:00,3,6.0,5.7,101,2226,0.354185022,0.46
2020-09-29T00:00:00,4,4.0,7.5,101,1344,0.322875817,0.382653061
2020-09-29T00:00:00,5,3.0,5.6,55,1005,0.486338798,0.531986532
2020-09-29T00:00:00,6,8.0,2.0,205,14184,0.392727273,0.466292135
2020-09-29T00:00:00,7,8.0,5.5,137,2307,0.282926829,0.331417625
2020-09-29T00:00:00,8,12.0,5.5,214,4375,0.32301504,0.441608662
2020-09-29T00:00:00,9,6.0,4.9,98,1944,0.388839152,0.480314961
2020-09-29T00:00:00,10,23.0,5.2,440,7812,0.260569532,0.355176933
2020-09-29T00:00:00,11,24.0,4.6,272,6406,0.25698324,0.325501253
2020-09-29T00:00:00,14,0.0,5.6,134,2324,,
2020-09-30T00:00:00,1,7.0,8.7,260,2834,,
2020-09-30T00:00:00,2,12.0,5.3,242,4641,,
2020-09-30T00:00:00,3,6.0,6.0,177,2860,,
2020-09-30T00:00:00,4,5.0,7.7,162,2361,,
2020-09-30T00:00:00,5,3.0,5.8,100,1460,,
2020-09-30T00:00:00,6,9.0,2.0,245,12143,,
2020-09-30T00:00:00,7,8.0,5.3,108,2296,,
2020-09-30T00:00:00,8,12.0,5.3,233,4981,,
2020-09-30T00:00:00,9,6.0,5.2,205,3332,,
2020-09-30T00:00:00,10,24.0,5.1,370,9334,,
2020-09-30T00:00:00,11,23.0,4.5,385,10120,,
2020-09-30T00:00:00,14,0.0,5.8,169,2809,,
2020-10-01T00:00:00,1,8.0,8.7,283,3520,0.365045807,0.545851528
2020-10-01T00:00:00,2,12.0,5.2,265,5581,0.387765957,0.388028896
2020-10-01T00:00:00,3,6.0,5.5,122,2537,0.32446653,0.415555556
2020-10-01T00:00:00,4,5.0,7.6,147,2425,0.302366345,0.384223919
2020-10-01T00:00:00,5,4.0,5.7,96,2105,0.464303545,0.542087542
2020-10-01T00:00:00,6,8.0,2.0,291,13777,0.351818182,0.4082397
2020-10-01T00:00:00,7,7.0,5.5,153,2735,0.245121951,0.318007663
2020-10-01T00:00:00,8,12.0,5.2,251,5616,0.292759706,0.436968291
2020-10-01T00:00:00,9,6.0,5.7,247,3998,0.339600119,0.472440945
2020-10-01T00:00:00,10,24.0,5.2,570,10996,0.237085515,0.318916557
2020-10-01T00:00:00,11,22.0,4.6,591,12508,0.242011173,0.338345865
2020-10-01T00:00:00,14,0.0,6.0,191,3398,,
2020-10-02T00:00:00,1,8.0,8.5,267,3466,,
2020-10-02T00:00:00,2,11.0,5.1,291,5911,,
2020-10-02T00:00:00,3,6.0,5.2,107,1997,,
2020-10-02T00:00:00,4,4.0,6.9,147,2639,,
2020-10-02T00:00:00,5,4.0,5.8,78,1032,,
2020-10-02T00:00:00,6,8.0,2.0,232,12421,,
2020-10-02T00:00:00,7,6.0,5.4,173,3149,,
2020-10-02T00:00:00,8,12.0,4.9,226,5783,,
2020-10-02T00:00:00,9,6.0,5.6,157,3207,,
2020-10-02T00:00:00,10,23.0,4.9,534,12536,,
2020-10-02T00:00:00,11,21.0,4.4,458,12815,,
2020-10-02T00:00:00,14,0.0,5.9,187,3317,,
2020-10-03T00:00:00,1,9.0,8.5,252,2571,,
2020-10-03T00:00:00,2,11.0,4.9,204,4188,,
2020-10-03T00:00:00,3,6.0,5.2,56,908,,
2020-10-03T00:00:00,4,4.0,6.7,95,1639,,
2020-10-03T00:00:00,5,4.0,6.3,123,1626,,
2020-10-03T00:00:00,6,10.0,1.9,179,10897,,
2020-10-03T00:00:00,7,6.0,5.6,120,1862,,
2020-10-03T00:00:00,8,12.0,4.8,238,4575,,
2020-10-03T00:00:00,9,7.0,5.7,146,2884,,
2020-10-03T00:00:00,10,25.0,4.8,428,9008,,
2020-10-03T00:00:00,11,21.0,4.5,493,10494,,
2020-10-03T00:00:00,14,0.0,5.8,148,2563,,
2020-10-04T00:00:00,1,9.0,8.6,160,2102,,
2020-10-04T00:00:00,2,12.0,4.9,169,3172,,
2020-10-04T00:00:00,3,6.0,5.1,66,1521,,
2020-10-04T00:00:00,4,4.0,6.3,84,1534,,
2020-10-04T00:00:00,5,5.0,6.5,65,724,,
2020-10-04T00:00:00,6,9.0,1.9,100,4011,,
2020-10-04T00:00:00,7,6.0,5.5,119,1931,,
2020-10-04T00:00:00,8,13.0,4.8,193,3383,,
2020-10-04T00:00:00,9,6.0,5.5,143,2582,,
2020-10-04T00:00:00,10,26.0,4.8,379,6731,,
2020-10-04T00:00:00,11,20.0,4.3,397,8385,,
2020-10-04T00:00:00,14,0.0,5.7,90,2025,,
2020-10-05T00:00:00,1,9.0,8.8,202,2317,,
2020-10-05T00:00:00,2,12.0,5.2,215,3140,,
2020-10-05T00:00:00,3,7.0,5.1,102,2146,,
2020-10-05T00:00:00,4,3.0,6.1,66,1134,,
2020-10-05T00:00:00,5,5.0,6.9,93,949,,
2020-10-05T00:00:00,6,9.0,1.9,142,6615,,
2020-10-05T00:00:00,7,8.0,5.6,101,2041,,
2020-10-05T00:00:00,8,14.0,4.9,191,3111,,
2020-10-05T00:00:00,9,7.0,5.6,138,2401,,
2020-10-05T00:00:00,10,28.0,4.9,365,6227,,
2020-10-05T00:00:00,11,22.0,4.3,393,8426,,
2020-10-05T00:00:00,14,0.0,5.6,115,2050,,
2020-10-06T00:00:00,1,9.0,8.8,222,1844,,
2020-10-06T00:00:00,2,13.0,5.0,161,4181,,
2020-10-06T00:00:00,3,6.0,5.2,127,2706,,
2020-10-06T00:00:00,4,4.0,5.8,81,1828,,
2020-10-06T00:00:00,5,6.0,7.0,129,1904,,
2020-10-06T00:00:00,6,10.0,1.9,262,16909,,
2020-10-06T00:00:00,7,9.0,5.5,143,2721,,
2020-10-06T00:00:00,8,14.0,5.1,292,4488,,
2020-10-06T00:00:00,9,8.0,5.8,176,2648,,
2020-10-06T00:00:00,10,31.0,5.0,505,8374,,
2020-10-06T00:00:00,11,23.0,4.3,284,6586,,
2020-10-06T00:00:00,14,0.0,5.5,156,3049,,
2020-10-07T00:00:00,1,9.0,8.9,367,3852,,
2020-10-07T00:00:00,2,12.0,5.0,249,5121,,
2020-10-07T00:00:00,3,6.0,5.0,177,3186,,
2020-10-07T00:00:00,4,3.0,6.2,308,3768,,
2020-10-07T00:00:00,5,6.0,7.1,110,1384,,
2020-10-07T00:00:00,6,10.0,1.9,262,13344,,
2020-10-07T00:00:00,7,11.0,5.6,179,3193,,
2020-10-07T00:00:00,8,15.0,5.3,340,6012,,
2020-10-07T00:00:00,9,9.0,5.7,219,3795,,
2020-10-07T00:00:00,10,31.0,5.3,656,11491,,
2020-10-07T00:00:00,11,24.0,4.3,449,11715,,
2020-10-07T00:00:00,14,0.0,5.6,197,2907,,
2020-10-08T00:00:00,1,9.0,9.1,359,3871,,
2020-10-08T00:00:00,2,12.0,5.0,262,5504,,
2020-10-08T00:00:00,3,6.0,5.1,126,2470,,
2020-10-08T00:00:00,4,4.0,6.3,162,2532,,
2020-10-08T00:00:00,5,7.0,7.3,70,1542,,
2020-10-08T00:00:00,6,11.0,1.9,294,13572,,
2020-10-08T00:00:00,7,12.0,5.6,158,2925,,
2020-10-08T00:00:00,8,15.0,5.6,344,5282,,
2020-10-08T00:00:00,9,10.0,5.7,209,3395,,
2020-10-08T00:00:00,10,31.0,5.2,560,11159,,
2020-10-08T00:00:00,11,26.0,4.3,608,12922,,
2020-10-08T00:00:00,14,0.0,5.7,240,3907,,
2020-10-09T00:00:00,1,10.0,9.7,361,3281,,
2020-10-09T00:00:00,2,12.0,5.2,312,4928,,
2020-10-09T00:00:00,3,6.0,5.4,182,2535,,
2020-10-09T00:00:00,4,4.0,6.5,186,2574,,
2020-10-09T00:00:00,5,7.0,7.5,155,1776,,
2020-10-09T00:00:00,6,12.0,2.0,237,7745,,
2020-10-09T00:00:00,7,12.0,5.9,205,2806,,
2020-10-09T00:00:00,8,17.0,6.3,424,5488,,
2020-10-09T00:00:00,9,10.0,5.9,239,3865,,
2020-10-09T00:00:00,10,33.0,5.5,669,11711,,
2020-10-09T00:00:00,11,28.0,4.6,631,12786,,
2020-10-09T00:00:00,14,0.0,5.8,210,3360,,
2020-10-10T00:00:00,1,9.0,9.6,308,3348,,
2020-10-10T00:00:00,2,12.0,5.5,402,5878,,
2020-10-10T00:00:00,3,7.0,5.6,140,1735,,
2020-10-10T00:00:00,4,4.0,6.6,114,1869,,
2020-10-10T00:00:00,5,8.0,8.0,130,1145,,
2020-10-10T00:00:00,6,12.0,2.1,269,13329,,
2020-10-10T00:00:00,7,12.0,6.1,189,2403,,
