date,region,cliAdmissions,testPositivity,positiveTests,totalTests,surge,icu
2020-07-11T00:00:00,2,6.0,3.7,143,3141,0.421649296,0.493435449
2020-07-11T00:00:00,3,4.0,2.3,68,1658,0.386290085,0.454166667
2020-07-11T00:00:00,4,4.0,5.7,157,2097,0.349411765,0.44783715
2020-07-11T00:00:00,5,1.0,3.1,30,675,0.504864311,0.53125
2020-07-11T00:00:00,6,4.0,1.9,28,2014,0.406769417,0.456928839
2020-07-11T00:00:00,7,9.0,4.4,82,2122,0.262601626,0.298850575
2020-07-11T00:00:00,8,14.0,3.9,174,4046,0.34384858,0.470588235
2020-07-11T00:00:00,9,6.0,3.8,89,2758,0.401164483,0.546511628
2020-07-11T00:00:00,10,27.0,4.3,327,8351,0.282977986,0.371968763
2020-07-11T00:00:00,11,25.0,4.0,374,9036,0.301525022,0.392174169
2020-07-11T00:00:00,14,0.0,2.2,28,1657,,
2020-07-12T00:00:00,1,4.0,3.9,58,1424,0.49119098,0.590975255
2020-07-12T00:00:00,2,6.0,3.7,107,2876,0.438993252,0.518191841
2020-07-12T00:00:00,3,5.0,2.4,49,1953,0.398640662,0.414583333
2020-07-12T00:00:00,4,4.0,6.0,74,1158,0.354117647,0.391857506
2020-07-12T00:00:00,5,1.0,3.1,7,363,0.524808184,0.536585366
2020-07-12T00:00:00,6,4.0,1.9,4,386,0.445149592,0.496254682
2020-07-12T00:00:00,7,9.0,4.4,79,1630,0.274796748,0.300766284
2020-07-12T00:00:00,8,14.0,3.8,101,2795,0.361373992,0.491990847
2020-07-12T00:00:00,9,7.0,3.9,96,2423,0.434061135,0.573643411
2020-07-12T00:00:00,10,26.0,4.3,230,5931,0.300658693,0.384805945
2020-07-12T00:00:00,11,25.0,3.9,301,8147,0.314393939,0.395943563
2020-07-12T00:00:00,14,0.0,2.2,4,385,,
2020-07-13T00:00:00,1,4.0,3.8,29,1116,0.502466526,0.598253275
2020-07-13T00:00:00,2,6.0,3.8,116,3494,0.450245589,0.511111111
2020-07-13T00:00:00,3,5.0,2.7,66,1508,0.395734597,0.4125
2020-07-13T00:00:00,4,4.0,6.6,104,1354,0.355477855,0.435114504
2020-07-13T00:00:00,5,1.0,3.1,14,692,0.538382805,0.567474048
2020-07-13T00:00:00,6,4.0,1.8,15,1511,0.473716012,0.494382022
2020-07-13T00:00:00,7,9.0,4.4,42,1215,0.286585366,0.342911877
2020-07-13T00:00:00,8,13.0,3.7,83,3138,0.385909569,0.510297483
2020-07-13T00:00:00,9,7.0,3.8,70,1960,0.444250364,0.583979328
2020-07-13T00:00:00,10,25.0,4.3,204,4429,0.324232969,0.397605285
2020-07-13T00:00:00,11,27.0,4.0,199,5127,0.332664884,0.402704292
2020-07-13T00:00:00,14,0.0,2.2,9,566,,
2020-07-14T00:00:00,1,4.0,3.9,46,1234,0.477448908,0.598253275
2020-07-14T00:00:00,2,7.0,4.0,172,3683,0.440936309,0.492222222
2020-07-14T00:00:00,3,5.0,2.8,80,2852,0.384251036,0.40625
2020-07-14T00:00:00,4,4.0,6.6,95,1584,0.338509317,0.468193384
2020-07-14T00:00:00,5,1.0,3.6,40,1006,0.527692308,0.586206897
2020-07-14T00:00:00,6,4.0,1.7,58,3012,0.456469166,0.486891386
2020-07-14T00:00:00,7,8.0,4.4,72,1800,0.293902439,0.333333333
2020-07-14T00:00:00,8,14.0,3.7,148,3943,0.37276551,0.499618612
2020-07-14T00:00:00,9,8.0,3.7,82,2384,0.418340611,0.583979328
2020-07-14T00:00:00,10,25.0,4.5,302,6813,0.308892356,0.40957886
2020-07-14T00:00:00,11,27.0,4.1,324,8307,0.323900772,0.407701352
2020-07-14T00:00:00,14,0.0,2.1,56,2400,,
2020-07-15T00:00:00,1,4.0,3.8,46,1535,0.442565187,0.593886463
2020-07-15T00:00:00,2,7.0,4.0,191,5188,0.415169661,0.455555556
2020-07-15T00:00:00,3,6.0,2.8,59,2635,0.358028335,0.429166667
2020-07-15T00:00:00,4,4.0,6.9,132,1978,0.329968944,0.544529262
2020-07-15T00:00:00,5,1.0,4.2,65,1399,0.504110997,0.597269625
2020-07-15T00:00:00,6,4.0,1.7,66,3497,0.412885662,0.475655431
2020-07-15T00:00:00,7,8.0,4.6,91,1886,0.281707317,0.325670498
2020-07-15T00:00:00,8,13.0,3.8,132,3201,0.342436975,0.486590038
2020-07-15T00:00:00,9,9.0,3.7,121,3089,0.397379913,0.581395349
2020-07-15T00:00:00,10,24.0,4.4,352,8021,0.286618131,0.388409371
2020-07-15T00:00:00,11,26.0,4.0,306,7979,0.307560903,0.411228689
2020-07-15T00:00:00,14,0.0,2.1,66,3369,,
2020-07-16T00:00:00,1,4.0,3.6,60,1508,0.417195208,0.572052402
2020-07-16T00:00:00,2,8.0,4.0,187,4778,0.389947378,0.43107221
2020-07-16T00:00:00,3,5.0,3.1,90,2468,0.348864642,0.4125
2020-07-16T00:00:00,4,5.0,6.9,102,1268,0.314677104,0.475826972
2020-07-16T00:00:00,5,1.0,3.8,30,1080,0.483453981,0.610169492
2020-07-16T00:00:00,6,4.0,1.8,102,4690,0.362783661,0.486891386
2020-07-16T00:00:00,7,8.0,4.7,114,1774,0.267073171,0.281609195
2020-07-16T00:00:00,8,14.0,3.7,93,2571,0.315145156,0.474210931
2020-07-16T00:00:00,9,9.0,3.6,101,2790,0.384861718,0.569767442
2020-07-16T00:00:00,10,25.0,4.4,286,6595,0.264950598,0.380189067
2020-07-16T00:00:00,11,27.0,3.9,402,10953,0.27926322,0.402410347
2020-07-16T00:00:00,14,0.0,2.1,96,4072,,
2020-07-17T00:00:00,1,4.0,3.6,36,1208,0.419309373,0.547307132
2020-07-17T00:00:00,2,8.0,4.1,215,4729,0.36566092,0.456896552
2020-07-17T00:00:00,3,6.0,3.2,72,2268,0.353339217,0.3875
2020-07-17T00:00:00,4,5.0,7.1,156,2171,0.308053167,0.430379747
2020-07-17T00:00:00,5,1.0,3.7,54,1300,0.483787957,0.602693603
2020-07-17T00:00:00,6,4.0,2.0,131,4602,0.359649123,0.494382022
2020-07-17T00:00:00,7,8.0,4.7,95,1917,0.254471545,0.287356322
2020-07-17T00:00:00,8,14.0,3.8,173,4185,0.317085954,0.475638051
2020-07-17T00:00:00,9,9.0,3.6,96,2568,0.403784571,0.555555556
2020-07-17T00:00:00,10,24.0,4.4,402,7185,0.266597331,0.370324702
2020-07-17T00:00:00,11,29.0,3.9,445,10215,0.272875817,0.396531452
2020-07-17T00:00:00,14,0.0,2.4,122,3597,,
2020-07-18T00:00:00,1,5.0,3.5,46,1129,0.433403805,0.521106259
2020-07-18T00:00:00,2,8.0,3.9,124,3576,0.380622222,0.493630573
2020-07-18T00:00:00,3,5.0,3.2,73,1702,0.368854872,0.366666667
2020-07-18T00:00:00,4,5.0,6.6,86,1829,0.334260731,0.413157895
2020-07-18T00:00:00,5,2.0,3.8,38,747,0.509994874,0.599326599
2020-07-18T00:00:00,6,4.0,2.2,32,1095,0.379612825,0.498127341
2020-07-18T00:00:00,7,9.0,4.9,73,1427,0.272357724,0.296934866
2020-07-18T00:00:00,8,15.0,3.8,122,2678,0.325122292,0.48878577
2020-07-18T00:00:00,9,9.0,3.8,94,2306,0.412518195,0.533591731
2020-07-18T00:00:00,10,22.0,4.6,323,6176,0.283324666,0.393341554
2020-07-18T00:00:00,11,30.0,3.9,284,7845,0.28446227,0.399764844
2020-07-18T00:00:00,14,0.0,2.5,32,1095,,
2020-07-19T00:00:00,1,5.0,3.5,53,1178,0.450669486,0.529839884
2020-07-19T00:00:00,2,8.0,3.9,109,2818,0.396691306,0.523354565
2020-07-19T00:00:00,3,5.0,3.3,66,2108,0.389411765,0.3625
2020-07-19T00:00:00,4,6.0,6.9,148,1701,0.372996795,0.472375691
2020-07-19T00:00:00,5,2.0,4.6,99,1170,0.526128869,0.585858586
2020-07-19T00:00:00,6,4.0,2.4,115,3397,0.421004843,0.494382022
2020-07-19T00:00:00,7,8.0,4.9,99,1971,0.296747967,0.346743295
2020-07-19T00:00:00,8,14.0,4.0,166,3489,0.349580713,0.498839907
2020-07-19T00:00:00,9,8.0,3.8,95,2090,0.437554585,0.549095607
2020-07-19T00:00:00,10,24.0,4.8,305,6024,0.302912116,0.401561858
2020-07-19T00:00:00,11,31.0,3.9,297,7817,0.313874034,0.423868313
2020-07-19T00:00:00,14,0.0,2.7,115,3397,,
2020-07-20T00:00:00,1,5.0,3.7,29,670,0.450317125,0.528384279
2020-07-20T00:00:00,2,7.0,4.0,52,1696,0.423618444,0.503184713
2020-07-20T00:00:00,3,5.0,3.3,65,1078,0.401116662,0.366666667
2020-07-20T00:00:00,4,7.0,6.9,40,534,0.418707346,0.522222222
2020-07-20T00:00:00,5,2.0,4.8,18,409,0.540733198,0.585858586
2020-07-20T00:00:00,6,4.0,2.5,56,2171,0.444040036,0.479400749
2020-07-20T00:00:00,7,9.0,5.2,83,1386,0.326422764,0.381226054
2020-07-20T00:00:00,8,14.0,4.2,141,3206,0.361586858,0.514307811
2020-07-20T00:00:00,9,8.0,4.0,113,2390,0.445997089,0.568475452
2020-07-20T00:00:00,10,26.0,4.9,328,6107,0.311577851,0.41676942
2020-07-20T00:00:00,11,30.0,3.8,231,6403,0.333853238,0.431216931
2020-07-20T00:00:00,14,0.0,2.7,56,2070,,
2020-07-21T00:00:00,1,5.0,3.9,65,1315,0.441860465,0.540029112
2020-07-21T00:00:00,2,7.0,3.8,147,3951,0.415170715,0.488322718
2020-07-21T00:00:00,3,5.0,3.5,78,2149,0.389964789,0.372340426
2020-07-21T00:00:00,4,7.0,7.0,118,1701,0.40071062,0.517333333
2020-07-21T00:00:00,5,2.0,5.1,29,489,0.524808184,0.545454545
2020-07-21T00:00:00,6,4.0,2.6,82,3111,0.430568216,0.471910112
2020-07-21T00:00:00,7,9.0,5.4,111,1958,0.330894309,0.394636015
2020-07-21T00:00:00,8,13.0,4.2,149,3771,0.358391608,0.497293117
2020-07-21T00:00:00,9,7.0,4.1,126,2769,0.423244975,0.566233766
2020-07-21T00:00:00,10,25.0,5.0,355,6796,0.300407951,0.400082576
2020-07-21T00:00:00,11,31.0,3.9,306,6997,0.322489602,0.427101705
2020-07-21T00:00:00,14,0.0,2.9,79,2107,,
2020-07-22T00:00:00,1,5.0,4.3,71,1389,0.42670895,0.540029112
2020-07-22T00:00:00,2,8.0,3.9,132,3271,0.39000352,0.479277365
2020-07-22T00:00:00,3,4.0,3.7,82,2443,0.394659624,0.404347826
2020-07-22T00:00:00,4,7.0,7.1,148,2039,0.366731141,0.465648855
2020-07-22T00:00:00,5,2.0,5.2,52,910,0.508213552,0.525252525
2020-07-22T00:00:00,6,5.0,2.7,88,3396,0.397564688,0.462546816
2020-07-22T00:00:00,7,9.0,5.7,138,2105,0.324390244,0.379310345
2020-07-22T00:00:00,8,14.0,4.3,145,3085,0.338055264,0.481051817
2020-07-22T00:00:00,9,7.0,4.3,136,2756,0.397260274,0.548302872
2020-07-22T00:00:00,10,25.0,5.2,368,7035,0.284114583,0.392368312
2020-07-22T00:00:00,11,32.0,4.0,401,8234,0.299168152,0.406525573
2020-07-22T00:00:00,14,0.0,3.1,86,2850,,
2020-07-23T00:00:00,1,5.0,4.7,102,1711,0.415785765,0.532751092
2020-07-23T00:00:00,2,8.0,4.0,172,3819,0.37185133,0.478723404
2020-07-23T00:00:00,3,4.0,3.8,96,2260,0.387276459,0.44
2020-07-23T00:00:00,4,6.0,6.9,120,1887,0.329853055,0.458015267
2020-07-23T00:00:00,5,2.0,5.9,89,1423,0.495135689,0.505050505
2020-07-23T00:00:00,6,6.0,2.8,83,3204,0.368645358,0.456928839
2020-07-23T00:00:00,7,10.0,5.6,93,1623,0.301626016,0.350574713
2020-07-23T00:00:00,8,14.0,4.3,158,4013,0.319342427,0.467130704
2020-07-23T00:00:00,9,7.0,4.5,128,2793,0.37007874,0.534120735
2020-07-23T00:00:00,10,24.0,5.3,429,7962,0.271132239,0.379899917
2020-07-23T00:00:00,11,32.0,4.2,451,10554,0.282192188,0.385588235
2020-07-23T00:00:00,14,0.0,3.2,75,2577,,
2020-07-24T00:00:00,1,5.0,4.9,46,1053,0.421775899,0.516739447
2020-07-24T00:00:00,2,9.0,4.1,195,3713,0.372531735,0.469148936
2020-07-24T00:00:00,3,4.0,4.1,82,1580,0.394844757,0.462222222
2020-07-24T00:00:00,4,7.0,7.3,180,1865,0.319830247,0.435114504
2020-07-24T00:00:00,5,2.0,6.0,61,1279,0.498470948,0.535353535
2020-07-24T00:00:00,6,6.0,2.8,95,3197,0.365905632,0.415730337
2020-07-24T00:00:00,7,11.0,5.7,87,1439,0.285772358,0.327586207
2020-07-24T00:00:00,8,14.0,4.5,208,4054,0.321441063,0.459396752
2020-07-24T00:00:00,9,7.0,4.7,141,2463,0.36949548,0.539370079
2020-07-24T00:00:00,10,25.0,5.4,409,6809,0.265230504,0.368530885
2020-07-24T00:00:00,11,29.0,4.3,392,7723,0.279031779,0.387019231
2020-07-24T00:00:00,14,0.0,3.2,86,2605,,
2020-07-25T00:00:00,1,4.0,5.2,85,1322,0.459830867,0.519650655
2020-07-25T00:00:00,2,9.0,4.2,151,3433,0.40638786,0.47183847
2020-07-25T00:00:00,3,4.0,3.9,64,2009,0.383421207,0.475555556
2020-07-25T00:00:00,4,7.0,7.8,150,1901,0.329812207,0.462566845
2020-07-25T00:00:00,5,3.0,6.5,115,1443,0.510152284,0.545454545
2020-07-25T00:00:00,6,6.0,2.9,104,2694,0.385388128,0.4082397
2020-07-25T00:00:00,7,9.0,5.8,128,2157,0.295528455,0.323754789
2020-07-25T00:00:00,8,14.0,4.5,187,3847,0.336656173,0.459396752
2020-07-25T00:00:00,9,7.0,5.1,175,2737,0.379410907,0.543307087
2020-07-25T00:00:00,10,27.0,5.4,390,6931,0.272079038,0.350041771
2020-07-25T00:00:00,11,30.0,4.5,560,10787,0.293143154,0.399570025
2020-07-25T00:00:00,14,0.0,3.3,97,2177,,
2020-07-26T00:00:00,1,4.0,5.1,37,1055,0.483086681,0.537117904
2020-07-26T00:00:00,2,9.0,4.3,123,2917,0.432022571,0.48089172
2020-07-26T00:00:00,3,4.0,4.1,71,1525,0.404866608,0.464444444
2020-07-26T00:00:00,4,6.0,7.6,177,2365,0.334393638,0.433802817
2020-07-26T00:00:00,5,3.0,6.1,37,613,0.519064565,0.552188552
2020-07-26T00:00:00,6,7.0,3.0,100,2346,0.408523592,0.43071161
2020-07-26T00:00:00,7,10.0,6.1,92,1237,0.31097561,0.35440613
2020-07-26T00:00:00,8,14.0,4.5,149,3053,0.364637985,0.466357309
2020-07-26T00:00:00,9,6.0,5.2,101,1947,0.41061534,0.545931759
2020-07-26T00:00:00,10,25.0,5.5,299,4921,0.282302405,0.342105263
2020-07-26T00:00:00,11,30.0,4.7,339,6757,0.311849539,0.416823603
2020-07-26T00:00:00,14,0.0,3.5,100,2346,,
2020-07-27T00:00:00,1,4.0,5.0,35,1019,0.490133897,0.576419214
2020-07-27T00:00:00,2,9.0,4.4,99,2301,0.453039648,0.494692144
2020-07-27T00:00:00,3,4.0,4.1,73,1496,0.416007036,0.506666667
2020-07-27T00:00:00,4,6.0,7.7,116,1337,0.326457755,0.414084507
2020-07-27T00:00:00,5,2.0,6.3,24,316,0.526208651,0.555555556
2020-07-27T00:00:00,6,7.0,3.1,100,2849,0.410350076,0.426966292
2020-07-27T00:00:00,7,10.0,6.2,76,1250,0.320731707,0.379310345
2020-07-27T00:00:00,8,15.0,4.5,109,2926,0.391920252,0.49187935
2020-07-27T00:00:00,9,6.0,5.2,91,1645,0.428113153,0.540682415
2020-07-27T00:00:00,10,24.0,5.6,257,4562,0.291494845,0.350041771
2020-07-27T00:00:00,11,30.0,4.8,290,6396,0.320166629,0.428123038
2020-07-27T00:00:00,14,0.0,3.7,100,2367,,
2020-07-28T00:00:00,1,4.0,5.0,107,2082,0.462297393,0.544395924
2020-07-28T00:00:00,2,9.0,4.4,147,3851,0.43546399,0.491043203
2020-07-28T00:00:00,3,5.0,4.3,94,1894,0.420328061,0.52
2020-07-28T00:00:00,4,6.0,7.7,105,1545,0.323137255,0.390374332
2020-07-28T00:00:00,5,3.0,6.5,48,609,0.521672616,0.552188552
2020-07-28T00:00:00,6,6.0,3.1,77,3049,0.395738204,0.415730337
2020-07-28T00:00:00,7,9.0,6.3,115,1826,0.28495935,0.373563218
2020-07-28T00:00:00,8,15.0,4.7,196,3496,0.376880028,0.500386698
2020-07-28T00:00:00,9,7.0,5.3,81,1749,0.417322835,0.522309711
2020-07-28T00:00:00,10,23.0,5.7,312,5318,0.287113402,0.357560568
2020-07-28T00:00:00,11,29.0,4.8,295,6603,0.311537603,0.430503145
2020-07-28T00:00:00,14,0.0,3.6,73,2329,,
2020-07-29T00:00:00,1,4.0,4.7,41,1371,0.448555321,0.524017467
2020-07-29T00:00:00,2,9.0,4.6,210,4030,0.418559606,0.485355649
2020-07-29T00:00:00,3,5.0,4.5,128,2764,0.40070196,0.546666667
2020-07-29T00:00:00,4,6.0,7.7,155,2209,0.338137904,0.410852713
2020-07-29T00:00:00,5,3.0,6.5,53,851,0.500760264,0.569023569
2020-07-29T00:00:00,6,6.0,3.2,111,3617,0.36651446,0.395131086
2020-07-29T00:00:00,7,9.0,6.0,92,1818,0.266666667,0.340996169
2020-07-29T00:00:00,8,15.0,4.7,165,3704,0.349073102,0.49187935
2020-07-29T00:00:00,9,6.0,5.3,110,2181,0.38291047,0.518372703
2020-07-29T00:00:00,10,26.0,5.6,367,7153,0.27895189,0.357142857
2020-07-29T00:00:00,11,28.0,4.7,372,8906,0.294428327,0.426591052
2020-07-29T00:00:00,14,0.0,3.7,105,2741,,
2020-07-30T00:00:00,1,5.0,4.4,68,1719,0.43447545,0.481804949
2020-07-30T00:00:00,2,9.0,4.8,291,4932,0.393203029,0.491173416
2020-07-30T00:00:00,3,5.0,4.6,111,2401,0.394329144,0.506666667
2020-07-30T00:00:00,4,7.0,7.7,172,2553,0.341549296,0.428940568
2020-07-30T00:00:00,5,3.0,6.8,73,905,0.480080686,0.575757576
2020-07-30T00:00:00,6,5.0,3.2,82,3269,0.367427702,0.438202247
2020-07-30T00:00:00,7,10.0,6.2,159,2415,0.247154472,0.310344828
2020-07-30T00:00:00,8,13.0,4.8,224,4867,0.323889472,0.475638051
2020-07-30T00:00:00,9,6.0,5.5,159,2884,0.358413532,0.510498688
2020-07-30T00:00:00,10,26.0,5.7,495,8518,0.266323024,0.338345865
2020-07-30T00:00:00,11,28.0,4.8,523,10574,0.286543182,0.404671717
2020-07-30T00:00:00,14,0.0,3.7,81,2725,,
2020-07-31T00:00:00,1,6.0,4.4,46,908,0.442634561,0.480349345
2020-07-31T00:00:00,2,10.0,4.8,181,3357,0.401126959,0.485005171
2020-07-31T00:00:00,3,5.0,4.7,137,2432,0.391469471,0.488888889
2020-07-31T00:00:00,4,8.0,7.3,109,1541,0.344800625,0.485788114
2020-07-31T00:00:00,5,3.0,7.4,81,1104,0.470175439,0.575757576
2020-07-31T00:00:00,6,5.0,3.1,120,4395,0.36042618,0.479400749
2020-07-31T00:00:00,7,10.0,6.2,101,1606,0.260162602,0.300766284
2020-07-31T00:00:00,8,13.0,4.7,157,3240,0.326512767,0.461716937
2020-07-31T00:00:00,9,6.0,5.3,116,2722,0.350247886,0.514435696
2020-07-31T00:00:00,10,26.0,5.8,429,6293,0.265815189,0.332080201
2020-07-31T00:00:00,11,30.0,4.8,490,9384,0.2757569,0.39520202
2020-07-31T00:00:00,14,0.0,3.8,115,3105,,
2020-08-01T00:00:00,1,5.0,4.3,72,1318,0.460773873,0.477438137
2020-08-01T00:00:00,2,11.0,5.0,183,3295,0.421200916,0.481977343
2020-08-01T00:00:00,3,5.0,5.2,124,1817,0.416252558,0.471111111
2020-08-01T00:00:00,4,8.0,7.2,157,2147,0.338345865,0.479892761
2020-08-01T00:00:00,5,3.0,7.3,90,1176,0.492175669,0.552188552
2020-08-01T00:00:00,6,5.0,3.1,101,2528,0.391780822,0.486891386
2020-08-01T00:00:00,7,10.0,6.4,126,1830,0.288617886,0.298850575
2020-08-01T00:00:00,8,13.0,4.7,227,4673,0.339104582,0.460943542
2020-08-01T00:00:00,9,7.0,5.0,134,2756,0.367745698,0.509186352
2020-08-01T00:00:00,10,27.0,5.8,359,6442,0.284118254,0.332632464
2020-08-01T00:00:00,11,29.0,4.9,529,9141,0.276723946,0.39614899
2020-08-01T00:00:00,14,0.0,3.7,100,2483,,
2020-08-02T00:00:00,1,5.0,4.4,34,781,0.497692581,0.5356623
2020-08-02T00:00:00,2,12.0,5.2,201,3246,0.454833597,0.482051282
2020-08-02T00:00:00,3,5.0,5.2,73,1365,0.436969874,0.475555556
2020-08-02T00:00:00,4,9.0,7.1,97,1528,0.339192968,0.509859155
2020-08-02T00:00:00,5,3.0,7.2,36,653,0.521672616,0.550675676
2020-08-02T00:00:00,6,5.0,3.0,80,2478,0.409436834,0.498127341
2020-08-02T00:00:00,7,10.0,6.3,69,1063,0.327642276,0.314176245
2020-08-02T00:00:00,8,14.0,4.6,111,2938,0.36586219,0.473317865
2020-08-02T00:00:00,9,8.0,5.0,123,2293,0.398075241,0.534120735
2020-08-02T00:00:00,10,28.0,5.7,226,4416,0.313113907,0.357324301
2020-08-02T00:00:00,11,28.0,4.9,359,6867,0.290857695,0.416982323
2020-08-02T00:00:00,14,0.0,3.6,80,2478,,
2020-08-03T00:00:00,1,5.0,4.5,58,1290,0.514731984,0.593886463
2020-08-03T00:00:00,2,12.0,5.1,134,3577,0.456066209,0.489230769
2020-08-03T00:00:00,3,5.0,5.1,83,2068,0.437847324,0.477777778
2020-08-03T00:00:00,4,9.0,6.9,102,1413,0.324432045,0.509859155
2020-08-03T00:00:00,5,4.0,6.8,31,795,0.544329897,0.589830508
2020-08-03T00:00:00,6,5.0,2.8,76,3532,0.43348554,0.52247191
2020-08-03T00:00:00,7,10.0,6.2,112,1858,0.356097561,0.318007663
2020-08-03T00:00:00,8,15.0,4.6,209,5229,0.384749913,0.495746326
2020-08-03T00:00:00,9,8.0,4.9,144,3138,0.425780111,0.539370079
2020-08-03T00:00:00,10,29.0,5.7,389,7245,0.334372294,0.37084399
2020-08-03T00:00:00,11,28.0,4.9,418,9924,0.312727814,0.425960933
2020-08-03T00:00:00,14,0.0,3.4,76,2781,,
2020-08-04T00:00:00,1,5.0,4.4,80,1580,0.496803977,0.62154294
2020-08-04T00:00:00,2,12.0,5.3,229,4313,0.443564008,0.483076923
2020-08-04T00:00:00,3,5.0,5.1,101,1927,0.411575563,0.466666667
2020-08-04T00:00:00,4,8.0,6.8,99,1669,0.30984819,0.504
2020-08-04T00:00:00,5,3.0,6.5,44,837,0.536749482,0.619047619
2020-08-04T00:00:00,6,6.0,2.9,64,2191,0.411388551,0.539325843
2020-08-04T00:00:00,7,11.0,5.9,113,2408,0.345121951,0.335249042
2020-08-04T00:00:00,8,14.0,4.5,195,4178,0.38440014,0.498066512
2020-08-04T00:00:00,9,9.0,5.1,186,3058,0.418197725,0.556430446
2020-08-04T00:00:00,10,30.0,5.7,439,7334,0.325974026,0.36402387
2020-08-04T00:00:00,11,28.0,4.9,366,8091,0.311240051,0.426100629
2020-08-04T00:00:00,14,0.0,3.4,62,1763,,
2020-08-05T00:00:00,1,5.0,4.7,64,1474,0.442628774,0.573508006
2020-08-05T00:00:00,2,12.0,5.4,264,4998,0.424546575,0.447179487
2020-08-05T00:00:00,3,4.0,5.3,153,2817,0.393806602,0.464444444
2020-08-05T00:00:00,4,8.0,7.1,199,2403,0.309258548,0.44783715
2020-08-05T00:00:00,5,3.0,6.8,100,1256,0.514507772,0.649659864
2020-08-05T00:00:00,6,6.0,3.0,119,3359,0.383795309,0.537453184
2020-08-05T00:00:00,7,10.0,6.2,122,1747,0.341056911,0.33908046
2020-08-05T00:00:00,8,14.0,4.4,166,4102,0.354669465,0.481051817
2020-08-05T00:00:00,9,8.0,5.2,146,2665,0.406532517,0.541994751
2020-08-05T00:00:00,10,29.0,5.8,380,6838,0.303290043,0.3456948
2020-08-05T00:00:00,11,30.0,5.0,378,6758,0.293833222,0.423101067
2020-08-05T00:00:00,14,0.0,3.5,115,2662,,
2020-08-06T00:00:00,1,4.0,4.8,63,1369,0.401208244,0.525473071
2020-08-06T00:00:00,2,13.0,5.2,224,4624,0.41958781,0.426078029
2020-08-06T00:00:00,3,4.0,5.4,185,3483,0.390529085,0.468888889
2020-08-06T00:00:00,4,7.0,7.3,146,1821,0.314814815,0.445292621
2020-08-06T00:00:00,5,3.0,6.9,80,904,0.495075168,0.642857143
2020-08-06T00:00:00,6,8.0,3.2,115,2764,0.367266077,0.479400749
2020-08-06T00:00:00,7,11.0,6.3,179,2501,0.340650407,0.360153257
2020-08-06T00:00:00,8,16.0,4.4,241,5357,0.33823015,0.469450889
2020-08-06T00:00:00,9,8.0,5.3,187,3059,0.391076115,0.541994751
2020-08-06T00:00:00,10,29.0,5.9,556,8520,0.287272727,0.338448423
2020-08-06T00:00:00,11,29.0,5.1,509,9922,0.272335044,0.409290647
2020-08-06T00:00:00,14,0.0,3.8,114,2011,,
2020-08-07T00:00:00,1,3.0,4.7,51,1258,0.405117271,0.50363901
2020-08-07T00:00:00,2,12.0,5.3,309,4845,0.419235512,0.437371663
2020-08-07T00:00:00,3,4.0,5.4,131,2405,0.395729746,0.488888889
2020-08-07T00:00:00,4,7.0,7.3,148,1940,0.319288751,0.463104326
2020-08-07T00:00:00,5,3.0,7.1,74,785,0.505961638,0.623728814
2020-08-07T00:00:00,6,8.0,3.0,147,6305,0.373589509,0.468164794
2020-08-07T00:00:00,7,13.0,6.6,154,1950,0.349186992,0.350574713
2020-08-07T00:00:00,8,16.0,4.6,271,4385,0.330884925,0.47099768
2020-08-07T00:00:00,9,8.0,5.5,174,2998,0.401283173,0.543307087
2020-08-07T00:00:00,10,30.0,5.8,509,8387,0.278259362,0.340298507
2020-08-07T00:00:00,11,27.0,5.1,532,10049,0.272706985,0.402699309
2020-08-07T00:00:00,14,0.0,3.8,141,3765,,
2020-08-08T00:00:00,1,3.0,4.3,45,1393,0.439232409,0.5356623
2020-08-08T00:00:00,2,12.0,5.3,240,4786,0.418883213,0.465092402
2020-08-08T00:00:00,3,4.0,5.4,137,1895,0.388090349,0.514476615
2020-08-08T00:00:00,4,6.0,7.4,165,2185,0.312722949,0.485333333
2020-08-08T00:00:00,5,3.0,7.3,105,1170,0.527705852,0.584459459
2020-08-08T00:00:00,6,9.0,2.8,70,2958,0.385413488,0.43258427
2020-08-08T00:00:00,7,14.0,6.7,158,2110,0.353252033,0.33908046
2020-08-08T00:00:00,8,16.0,4.6,207,4250,0.338929696,0.471771075
2020-08-08T00:00:00,9,8.0,5.6,149,2615,0.414698163,0.552493438
2020-08-08T00:00:00,10,29.0,5.8,413,7601,0.297035799,0.350431034
2020-08-08T00:00:00,11,26.0,4.9,424,9043,0.280368965,0.398305085
2020-08-08T00:00:00,14,0.0,3.7,64,1983,,
2020-08-09T00:00:00,1,4.0,4.1,18,770,0.467306326,0.593886463
2020-08-09T00:00:00,2,12.0,5.4,241,3382,0.421024828,0.489230769
2020-08-09T00:00:00,3,4.0,5.5,106,1603,0.387893036,0.537946429
2020-08-09T00:00:00,4,6.0,7.5,46,566,0.313709677,0.451253482
2020-08-09T00:00:00,5,3.0,7.2,42,820,0.546866908,0.569023569
2020-08-09T00:00:00,6,8.0,2.8,57,2023,0.40018315,0.441947566
2020-08-09T00:00:00,7,15.0,6.7,94,1441,0.357317073,0.333333333
2020-08-09T00:00:00,8,15.0,4.8,190,3509,0.35012242,0.485692189
2020-08-09T00:00:00,9,8.0,5.6,132,2516,0.440361621,0.562992126
2020-08-09T00:00:00,10,31.0,5.9,369,6258,0.316907695,0.358605664
