date,region,beds,icu
2020-12-11,Suburban Cook,0.18,0.17
2020-12-12,Suburban Cook,0.19,0.18
2020-12-13,Suburban Cook,0.2,0.19
2020-12-14,Suburban Cook,0.21,0.19
2020-12-15,Suburban Cook,0.19,0.17
2020-12-16,Suburban Cook,0.18,0.17
2020-12-17,Suburban Cook,0.18,0.17
2020-12-18,Suburban Cook,0.18,0.18
2020-12-19,Suburban Cook,0.18,0.17
2020-12-20,Suburban Cook,0.19,0.19
2020-12-21,Suburban Cook,0.2,0.2
2020-12-22,Suburban Cook,0.2,0.19
2020-12-23,Suburban Cook,0.18,0.17
2020-12-24,Suburban Cook,0.18,0.17
2020-12-25,Suburban Cook,0.23,0.18
2020-12-26,Suburban Cook,0.27,0.2
2020-12-27,Suburban Cook,0.28,0.2
2020-12-28,Suburban Cook,0.25,0.2
2020-12-29,Suburban Cook,0.21,0.19
2020-12-30,Suburban Cook,0.19,0.18
2020-12-31,Suburban Cook,0.18,0.18
2021-01-01,Suburban Cook,0.2,0.2
2021-01-02,Suburban Cook,0.22,0.21
2021-01-03,Suburban Cook,0.23,0.23
2021-01-04,Suburban Cook,0.22,0.23
2021-01-05,Suburban Cook,0.2,0.22
2021-01-06,Suburban Cook,0.17,0.21
2021-01-07,Suburban Cook,0.16,0.2
2021-01-08,Suburban Cook,0.16,0.22
2021-01-09,Suburban Cook,0.17,0.23
2021-01-10,Suburban Cook,0.19,0.23
2021-01-11,Suburban Cook,0.2,0.23
2021-01-12,Suburban Cook,0.2,0.23
2021-01-13,Suburban Cook,0.19,0.21
2021-01-14,Suburban Cook,0.17,0.21
2021-01-15,Suburban Cook,0.19,0.22
2021-01-16,Suburban Cook,0.19,0.22
2021-01-17,Suburban Cook,0.19,0.22
2021-01-18,Suburban Cook,0.19,0.21
2021-01-19,Suburban Cook,0.19,0.21
2021-01-20,Suburban Cook,0.19,0.21
2021-01-21,Suburban Cook,0.2,0.21
2021-01-22,Suburban Cook,0.19,0.21
2021-01-23,Suburban Cook,0.19,0.22
2020-06-13,Chicago,0.34,0.41
2020-06-14,Chicago,0.36,0.42
2020-06-15,Chicago,0.37,0.44
2020-06-16,Chicago,0.36,0.44
2020-06-17,Chicago,0.34,0.42
2020-06-18,Chicago,0.32,0.41
2020-06-19,Chicago,0.31,0.4
2020-06-20,Chicago,0.31,0.41
2020-06-21,Chicago,0.34,0.4
2020-06-22,Chicago,0.35,0.42
2020-06-23,Chicago,0.34,0.42
2020-06-24,Chicago,0.32,0.42
2020-06-25,Chicago,0.31,0.42
2020-06-26,Chicago,0.31,0.43
2020-06-27,Chicago,0.32,0.44
2020-06-28,Chicago,0.34,0.44
2020-06-29,Chicago,0.36,0.45
2020-06-30,Chicago,0.35,0.45
2020-07-01,Chicago,0.33,0.44
2020-07-02,Chicago,0.31,0.41
2020-07-03,Chicago,0.32,0.41
2020-07-04,Chicago,0.34,0.42
2020-07-05,Chicago,0.36,0.43
2020-07-06,Chicago,0.37,0.43
2020-07-07,Chicago,0.36,0.41
2020-07-08,Chicago,0.33,0.39
2020-07-09,Chicago,0.31,0.37
2020-07-10,Chicago,0.3,0.38
2020-07-11,Chicago,0.3,0.39
2020-07-12,Chicago,0.31,0.4
2020-07-13,Chicago,0.33,0.4
2020-07-14,Chicago,0.32,0.41
2020-07-15,Chicago,0.31,0.41
2020-07-16,Chicago,0.28,0.4
2020-07-17,Chicago,0.27,0.4
2020-07-18,Chicago,0.28,0.4
2020-07-19,Chicago,0.31,0.42
2020-07-20,Chicago,0.33,0.43
2020-07-21,Chicago,0.32,0.43
2020-07-22,Chicago,0.3,0.41
2020-07-23,Chicago,0.28,0.39
2020-07-24,Chicago,0.28,0.39
2020-07-25,Chicago,0.29,0.4
2020-07-26,Chicago,0.31,0.42
2020-07-27,Chicago,0.32,0.43
2020-07-28,Chicago,0.31,0.43
2020-07-29,Chicago,0.29,0.43
2020-07-30,Chicago,0.29,0.4
2020-07-31,Chicago,0.28,0.4
2020-08-01,Chicago,0.28,0.4
2020-08-02,Chicago,0.29,0.42
2020-08-03,Chicago,0.31,0.43
2020-08-04,Chicago,0.31,0.43
2020-08-05,Chicago,0.29,0.42
2020-08-06,Chicago,0.27,0.41
2020-08-07,Chicago,0.27,0.4
2020-08-08,Chicago,0.28,0.4
2020-08-09,Chicago,0.3,0.4
2020-08-10,Chicago,0.3,0.41
2020-08-11,Chicago,0.29,0.42
2020-08-12,Chicago,0.27,0.42
2020-08-13,Chicago,0.26,0.4
2020-08-14,Chicago,0.26,0.39
2020-08-15,Chicago,0.26,0.4
2020-08-16,Chicago,0.28,0.42
2020-08-17,Chicago,0.3,0.44
2020-08-18,Chicago,0.29,0.43
2020-08-19,Chicago,0.28,0.43
2020-08-20,Chicago,0.26,0.41
2020-08-21,Chicago,0.26,0.41
2020-08-22,Chicago,0.26,0.41
2020-08-23,Chicago,0.27,0.43
2020-08-24,Chicago,0.27,0.43
2020-08-25,Chicago,0.26,0.43
2020-08-26,Chicago,0.25,0.41
2020-08-27,Chicago,0.23,0.39
2020-08-28,Chicago,0.23,0.38
2020-08-29,Chicago,0.24,0.38
2020-08-30,Chicago,0.26,0.39
2020-08-31,Chicago,0.29,0.41
2020-09-01,Chicago,0.29,0.41
2020-09-02,Chicago,0.28,0.4
2020-09-03,Chicago,0.26,0.38
2020-09-04,Chicago,0.26,0.38
2020-09-05,Chicago,0.27,0.4
2020-09-06,Chicago,0.29,0.42
2020-09-07,Chicago,0.31,0.43
2020-09-08,Chicago,0.33,0.44
2020-09-09,Chicago,0.32,0.43
2020-09-10,Chicago,0.29,0.42
2020-09-11,Chicago,0.27,0.41
2020-09-12,Chicago,0.27,0.39
2020-09-13,Chicago,0.27,0.35
2020-09-14,Chicago,0.27,0.36
2020-09-15,Chicago,0.26,0.34
2020-09-16,Chicago,0.25,0.34
2020-09-17,Chicago,0.23,0.31
2020-09-18,Chicago,0.22,0.31
2020-09-19,Chicago,0.23,0.32
2020-09-20,Chicago,0.26,0.34
2020-09-21,Chicago,0.27,0.36
2020-09-22,Chicago,0.26,0.36
2020-09-23,Chicago,0.24,0.35
2020-09-24,Chicago,0.23,0.32
2020-09-25,Chicago,0.22,0.31
2020-09-26,Chicago,0.23,0.31
2020-09-27,Chicago,0.24,0.3
2020-09-28,Chicago,0.26,0.32
2020-09-29,Chicago,0.26,0.33
2020-09-30,Chicago,0.26,0.34
2020-10-01,Chicago,0.24,0.34
2020-10-02,Chicago,0.24,0.33
2020-10-03,Chicago,0.25,0.32
2020-10-04,Chicago,0.27,0.32
2020-10-05,Chicago,0.28,0.34
2020-10-06,Chicago,0.28,0.34
2020-10-07,Chicago,0.26,0.33
2020-10-08,Chicago,0.23,0.3
2020-10-09,Chicago,0.22,0.29
2020-10-10,Chicago,0.23,0.28
2020-10-11,Chicago,0.25,0.3
2020-10-12,Chicago,0.27,0.33
2020-10-13,Chicago,0.27,0.34
2020-10-14,Chicago,0.25,0.32
2020-10-15,Chicago,0.22,0.3
2020-10-16,Chicago,0.22,0.31
2020-10-17,Chicago,0.22,0.31
2020-10-18,Chicago,0.25,0.32
2020-10-19,Chicago,0.25,0.32
2020-10-20,Chicago,0.25,0.33
2020-10-21,Chicago,0.23,0.32
2020-10-22,Chicago,0.22,0.31
2020-10-23,Chicago,0.21,0.3
2020-10-24,Chicago,0.22,0.29
2020-10-25,Chicago,0.24,0.3
2020-10-26,Chicago,0.25,0.32
2020-10-27,Chicago,0.24,0.33
2020-10-28,Chicago,0.23,0.31
2020-10-29,Chicago,0.22,0.29
2020-10-30,Chicago,0.22,0.29
2020-10-31,Chicago,0.23,0.29
2020-11-01,Chicago,0.24,0.29
2020-11-02,Chicago,0.25,0.3
2020-11-03,Chicago,0.25,0.3
2020-11-04,Chicago,0.24,0.29
2020-11-05,Chicago,0.23,0.27
2020-11-06,Chicago,0.22,0.27
2020-11-07,Chicago,0.23,0.26
2020-11-08,Chicago,0.25,0.28
2020-11-09,Chicago,0.26,0.3
2020-11-10,Chicago,0.24,0.3
2020-11-11,Chicago,0.22,0.28
2020-11-12,Chicago,0.2,0.25
2020-11-13,Chicago,0.21,0.27
2020-11-14,Chicago,0.23,0.29
2020-11-15,Chicago,0.25,0.31
2020-11-16,Chicago,0.26,0.32
2020-11-17,Chicago,0.27,0.32
2020-11-18,Chicago,0.26,0.31
2020-11-19,Chicago,0.23,0.27
2020-11-20,Chicago,0.21,0.23
2020-11-21,Chicago,0.2,0.2
2020-11-22,Chicago,0.2,0.22
2020-11-23,Chicago,0.21,0.24
2020-11-24,Chicago,0.2,0.23
2020-11-25,Chicago,0.2,0.22
2020-11-26,Chicago,0.22,0.22
2020-11-27,Chicago,0.25,0.23
2020-11-28,Chicago,0.26,0.25
2020-11-29,Chicago,0.25,0.26
2020-11-30,Chicago,0.23,0.25
2020-12-01,Chicago,0.21,0.23
2020-12-02,Chicago,0.2,0.21
2020-12-03,Chicago,0.18,0.2
2020-12-04,Chicago,0.17,0.19
2020-12-05,Chicago,0.17,0.2
2020-12-06,Chicago,0.19,0.21
2020-12-07,Chicago,0.2,0.21
2020-12-08,Chicago,0.19,0.2
2020-12-09,Chicago,0.18,0.19
2020-12-10,Chicago,0.18,0.2
2020-12-11,Chicago,0.18,0.2
2020-12-12,Chicago,0.18,0.19
2020-12-13,Chicago,0.19,0.2
2020-12-14,Chicago,0.19,0.21
2020-12-15,Chicago,0.18,0.22
2020-12-16,Chicago,0.17,0.21
2020-12-17,Chicago,0.17,0.21
2020-12-18,Chicago,0.16,0.21
2020-12-19,Chicago,0.16,0.23
2020-12-20,Chicago,0.17,0.24
2020-12-21,Chicago,0.19,0.26
2020-12-22,Chicago,0.19,0.25
2020-12-23,Chicago,0.18,0.24
2020-12-24,Chicago,0.18,0.23
2020-12-25,Chicago,0.2,0.26
2020-12-26,Chicago,0.24,0.27
2020-12-27,Chicago,0.25,0.27
2020-12-28,Chicago,0.25,0.25
2020-12-29,Chicago,0.22,0.25
2020-12-30,Chicago,0.19,0.23
2020-12-31,Chicago,0.18,0.24
2021-01-01,Chicago,0.19,0.24
2021-01-02,Chicago,0.21,0.25
2021-01-03,Chicago,0.22,0.26
2021-01-04,Chicago,0.22,0.26
2021-01-05,Chicago,0.21,0.26
2021-01-06,Chicago,0.18,0.25
2021-01-07,Chicago,0.17,0.24
2021-01-08,Chicago,0.16,0.24
2021-01-09,Chicago,0.16,0.23
2021-01-10,Chicago,0.17,0.26
2021-01-11,Chicago,0.18,0.28
2021-01-12,Chicago,0.18,0.27
2021-01-13,Chicago,0.18,0.26
2021-01-14,Chicago,0.16,0.25
2021-01-15,Chicago,0.17,0.26
2021-01-16,Chicago,0.17,0.27
2021-01-17,Chicago,0.17,0.27
2021-01-18,Chicago,0.17,0.28
2021-01-19,Chicago,0.17,0.28
2021-01-20,Chicago,0.17,0.28
2021-01-21,Chicago,0.18,0.28
2021-01-22,Chicago,0.18,0.28
2021-01-23,Chicago,0.18,0.27
