,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,count,count,count,count,count,count,count,count,count,count,count,count,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,tested,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_per_million,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,deaths_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,count_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,tested_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,percentage_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,deaths_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,percentage_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,population,population,population,population,population,population,population,population,population,population,population,population
2020-06-21,2505,70,6645,228,148,492,133,371,57,1897,699,45,50541,1591,136762,3063,4747,11237,3383,7512,983,36636,16081,929,355918,55848,1360784,37087,55360,89609,85826,77450,25157,296660,138074,52796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-22,2523,70,6669,230,149,492,133,371,57,1898,701,45,50635,1605,137224,3074,4773,11277,3404,7547,984,36789,16145,934,359892,57068,1379003,37566,56133,91269,87079,78650,25391,300521,139930,53507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-23,2525,71,6707,231,151,497,134,372,58,1913,709,45,50833,1612,137825,3100,4801,11326,3431,7591,990,36951,16193,946,364324,58082,1399510,38487,56784,92908,88558,79631,25762,304141,142183,54704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-24,2539,71,6769,235,156,502,136,375,59,1938,713,45,50996,1635,138540,3162,4827,11384,3465,7627,1002,37142,16276,978,369653,60315,1428841,40570,57773,94392,90905,80799,26470,309003,145000,56795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-25,2557,71,6808,238,157,506,137,377,59,1942,719,45,51267,1664,139434,3219,4871,11463,3509,7666,1010,37383,16354,989,376224,62505,1460527,42820,58916,96695,93529,82006,27658,314538,147697,59028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-26,2575,71,6847,239,158,508,136,378,59,1951,726,46,51511,1687,140291,3263,4907,11528,3542,7782,1023,37557,16461,1000,383156,64250,1490952,43664,60077,98868,95297,84315,28086,320608,150706,60696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-27,2580,71,6873,241,159,511,137,380,60,1956,732,46,51728,1714,141077,3327,4957,11599,3624,7843,1034,37679,16523,1020,390464,65989,1521189,44896,61297,100675,97514,85986,28605,327059,153826,62068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-28,2582,71,6888,241,160,512,138,384,60,1960,734,46,51950,1738,141723,3385,4985,11643,3663,7876,1043,37805,16577,1029,397182,68512,1544978,45753,62251,102677,99195,87278,28936,331113,155597,62886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-29,2593,71,6900,240,160,511,138,384,61,1961,735,46,52150,1752,142461,3469,5002,11705,3702,7904,1048,37972,16667,1046,403848,70106,1571896,47342,63244,105017,101442,88517,29755,336073,157845,64188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-06-30,2598,71,6921,241,161,512,141,384,61,1967,738,47,52354,1768,143185,3486,5043,11751,3743,7958,1059,38182,16735,1057,410036,72183,1602965,48554,64415,106971,103695,90050,30587,341169,160846,65226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-01,2611,71,6951,243,163,515,141,385,61,1970,743,48,52560,1799,144013,3537,5087,11813,3814,8029,1084,38351,16816,1072,417186,73608,1636055,49708,66112,108925,106386,92337,31550,347792,164073,66022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-02,2623,71,6987,244,165,518,141,385,61,1986,745,48,52833,1832,144882,3580,5104,11885,3867,8092,1094,38548,16909,1092,423788,75436,1666317,50751,67185,110664,108817,94201,32034,353870,167463,67320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-03,2627,71,7004,244,165,518,143,385,61,1990,748,52,53089,1882,145750,3646,5137,11952,3974,8141,1102,38685,16988,1108,431656,77802,1700635,51896,68282,112757,111783,95746,32441,360404,171099,68860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-04,2631,71,7014,244,165,520,143,385,61,1991,750,53,53375,1902,146612,3690,5170,12022,4031,8187,1110,38865,17086,1127,441042,79654,1734471,53023,69333,114960,114363,97284,32742,366662,174116,70284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-05,2634,72,7020,244,165,520,143,385,61,1993,750,53,53531,1917,147251,3750,5187,12069,4071,8230,1130,39001,17167,1144,448260,81370,1761706,54310,70459,116518,116564,98451,33309,372348,176666,71161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-06,2636,74,7026,244,166,520,143,385,61,1994,750,53,53670,1943,147865,3783,5221,12127,4144,8268,1138,39111,17241,1163,453594,82920,1782840,55178,71429,118117,118751,99332,33719,376001,178568,72090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-07,2645,74,7063,246,168,523,146,387,61,2006,753,54,53820,1967,148452,3817,5252,12180,4189,8308,1144,39233,17301,1186,458823,84233,1809834,56281,72764,119913,121179,100639,34295,380853,181115,73650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-08,2650,76,7099,251,172,527,147,387,61,2014,760,54,54044,2019,149432,3884,5281,12283,4254,8396,1159,39452,17403,1208,465460,86323,1842576,57360,73554,121983,123600,102302,35048,387707,184152,74865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-09,2657,76,7119,252,172,527,149,387,61,2019,764,54,54344,2055,150450,3950,5316,12383,4333,8464,1181,39661,17473,1241,473168,88400,1878756,58834,74645,124340,126489,104353,36335,394474,187656,77499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-10,2666,76,7144,252,175,529,150,389,61,2027,764,55,54676,2101,151767,4073,5364,12482,4430,8572,1211,39929,17599,1285,480990,90541,1911743,59911,75663,126713,128939,106483,37057,401896,191091,79046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-11,2676,76,7167,252,176,530,150,391,61,2035,765,55,54968,2163,152962,4189,5395,12566,4538,8637,1247,40170,17719,1322,489659,93742,1944088,61438,76758,128872,131772,108065,37498,407581,193952,80664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-12,2683,76,7187,252,177,530,150,392,61,2042,767,57,55226,2171,153916,4269,5442,12644,4628,8709,1267,40331,17826,1350,498697,95756,1982982,63538,78555,131630,134917,110187,38173,415930,197998,82321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-13,2688,76,7193,252,177,530,150,392,61,2041,768,58,55399,2188,154799,4382,5484,12707,4712,8779,1276,40485,17931,1401,506841,96141,2012994,64693,79979,134050,137789,111817,38536,421863,200794,84274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-14,2697,76,7218,254,179,532,148,392,61,2044,776,59,55583,2218,155506,4467,5510,12773,4791,8825,1290,40603,17961,1440,511970,97652,2041440,66047,81095,136010,141284,113032,39228,426291,203931,85782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-15,2702,76,7226,254,179,532,148,394,61,2043,778,59,55857,2283,156693,4559,5545,12908,4891,8890,1336,40805,18085,1493,520276,100664,2079601,67631,82329,138395,144964,114832,40234,433102,207873,88634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-16,2707,77,7250,256,183,536,148,396,63,2043,782,59,56190,2329,157950,4693,5611,13037,4982,8948,1392,41024,18179,1542,528252,104161,2122607,69609,83864,141485,150155,116717,41633,441126,211075,91269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-17,2716,77,7272,257,184,538,150,396,63,2049,783,59,56536,2412,159334,4824,5678,13117,5108,9037,1434,41254,18304,1598,539206,108851,2166299,70877,85372,144273,154933,118492,42713,447719,213647,93738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-18,2723,77,7289,258,184,540,151,397,63,2050,786,60,56780,2498,160610,4977,5708,13213,5216,9091,1479,41512,18452,1650,549423,113453,2212398,73048,86580,146844,159662,120409,44013,454906,217831,96005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
2020-07-19,2728,77,7295,259,184,540,151,399,63,2048,786,60,56963,2530,161575,5080,5754,13281,5303,9156,1522,41707,18557,1689,557268,114548,2244511,74877,87709,149150,163238,121836,44761,461082,220509,97707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706000,739098,12600000,656946,660965,1004309,1184936,800605,403659,2444233,1455324,556776
