Shipman,"$15,139"
Shorewood,"$28,199"
Shumway,"$16,032"
Sibley,"$21,317"
Sidell,"$15,061"
Sidney,"$21,425"
Sigel,"$15,933"
Silvis,"$16,764"
Simpson,"$13,325"
Sims,"$10,870"
Skokie,"$27,136"
Sleepy Hollow,"$31,005"
Smithboro,"$10,284"
Smithfield,"$16,661"
Smithton,"$19,695"
Somonauk,"$19,110"
Sorento,"$13,167"
South Barrington,"$75,185"
South Beloit,"$18,363"
South Chicago Heights,"$18,179"
South Elgin,"$25,676"
South Holland,"$24,977"
South Jacksonville,"$20,973"
South Pekin,"$15,717"
South Roxana,"$14,938"
South Wilmington,"$19,078"
Southern View,"$18,633"
Sparland,"$13,924"
Sparta,"$16,343"
Spaulding,"$21,168"
Spillertown,"$18,674"
Spring Bay,"$18,915"
Spring Grove,"$25,506"
Spring Valley,"$19,467"
Springerton,"$12,568"
Springfield,"$23,324"
St. Anne,"$16,702"
St. Augustine,"$15,549"
St. Charles,"$33,969"
St. David,"$14,292"
St. Elmo,"$14,048"
St. Francisville,"$12,955"
St. Jacob,"$20,340"
St. Johns,"$15,802"
St. Joseph,"$21,381"
St. Libory,"$20,024"
St. Peter,"$15,192"
Standard,"$17,453"
Standard City,"$22,852"
Stanford,"$18,687"
Staunton,"$16,905"
Ste. Marie,"$14,479"
Steeleville,"$19,124"
Steger,"$19,816"
Sterling,"$19,432"
Steward,"$16,270"
Stewardson,"$15,586"
Stickney,"$19,109"
Stillman Valley,"$21,036"
Stockton,"$17,728"
Stone Park,"$12,887"
Stonefort,"$16,937"
Stonington,"$17,094"
Stoy,"$14,229"
Strasburg,"$16,102"
Strawn,"$14,424"
Streamwood,"$23,961"
Streator,"$16,650"
Stronghurst,"$17,269"
Sublette,"$22,982"
Sugar Grove,"$30,299"
Sullivan,"$17,693"
Summerfield,"$13,283"
Summit Argo,"$14,611"
Sumner,"$14,808"
Sun River Terrace,"$11,692"
Swansea,"$25,634"
Sycamore,"$23,112"
Symerton,"$17,863"
Table Grove,"$17,877"
Tallula,"$16,088"
Tamaroa,"$14,573"
Tamms,"$11,131"
Tampico,"$14,467"
Taylor Springs,"$14,279"
Taylorville,"$18,162"
Tennessee,"$13,311"
Teutopolis,"$21,280"
Thawville,"$18,149"
Thayer,"$20,933"
Thebes,"$11,262"
Third Lake,"$34,921"
Thomasboro,"$17,866"
Thompsonville,"$13,327"
Thomson,"$17,261"
Thornton,"$22,899"
Tilden,"$14,738"
Tilton,"$16,276"
Timberlane,"$31,529"
Time,"$12,253"
Tinley Park,"$25,207"
Tiskilwa,"$17,625"
Toledo,"$14,246"
Tolono,"$19,894"
Toluca,"$20,243"
Tonica,"$22,484"
Topeka,"$39,651"
Toulon,"$16,219"
Tovey,"$14,712"
Towanda,"$18,702"
Tower Hill,"$14,208"
Tower Lakes,"$52,025"
Tremont,"$21,888"
Trenton,"$21,393"
Trout Valley,"$58,013"
Troy,"$21,174"
Troy Grove,"$16,595"
Tuscola,"$19,465"
Ullin,"$12,789"
Union,"$21,218"
Union Hill,"$21,371"
University Park,"$20,017"
Urbana,"$15,969"
Ursa,"$16,600"
Valier,"$16,366"
Valley City,"$6,833"
Valmeyer,"$20,420"
Vandalia,"$14,918"
Varna,"$15,948"
Venedy,"$18,061"
Venetian Village,"$23,504"
Venice,"$11,483"
Vergennes,"$8,574"
Vermilion,"$13,157"
Vermont,"$13,333"
Vernon,"$9,686"
Vernon Hills,"$32,246"
Verona,"$16,387"
Versailles,"$14,876"
Victoria,"$13,446"
Vienna,"$13,662"
Villa Grove,"$16,504"
Villa Park,"$22,354"
Viola,"$18,127"
Virden,"$16,541"
Virgil,"$26,881"
Virginia,"$17,979"
Volo,"$22,791"
Wadsworth,"$35,171"
Waggoner,"$12,534"
Walnut,"$20,126"
Walnut Hill,"$9,025"
Walshville,"$11,080"
Waltonville,"$12,233"
Wamac,"$13,781"
Wapella,"$17,395"
Warren,"$19,611"
Warrensburg,"$19,041"
Warrenville,"$28,922"
Warsaw,"$18,279"
Washburn,"$17,619"
Washington,"$24,231"
Washington Park,"$8,495"
Wataga,"$15,553"
Waterloo,"$21,081"
Waterman,"$18,836"
Watseka,"$16,638"
Watson,"$13,000"
Wauconda,"$26,355"
Waukegan,"$17,368"
Waverly,"$18,205"
Wayne,"$54,990"
Wayne City,"$13,333"
Waynesville,"$16,640"
Weldon,"$20,851"
Wellington,"$17,324"
Wenona,"$17,951"
Wenonah,"$19,890"
West Brooklyn,"$16,102"
West Chicago,"$19,287"
West City,"$12,328"
West Dundee,"$30,674"
West Frankfort,"$14,671"
West Peoria,"$22,247"
West Point,"$13,631"
West Salem,"$15,179"
Westchester,"$29,634"
Western Springs,"$43,699"
Westfield,"$14,103"
Westmont,"$26,394"
Westville,"$17,538"
Wheaton,"$34,147"
Wheeler,"$9,425"
Wheeling,"$24,989"
White City,"$14,826"
White Hall,"$14,982"
Whiteash,"$11,780"
Williamsfield,"$17,941"
Williamson,"$12,988"
Williamsville,"$20,201"
Willisville,"$12,832"
Willow Hill,"$10,926"
Willow Springs,"$30,394"
Willowbrook,"$37,715"
Willowbrook,"$33,177"
Wilmette,"$67,116"
Wilmington,"$24,357"
Wilmington,"$14,670"
Wilsonville,"$15,089"
Winchester,"$17,354"
Windsor,"$19,811"
Windsor,"$16,002"
Winfield,"$35,482"
Winnebago,"$21,019"
Winnetka,"$98,139"
Winslow,"$15,595"
Winthrop Harbor,"$24,256"
Witt,"$14,817"
Wonder Lake,"$21,428"
Wonder Lake,"$21,352"
Wood Dale,"$25,507"
Wood River,"$18,098"
Woodhull,"$18,738"
Woodland,"$14,707"
Woodlawn,"$16,013"
Woodridge,"$27,851"
Woodson,"$17,175"
Woodstock,"$23,210"
Worden,"$18,485"
Worth,"$19,449"
Wyanet,"$16,888"
Wyoming,"$16,574"
Xenia,"$16,944"
Yale,"$18,199"
Yates City,"$18,036"
Yorkville,"$24,514"
Zeigler,"$13,781"
Zion,"$17,730"
