,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-29 tested,20-29 tested,20-29 tested,20-29 count,20-29 count,20-29 count,20-29 percentage,20-29 percentage,20-29 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage,Unknown tested_14day,Unknown tested_14day,Unknown tested_14day,Unknown count_14day,Unknown count_14day,Unknown count_14day,Unknown percentage_14day,Unknown percentage_14day,Unknown percentage_14day,<20 tested_14day,<20 tested_14day,<20 tested_14day,<20 count_14day,<20 count_14day,<20 count_14day,<20 percentage_14day,<20 percentage_14day,<20 percentage_14day,20-29 tested_14day,20-29 tested_14day,20-29 tested_14day,20-29 count_14day,20-29 count_14day,20-29 count_14day,20-29 percentage_14day,20-29 percentage_14day,20-29 percentage_14day,30-39 tested_14day,30-39 tested_14day,30-39 tested_14day,30-39 count_14day,30-39 count_14day,30-39 count_14day,30-39 percentage_14day,30-39 percentage_14day,30-39 percentage_14day,40-49 tested_14day,40-49 tested_14day,40-49 tested_14day,40-49 count_14day,40-49 count_14day,40-49 count_14day,40-49 percentage_14day,40-49 percentage_14day,40-49 percentage_14day,50-59 tested_14day,50-59 tested_14day,50-59 tested_14day,50-59 count_14day,50-59 count_14day,50-59 count_14day,50-59 percentage_14day,50-59 percentage_14day,50-59 percentage_14day,60-69 tested_14day,60-69 tested_14day,60-69 tested_14day,60-69 count_14day,60-69 count_14day,60-69 count_14day,60-69 percentage_14day,60-69 percentage_14day,60-69 percentage_14day,70-79 tested_14day,70-79 tested_14day,70-79 tested_14day,70-79 count_14day,70-79 count_14day,70-79 count_14day,70-79 percentage_14day,70-79 percentage_14day,70-79 percentage_14day,80+ tested_14day,80+ tested_14day,80+ tested_14day,80+ count_14day,80+ count_14day,80+ count_14day,80+ percentage_14day,80+ percentage_14day,80+ percentage_14day,population,population,population
2020-06-10,25.0,213.0,75.0,238.0,2654.0,1108.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,147.0,81.0,0.0,7.0,0.0,0,0,0,37.0,283.0,120.0,0.0,24.0,11.0,0,0,0,52.0,374.0,187.0,8.0,27.0,14.0,0,0,0,32.0,390.0,180.0,0.0,39.0,15.0,0,0,0,36.0,412.0,232.0,7.0,38.0,15.0,0,0,0,26.0,382.0,183.0,0.0,28.0,12.0,0,0,0,26.0,340.0,94.0,0.0,21.0,7.0,0,0,0,13.0,326.0,31.0,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-11,25.0,214.0,75.0,241.0,2709.0,1133.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,153.0,84.5,0.0,7.5,0.0,0,0,0,37.0,291.5,123.0,0.0,24.5,11.0,0,0,0,52.5,380.0,189.5,8.0,27.0,14.0,0,0,0,32.5,396.5,184.5,0.0,39.0,15.0,0,0,0,37.5,421.0,237.0,7.0,38.0,15.0,0,0,0,26.5,387.5,186.5,0.0,28.0,12.0,0,0,0,26.0,351.0,95.5,0.0,21.0,7.0,0,0,0,13.0,328.5,32.5,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-12,25.0,215.0,75.0,244.0,2764.0,1158.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,159.0,88.0,0.0,8.0,0.0,0,0,0,37.0,300.0,126.0,0.0,25.0,11.0,0,0,0,53.0,386.0,192.0,8.0,27.0,14.0,0,0,0,33.0,403.0,189.0,0.0,39.0,15.0,0,0,0,39.0,430.0,242.0,7.0,38.0,15.0,0,0,0,27.0,393.0,190.0,0.0,28.0,12.0,0,0,0,26.0,362.0,97.0,0.0,21.0,7.0,0,0,0,13.0,331.0,34.0,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-13,25.666666666666668,214.66666666666666,76.66666666666667,254.33333333333334,2824.6666666666665,1182.3333333333333,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.333333333333332,163.33333333333334,91.66666666666667,0.0,8.0,0.0,0,0,0,37.333333333333336,312.0,128.66666666666666,0.0,25.0,11.0,0,0,0,54.0,394.6666666666667,195.33333333333334,8.0,27.0,14.333333333333334,0,0,0,35.0,413.0,195.66666666666666,0.0,39.0,15.666666666666666,0,0,0,39.333333333333336,437.0,246.33333333333334,7.0,37.666666666666664,15.0,0,0,0,27.0,401.6666666666667,192.33333333333334,0.0,28.0,12.333333333333334,0,0,0,26.333333333333332,368.6666666666667,97.66666666666667,0.0,21.0,7.0,0,0,0,13.0,334.3333333333333,34.666666666666664,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-14,26.333333333333332,214.33333333333334,78.33333333333333,264.6666666666667,2885.3333333333335,1206.6666666666667,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,28.666666666666664,167.66666666666666,95.33333333333333,0.0,8.0,0.0,0,0,0,37.666666666666664,324.0,131.33333333333334,0.0,25.0,11.0,0,0,0,55.0,403.3333333333333,198.66666666666666,8.0,27.0,14.666666666666666,0,0,0,37.0,423.0,202.33333333333334,0.0,39.0,16.333333333333332,0,0,0,39.666666666666664,444.0,250.66666666666666,7.0,37.333333333333336,15.0,0,0,0,27.0,410.3333333333333,194.66666666666666,0.0,28.0,12.666666666666666,0,0,0,26.666666666666668,375.3333333333333,98.33333333333333,0.0,21.0,7.0,0,0,0,13.0,337.6666666666667,35.333333333333336,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-15,27.0,214.0,80.0,275.0,2946.0,1231.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,35.0,172.0,99.0,0.0,8.0,0.0,0,0,0,38.0,336.0,134.0,0.0,25.0,11.0,0,0,0,56.0,412.0,202.0,8.0,27.0,15.0,0,0,0,39.0,433.0,209.0,0.0,39.0,17.0,0,0,0,40.0,451.0,255.0,7.0,37.0,15.0,0,0,0,27.0,419.0,197.0,0.0,28.0,13.0,0,0,0,27.0,382.0,99.0,0.0,21.0,7.0,0,0,0,13.0,341.0,36.0,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-16,27.0,215.66666666666666,79.66666666666667,280.6666666666667,2997.0,1258.3333333333333,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,36.666666666666664,175.66666666666666,101.33333333333333,0.0,8.0,0.0,0,0,0,38.333333333333336,344.6666666666667,137.66666666666666,0.0,25.666666666666668,11.0,0,0,0,57.0,420.3333333333333,206.66666666666666,8.0,27.333333333333332,15.0,0,0,0,39.333333333333336,438.6666666666667,216.0,0.0,39.0,17.0,0,0,0,40.666666666666664,459.0,258.0,7.0,37.333333333333336,15.0,0,0,0,28.0,427.0,201.66666666666666,0.0,28.0,13.0,0,0,0,27.666666666666668,387.6666666666667,100.33333333333333,0.0,21.333333333333332,7.0,0,0,0,13.0,344.0,36.666666666666664,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-17,27.0,217.33333333333334,79.33333333333333,286.3333333333333,3048.0,1285.6666666666667,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,38.333333333333336,179.33333333333334,103.66666666666667,0.0,8.0,0.0,0,0,0,38.666666666666664,353.3333333333333,141.33333333333334,0.0,26.333333333333332,11.0,0,0,0,58.0,428.6666666666667,211.33333333333334,8.0,27.666666666666668,15.0,0,0,0,39.666666666666664,444.3333333333333,223.0,0.0,39.0,17.0,0,0,0,41.333333333333336,467.0,261.0,7.0,37.666666666666664,15.0,0,0,0,29.0,435.0,206.33333333333334,0.0,28.0,13.0,0,0,0,28.333333333333332,393.3333333333333,101.66666666666667,0.0,21.666666666666668,7.0,0,0,0,13.0,347.0,37.333333333333336,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-18,27.0,219.0,79.0,292.0,3099.0,1313.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.0,183.0,106.0,0.0,8.0,0.0,0,0,0,39.0,362.0,145.0,0.0,27.0,11.0,0,0,0,59.0,437.0,216.0,8.0,28.0,15.0,0,0,0,40.0,450.0,230.0,0.0,39.0,17.0,0,0,0,42.0,475.0,264.0,7.0,38.0,15.0,0,0,0,30.0,443.0,211.0,0.0,28.0,13.0,0,0,0,29.0,399.0,103.0,0.0,22.0,7.0,0,0,0,13.0,350.0,38.0,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-19,27.2,219.6,79.2,297.0,3162.8,1337.6,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.2,190.4,108.8,0.0,8.0,0.0,0,0,0,40.4,371.0,147.2,1.2,27.4,11.0,0,0,0,60.0,447.2,219.6,8.0,28.0,15.0,0,0,0,40.4,459.8,235.4,0.0,39.2,17.0,0,0,0,42.8,485.4,268.2,7.0,37.8,15.0,0,0,0,30.6,451.2,215.2,0.0,28.0,13.0,0,0,0,29.4,404.6,104.8,0.0,22.2,7.0,0,0,0,13.2,353.2,38.4,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-20,27.4,220.2,79.4,302.0,3226.6,1362.2,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.4,197.8,111.6,0.0,8.0,0.0,0,0,0,41.8,380.0,149.4,2.4,27.8,11.0,0,0,0,61.0,457.4,223.2,8.0,28.0,15.0,0,0,0,40.8,469.6,240.8,0.0,39.4,17.0,0,0,0,43.6,495.8,272.4,7.0,37.6,15.0,0,0,0,31.2,459.4,219.4,0.0,28.0,13.0,0,0,0,29.8,410.2,106.6,0.0,22.4,7.0,0,0,0,13.4,356.4,38.8,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-21,27.6,220.8,79.6,307.0,3290.4,1386.8,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.6,205.2,114.4,0.0,8.0,0.0,0,0,0,43.2,389.0,151.6,3.5999999999999996,28.2,11.0,0,0,0,62.0,467.6,226.8,8.0,28.0,15.0,0,0,0,41.2,479.4,246.2,0.0,39.6,17.0,0,0,0,44.4,506.2,276.6,7.0,37.4,15.0,0,0,0,31.8,467.6,223.6,0.0,28.0,13.0,0,0,0,30.2,415.8,108.4,0.0,22.6,7.0,0,0,0,13.6,359.6,39.2,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-22,27.8,221.4,79.8,312.0,3354.2,1411.4,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.8,212.6,117.2,0.0,8.0,0.0,0,0,0,44.6,398.0,153.8,4.8,28.6,11.0,0,0,0,63.0,477.8,230.4,8.0,28.0,15.0,0,0,0,41.6,489.2,251.6,0.0,39.8,17.0,0,0,0,45.2,516.6,280.8,7.0,37.2,15.0,0,0,0,32.4,475.8,227.8,0.0,28.0,13.0,0,0,0,30.6,421.4,110.2,0.0,22.8,7.0,0,0,0,13.8,362.8,39.6,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-23,28.0,222.0,80.0,317.0,3418.0,1436.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,41.0,220.0,120.0,0.0,8.0,0.0,0,0,0,46.0,407.0,156.0,6.0,29.0,11.0,0,0,0,64.0,488.0,234.0,8.0,28.0,15.0,0,0,0,42.0,499.0,257.0,0.0,40.0,17.0,0,0,0,46.0,527.0,285.0,7.0,37.0,15.0,0,0,0,33.0,484.0,232.0,0.0,28.0,13.0,0,0,0,31.0,427.0,112.0,0.0,23.0,7.0,0,0,0,14.0,366.0,40.0,0.0,29.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-24,28.333333333333332,222.66666666666666,80.66666666666667,325.3333333333333,3495.6666666666665,1468.6666666666667,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,41.333333333333336,224.66666666666666,122.33333333333333,0.0,8.0,0.0,0,0,0,49.0,418.0,161.33333333333334,6.333333333333333,29.333333333333332,11.0,0,0,0,65.66666666666667,502.0,239.66666666666666,8.0,28.333333333333332,15.333333333333334,0,0,0,43.333333333333336,509.6666666666667,262.3333333333333,0.0,40.0,17.0,0,0,0,47.0,541.3333333333334,292.3333333333333,7.0,37.0,15.0,0,0,0,33.666666666666664,495.6666666666667,234.0,0.0,28.0,13.0,0,0,0,31.333333333333332,435.0,114.33333333333333,0.0,23.333333333333332,7.0,0,0,0,14.0,369.3333333333333,42.333333333333336,0.0,28.666666666666668,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-25,28.666666666666668,223.33333333333334,81.33333333333333,333.6666666666667,3573.3333333333335,1501.3333333333333,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,41.666666666666664,229.33333333333334,124.66666666666667,0.0,8.0,0.0,0,0,0,52.0,429.0,166.66666666666666,6.666666666666667,29.666666666666668,11.0,0,0,0,67.33333333333333,516.0,245.33333333333334,8.0,28.666666666666668,15.666666666666666,0,0,0,44.666666666666664,520.3333333333334,267.6666666666667,0.0,40.0,17.0,0,0,0,48.0,555.6666666666666,299.6666666666667,7.0,37.0,15.0,0,0,0,34.333333333333336,507.3333333333333,236.0,0.0,28.0,13.0,0,0,0,31.666666666666668,443.0,116.66666666666667,0.0,23.666666666666668,7.0,0,0,0,14.0,372.6666666666667,44.666666666666664,0.0,28.333333333333332,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-26,29.0,224.0,82.0,342.0,3651.0,1534.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.0,234.0,127.0,0.0,8.0,0.0,0,0,0,55.0,440.0,172.0,7.0,30.0,11.0,0,0,0,69.0,530.0,251.0,8.0,29.0,16.0,0,0,0,46.0,531.0,273.0,0.0,40.0,17.0,0,0,0,49.0,570.0,307.0,7.0,37.0,15.0,0,0,0,35.0,519.0,238.0,0.0,28.0,13.0,0,0,0,32.0,451.0,119.0,0.0,24.0,7.0,0,0,0,14.0,376.0,47.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-27,29.25,225.25,83.0,348.5,3735.5,1564.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.25,241.0,128.75,0.0,8.25,0.0,0,0,0,56.5,446.25,175.0,7.0,30.0,11.25,0,0,0,69.75,542.75,256.75,8.0,29.5,16.5,0,0,0,47.75,545.25,279.25,0.0,40.25,17.25,0,0,0,49.5,585.0,313.0,7.0,37.25,15.0,0,0,0,35.5,531.5,240.0,0.0,28.0,13.0,0,0,0,33.0,460.75,123.25,0.0,24.0,7.0,0,0,0,14.25,383.0,48.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-28,29.5,226.5,84.0,355.0,3820.0,1595.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.5,248.0,130.5,0.0,8.5,0.0,0,0,0,58.0,452.5,178.0,7.0,30.0,11.5,0,0,0,70.5,555.5,262.5,8.0,30.0,17.0,0,0,0,49.5,559.5,285.5,0.0,40.5,17.5,0,0,0,50.0,600.0,319.0,7.0,37.5,15.0,0,0,0,36.0,544.0,242.0,0.0,28.0,13.0,0,0,0,34.0,470.5,127.5,0.0,24.0,7.0,0,0,0,14.5,390.0,49.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-29,29.75,227.75,85.0,361.5,3904.5,1625.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.75,255.0,132.25,0.0,8.75,0.0,0,0,0,59.5,458.75,181.0,7.0,30.0,11.75,0,0,0,71.25,568.25,268.25,8.0,30.5,17.5,0,0,0,51.25,573.75,291.75,0.0,40.75,17.75,0,0,0,50.5,615.0,325.0,7.0,37.75,15.0,0,0,0,36.5,556.5,244.0,0.0,28.0,13.0,0,0,0,35.0,480.25,131.75,0.0,24.0,7.0,0,0,0,14.75,397.0,50.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-06-30,30.0,229.0,86.0,368.0,3989.0,1656.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,43.0,262.0,134.0,0.0,9.0,0.0,0,0,0,61.0,465.0,184.0,7.0,30.0,12.0,0,0,0,72.0,581.0,274.0,8.0,31.0,18.0,0,0,0,53.0,588.0,298.0,0.0,41.0,18.0,0,0,0,51.0,630.0,331.0,7.0,38.0,15.0,0,0,0,37.0,569.0,246.0,0.0,28.0,13.0,0,0,0,36.0,490.0,136.0,0.0,24.0,7.0,0,0,0,15.0,404.0,51.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-01,30.0,230.0,86.0,379.0,4076.0,1687.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45.0,270.0,134.0,0.0,9.0,0.0,0,0,0,61.0,481.0,187.0,7.0,30.0,12.0,0,0,0,72.0,597.0,280.0,8.0,31.0,18.0,0,0,0,56.0,602.0,308.0,0.0,41.0,18.0,0,0,0,54.0,645.0,336.0,7.0,38.0,15.0,0,0,0,37.0,577.0,250.0,0.0,28.0,13.0,0,0,0,37.0,498.0,138.0,0.0,25.0,7.0,0,0,0,17.0,406.0,52.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-02,30.25,231.75,86.125,386.875,4160.875,1728.25,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45.75,280.25,141.75,0.0,9.625,0.0,0,0,0,62.25,492.75,190.875,7.0,30.125,12.125,0,0,0,73.375,610.0,285.375,8.0,31.375,18.0,0,0,0,57.0,614.875,318.375,0.0,41.375,18.0,0,0,0,55.5,658.875,343.0,7.125,38.0,15.0,0,0,0,37.875,588.75,253.625,0.0,28.125,13.0,0,0,0,37.5,505.875,140.25,0.0,25.125,7.0,0,0,0,17.625,409.5,53.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-03,30.5,233.5,86.25,394.75,4245.75,1769.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46.5,290.5,149.5,0.0,10.25,0.0,0,0,0,63.5,504.5,194.75,7.0,30.25,12.25,0,0,0,74.75,623.0,290.75,8.0,31.75,18.0,0,0,0,58.0,627.75,328.75,0.0,41.75,18.0,0,0,0,57.0,672.75,350.0,7.25,38.0,15.0,0,0,0,38.75,600.5,257.25,0.0,28.25,13.0,0,0,0,38.0,513.75,142.5,0.0,25.25,7.0,0,0,0,18.25,413.0,54.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-04,30.75,235.25,86.375,402.625,4330.625,1810.75,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,47.25,300.75,157.25,0.0,10.875,0.0,0,0,0,64.75,516.25,198.625,7.0,30.375,12.375,0,0,0,76.125,636.0,296.125,8.0,32.125,18.0,0,0,0,59.0,640.625,339.125,0.0,42.125,18.0,0,0,0,58.5,686.625,357.0,7.375,38.0,15.0,0,0,0,39.625,612.25,260.875,0.0,28.375,13.0,0,0,0,38.5,521.625,144.75,0.0,25.375,7.0,0,0,0,18.875,416.5,55.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-07-05,31.0,237.0,86.5,410.5,4415.5,1852.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,48.0,311.0,165.0,0.0,11.5,0.0,0,0,0,66.0,528.0,202.5,7.0,30.5,12.5,0,0,0,77.5,649.0,301.5,8.0,32.5,18.0,0,0,0,60.0,653.5,349.5,0.0,42.5,18.0,0,0,0,60.0,700.5,364.0,7.5,38.0,15.0,0,0,0,40.5,624.0,264.5,0.0,28.5,13.0,0,0,0,39.0,529.5,147.0,0.0,25.5,7.0,0,0,0,19.5,420.0,56.0,0.0,28.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
