,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,population,population,population
zip,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304
date,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,0.0,2.0,3.0,2.0,16.0,13.0,39.43217665615142,49.925112331502746,39.68029023297999,0.0,0.125,0.23076923076923078,0.2857142857142857,2.9285714285714284,1.2142857142857142,2.5714285714285716,29.214285714285715,14.857142857142858,0.11111111111111109,0.1002444987775061,0.08173076923076922,84.49752140603876,68.64702945581628,42.514596678192845,2536.0,32048.0,17641.0
2020-05-10,0.0,1.0,1.0,0.0,20.0,12.0,39.43217665615142,46.80479281078382,45.348903123405705,,0.05,0.08333333333333333,0.2857142857142857,2.9285714285714284,1.0714285714285714,2.5,29.357142857142858,14.5,0.11428571428571428,0.0997566909975669,0.07389162561576354,84.49752140603877,68.201269524285,42.10969575744816,2536.0,32048.0,17641.0
2020-05-11,1.0,3.0,1.0,2.0,19.0,6.0,39.43217665615142,46.80479281078382,51.01751601383142,0.5,0.15789473684210525,0.16666666666666666,0.35714285714285715,3.0714285714285716,0.9285714285714286,2.4285714285714284,29.5,14.071428571428571,0.14705882352941177,0.10411622276029056,0.06598984771573604,84.49752140603876,67.75550959275373,41.29989391595876,2536.0,32048.0,17641.0
2020-05-12,0.0,6.0,0.0,8.0,80.0,13.0,39.43217665615142,53.04543185222167,45.348903123405705,0.0,0.075,0.0,0.2857142857142857,3.2857142857142856,0.7857142857142857,2.857142857142857,32.42857142857143,13.642857142857142,0.09999999999999999,0.1013215859030837,0.05759162303664921,81.6809373591708,67.5326296269881,39.68029023297999,2536.0,32048.0,17641.0
2020-05-13,1.0,5.0,3.0,7.0,20.0,6.0,78.86435331230284,62.406390414378436,62.354741794682845,0.14285714285714285,0.25,0.5,0.2857142857142857,3.2857142857142856,1.0,2.9285714285714284,31.571428571428573,12.928571428571429,0.0975609756097561,0.10407239819004524,0.07734806629834254,81.6809373591708,67.30974966122245,39.2753893122353,2536.0,32048.0,17641.0
2020-05-14,0.0,5.0,1.0,3.0,25.0,9.0,78.86435331230284,71.7673489765352,56.68612890425713,0.0,0.2,0.1111111111111111,0.2857142857142857,3.357142857142857,1.0714285714285714,3.0,30.0,12.0,0.09523809523809523,0.11190476190476191,0.08928571428571429,81.6809373591708,67.97838955851937,39.68029023297999,2536.0,32048.0,17641.0
2020-05-15,0.0,7.0,0.0,16.0,119.0,59.0,78.86435331230284,90.48926610084872,51.01751601383142,0.0,0.058823529411764705,0.0,0.21428571428571427,3.357142857142857,1.0714285714285714,4.0,38.357142857142854,16.5,0.05357142857142857,0.08752327746741155,0.06493506493506493,78.86435331230284,69.31566935311318,40.49009207446938,2536.0,32048.0,17641.0
2020-05-16,1.0,3.0,1.0,4.0,49.0,14.0,118.29652996845427,93.60958562156765,39.68029023297999,0.25,0.061224489795918366,0.07142857142857142,0.2857142857142857,3.2857142857142856,1.0,4.071428571428571,39.642857142857146,16.5,0.07017543859649122,0.08288288288288287,0.06060606060606061,78.86435331230284,70.43006918194138,39.2753893122353,2536.0,32048.0,17641.0
2020-05-17,1.0,3.0,0.0,4.0,22.0,11.0,157.72870662460568,99.85022466300549,34.01167734255428,0.25,0.13636363636363635,0.0,0.35714285714285715,3.357142857142857,1.0,4.285714285714286,38.142857142857146,15.285714285714286,0.08333333333333334,0.08801498127340823,0.06542056074766354,81.6809373591708,71.76734897653519,38.8704883914906,2536.0,32048.0,17641.0
2020-05-18,0.0,3.0,0.0,4.0,37.0,14.0,118.29652996845427,99.85022466300549,28.343064452128566,0.0,0.08108108108108109,0.0,0.2857142857142857,3.357142857142857,1.0,4.428571428571429,38.357142857142854,15.428571428571429,0.06451612903225806,0.08752327746741155,0.06481481481481481,78.86435331230284,72.65886883959774,39.2753893122353,2536.0,32048.0,17641.0
