,deaths,deaths,deaths,count,count,count,tested,tested,tested,percentage,percentage,percentage,deaths_per_million,deaths_per_million,deaths_per_million,deaths_7day,deaths_7day,deaths_7day,count_7day,count_7day,count_7day,tested_7day,tested_7day,tested_7day,percentage_7day,percentage_7day,percentage_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_per_million_7day,deaths_14day,deaths_14day,deaths_14day,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,deaths_per_million_14day,deaths_per_million_14day,deaths_per_million_14day,population,population,population
region,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South,Illinois,North,South
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,142.0,138.0,4.0,2219.0,1990.0,232.0,14561.0,0.0,0.0,0.1523933795755786,inf,inf,11.26984126984127,15.212585967646136,1.1294920250803704,93.85714285714286,87.42857142857143,6.714285714285714,2149.0,1962.4285714285713,166.14285714285714,12456.0,0.0,0.0,0.17252729608220937,inf,inf,7.448979591836736,9.63778738322923,1.8959330420991933,89.78571428571429,83.14285714285714,6.714285714285714,1775.357142857143,1629.142857142857,126.14285714285714,9398.07142857143,0.0,0.0,0.1889065385755436,inf,inf,7.125850340136055,9.165346825227795,1.8959330420991933,12600000.0,9071436.0,3541415.0
2020-04-29,90.0,77.0,13.0,2253.0,2075.0,159.0,14478.0,0.0,0.0,0.15561541649399088,inf,inf,7.142857142857143,8.488182025425743,3.670849081511204,92.85714285714286,85.71428571428571,7.285714285714286,2178.1428571428573,2002.4285714285713,157.85714285714286,13188.714285714286,0.0,0.0,0.16515202391655204,inf,inf,7.369614512471656,9.448811160028654,2.0572890456821034,90.5,83.57142857142857,7.0,1840.142857142857,1686.142857142857,131.92857142857142,9981.285714285714,0.0,0.0,0.1843593009775437,inf,inf,7.182539682539683,9.212590881027939,1.9766110438906481,12600000.0,9071436.0,3541415.0
2020-04-30,140.0,130.0,9.0,2555.0,2342.0,197.0,13200.0,0.0,0.0,0.19356060606060607,inf,inf,11.11111111111111,14.330696926043462,2.5413570564308334,95.28571428571429,87.28571428571429,7.857142857142857,2282.285714285714,2087.714285714286,169.14285714285714,13793.0,0.0,0.0,0.16546695528787894,inf,inf,7.562358276643992,9.622039364629183,2.218645049265013,91.64285714285714,84.78571428571429,6.857142857142857,1941.2142857142858,1777.857142857143,140.85714285714286,10519.857142857143,0.0,0.0,0.18452857860644495,inf,inf,7.273242630385487,9.346449039128347,1.9362720429949205,12600000.0,9071436.0,3541415.0
2020-05-01,102.0,94.0,7.0,3145.0,3003.0,149.0,14821.0,0.0,0.0,0.21219890695634572,inf,inf,8.095238095238095,10.362196238831427,1.9766110438906481,94.57142857142857,86.28571428571429,8.142857142857142,2342.4285714285716,2162.714285714286,159.0,14067.0,0.0,0.0,0.16651941220079416,inf,inf,7.505668934240362,9.511803234428848,2.299323051056468,94.5,87.71428571428571,6.857142857142857,2034.2857142857142,1867.2142857142858,146.42857142857142,11037.5,0.0,0.0,0.18430674648115192,inf,inf,7.5,9.669283420429323,1.9362720429949205,12600000.0,9071436.0,3541415.0
2020-05-02,102.0,97.0,6.0,2450.0,2358.0,177.0,15208.0,0.0,0.0,0.16109942135718044,inf,inf,8.095238095238095,10.69290462943243,1.6942380376205557,97.85714285714286,90.28571428571429,7.428571428571429,2389.714285714286,2222.714285714286,166.42857142857142,14039.857142857143,0.0,0.0,0.17020930208895085,inf,inf,7.766439909297053,9.952747755230186,2.0976280465778308,92.85714285714286,86.07142857142857,6.928571428571429,2096.0714285714284,1933.357142857143,148.85714285714286,11606.57142857143,0.0,0.0,0.1805935061418408,inf,inf,7.369614512471656,9.488181206528775,1.9564415434427846,12600000.0,9071436.0,3541415.0
2020-05-03,59.0,56.0,4.0,2994.0,2809.0,206.0,19417.0,0.0,0.0,0.15419477777205542,inf,inf,4.682539682539683,6.173223291218722,1.1294920250803704,97.85714285714286,90.28571428571429,7.571428571428571,2513.714285714286,2348.714285714286,172.28571428571428,14908.714285714286,0.0,0.0,0.16860704669368826,inf,inf,7.766439909297053,9.952747755230186,2.137967047473558,94.85714285714286,88.07142857142857,7.0,2224.4285714285716,2055.9285714285716,158.35714285714286,12571.07142857143,0.0,0.0,0.17694820875593056,inf,inf,7.528344671201815,9.708653466929444,1.9766110438906481,12600000.0,9071436.0,3541415.0
2020-05-04,44.0,34.0,7.0,2341.0,2211.0,110.0,13834.0,261183.0,46415.0,0.16922076044527976,0.008465328907317857,0.0023699235161047075,3.492063492063492,3.748028426811367,1.9766110438906481,97.0,89.42857142857143,7.142857142857143,2565.285714285714,2398.285714285714,175.71428571428572,15074.142857142857,37311.857142857145,6630.714285714285,0.1701778826562041,0.0642767714590919,0.026500053861898097,7.698412698412699,9.858259643629898,2.016950044786376,93.78571428571429,86.71428571428571,7.0,2309.4285714285716,2136.714285714286,162.21428571428572,13199.214285714286,18655.928571428572,3315.3571428571427,0.17496712466651154,0.11453272226752889,0.04892814822794356,7.443310657596373,9.559047290228989,1.9766110438906481,12600000.0,9071436.0,3541415.0
2020-05-05,176.0,153.0,22.0,2122.0,1971.0,119.0,13139.0,9504.0,1533.0,0.16150391962858665,0.20738636363636365,0.0776255707762557,13.968253968253968,16.866127920651152,6.2122061379420375,101.85714285714286,91.57142857142857,9.714285714285714,2551.4285714285716,2395.5714285714284,159.57142857142858,14871.0,38669.57142857143,6849.714285714285,0.17157074651526943,0.06194977963478113,0.02329607074330525,8.08390022675737,10.094479922630613,2.7430520609094704,97.85714285714286,89.5,8.214285714285714,2350.214285714286,2179.0,162.85714285714286,13663.5,19334.785714285714,3424.8571428571427,0.17200675417823294,0.11269843029033534,0.04755151414031868,7.766439909297053,9.866133652929921,2.319492551504332,12600000.0,9071436.0,3541415.0
2020-05-06,136.0,129.0,7.0,2270.0,2188.0,218.0,14974.0,10286.0,2735.0,0.1515960999065046,0.2127163134357379,0.07970749542961608,10.793650793650794,14.220460795843127,1.9766110438906481,108.42857142857143,99.0,8.857142857142858,2553.8571428571427,2411.714285714286,168.0,14941.857142857143,40139.0,7240.428571428572,0.17091966001548858,0.06008406501692334,0.02320304638636229,8.60544217687075,10.913376889833097,2.501018055535106,100.64285714285714,92.35714285714286,8.071428571428571,2366.0,2207.0714285714284,162.92857142857142,14065.285714285714,20069.5,3620.214285714286,0.1682155661862539,0.10997142074149473,0.04500522857762958,7.987528344671201,10.181094024930879,2.2791535506086045,12600000.0,9071436.0,3541415.0
2020-05-07,137.0,130.0,8.0,2641.0,2461.0,180.0,17783.0,12830.0,2721.0,0.14851262441657764,0.19181605611847233,0.06615214994487321,10.873015873015873,14.330696926043462,2.2589840501607408,108.0,99.0,8.714285714285714,2566.1428571428573,2428.714285714286,165.57142857142858,15596.57142857143,41971.857142857145,7629.142857142857,0.1645324979849051,0.05786530430254286,0.021702494195191373,8.571428571428571,10.913376889833097,2.4606790546393777,101.64285714285714,93.14285714285714,8.285714285714286,2424.214285714286,2258.214285714286,167.35714285714286,14694.785714285714,20985.928571428572,3814.5714285714284,0.16497105387236485,0.10760611702399227,0.043873118118493,8.06689342403628,10.267708127231138,2.339662051952196,12600000.0,9071436.0,3541415.0
2020-05-08,130.0,118.0,13.0,2887.0,2761.0,179.0,20671.0,14289.0,3436.0,0.13966426394465675,0.19322555812163203,0.05209545983701979,10.317460317460318,13.00786336363945,3.670849081511204,112.0,102.42857142857143,9.571428571428571,2529.285714285714,2394.1428571428573,169.85714285714286,16432.285714285714,44013.142857142855,8120.0,0.1539217220454506,0.05439608947976579,0.020918367346938777,8.88888888888889,11.291329336234245,2.7027130600137435,103.28571428571429,94.35714285714286,8.857142857142858,2435.8571428571427,2278.4285714285716,164.42857142857142,15249.642857142857,22006.571428571428,4060.0,0.1597320780346144,0.10353400932189087,0.04049964813511611,8.197278911564627,10.401566285331548,2.501018055535106,12600000.0,9071436.0,3541415.0
2020-05-09,108.0,95.0,12.0,2325.0,2135.0,160.0,16617.0,12031.0,2763.0,0.13991695251850514,0.17745823289834595,0.057908070937386896,8.571428571428571,10.472432369031761,3.3884760752411114,112.85714285714286,102.14285714285714,10.428571428571429,2511.4285714285716,2362.285714285714,167.42857142857142,16633.571428571428,45731.857142857145,8514.714285714286,0.15098552840640703,0.05165514505362001,0.019663439759743634,8.956916099773244,11.259833299034147,2.9447470653881087,105.35714285714286,96.21428571428571,8.928571428571429,2450.5714285714284,2292.5,166.92857142857142,15336.714285714286,22865.928571428572,4257.357142857143,0.15978464375867432,0.10025833820125389,0.03920943576665604,8.361678004535149,10.606290527132165,2.5211875559829697,12600000.0,9071436.0,3541415.0
2020-05-10,57.0,56.0,2.0,1656.0,1508.0,135.0,13653.0,9328.0,2906.0,0.12129202373104812,0.16166380789022297,0.04645560908465245,4.523809523809524,6.173223291218722,0.5647460125401852,112.57142857142857,102.14285714285714,10.142857142857142,2320.285714285714,2176.4285714285716,157.28571428571428,15810.142857142857,47064.42857142857,8929.857142857143,0.14675931364133332,0.04624359919988102,0.01761346366123278,8.93424036281179,11.259833299034147,2.8640690635966535,105.21428571428571,96.21428571428571,8.857142857142858,2417.0,2262.5714285714284,164.78571428571428,15359.42857142857,23532.214285714286,4464.928571428572,0.1573626250976599,0.09614783382050744,0.03690668543729703,8.35034013605442,10.606290527132165,2.501018055535106,12600000.0,9071436.0,3541415.0
2020-05-11,53.0,50.0,3.0,1266.0,1191.0,88.0,12441.0,8925.0,2120.0,0.10176030865686038,0.1334453781512605,0.04150943396226415,4.2063492063492065,5.511806510016716,0.8471190188102778,113.85714285714286,104.42857142857143,9.571428571428571,2166.714285714286,2030.7142857142858,154.14285714285714,15611.142857142857,11027.57142857143,2602.0,0.13879280367503066,0.18414882178435868,0.05924014494345009,9.036281179138323,11.511801596634914,2.7027130600137435,105.42857142857143,96.92857142857143,8.357142857142858,2366.0,2214.5,164.92857142857142,15342.642857142857,24169.714285714286,4616.357142857143,0.1542107198890115,0.0916229283400714,0.03572699562116077,8.36734693877551,10.685030620132405,2.3598315524000597,12600000.0,9071436.0,3541415.0
2020-05-12,142.0,129.0,13.0,4014.0,3840.0,177.0,29266.0,23686.0,2972.0,0.1371557438666029,0.1621210841847505,0.05955585464333782,11.26984126984127,14.220460795843127,3.670849081511204,109.0,101.0,8.285714285714286,2437.0,2297.714285714286,162.42857142857142,17915.0,13053.57142857143,2807.5714285714284,0.13603125872174154,0.1760218878248974,0.05785376278430774,8.65079365079365,11.133849150233766,2.339662051952196,105.42857142857143,96.28571428571429,9.0,2494.214285714286,2346.6428571428573,161.0,16393.0,25861.571428571428,4828.642857142857,0.1521511795104182,0.09073860278073922,0.033342702031035044,8.36734693877551,10.614164536432192,2.5413570564308334,12600000.0,9071436.0,3541415.0
2020-05-13,191.0,177.0,14.0,1677.0,1507.0,185.0,17668.0,11754.0,3718.0,0.0949173647271904,0.1282116726220861,0.04975793437331899,15.158730158730158,19.511795045459177,3.9532220877812962,116.85714285714286,107.85714285714286,9.285714285714286,2352.285714285714,2200.4285714285716,157.71428571428572,18299.85714285714,13263.285714285714,2948.0,0.12854120641066677,0.16590372995271588,0.05349874006590425,9.274376417233562,11.88975404303606,2.622035058222289,112.64285714285714,103.42857142857143,9.071428571428571,2453.0714285714284,2306.0714285714284,162.85714285714286,16620.85714285714,26701.14285714286,5094.214285714285,0.1475899472263765,0.08636601964602905,0.031969040508139486,8.939909297052154,11.40156546643458,2.561526556878697,12600000.0,9071436.0,3541415.0
2020-05-14,136.0,126.0,9.0,3239.0,3066.0,154.0,22678.0,15244.0,4184.0,0.14282564600052916,0.20112831277879822,0.036806883365200764,10.793650793650794,13.889752405242124,2.5413570564308334,116.71428571428571,107.28571428571429,9.428571428571429,2437.714285714286,2286.8571428571427,154.0,18999.14285714286,13608.142857142857,3157.0,0.12830654014466816,0.1680506419475734,0.04878048780487805,9.263038548752833,11.82676196863587,2.662374059118016,112.35714285714286,103.14285714285714,9.071428571428571,2501.9285714285716,2357.785714285714,159.78571428571428,17297.85714285714,27790.0,5393.071428571428,0.1446380641697981,0.08484295481416748,0.02962796180284227,8.917233560090704,11.370069429234482,2.561526556878697,12600000.0,9071436.0,3541415.0
2020-05-15,130.0,116.0,15.0,2432.0,2303.0,144.0,26565.0,18049.0,6014.0,0.09154903067946546,0.12759709679206604,0.02394413036248753,10.317460317460318,12.787391103238782,4.235595094051389,116.71428571428571,107.0,9.714285714285714,2372.714285714286,2221.4285714285716,149.0,19841.14285714286,14145.285714285714,3525.285714285714,0.11958556534761822,0.1570437399638446,0.04226607772419662,9.263038548752833,11.795265931435774,2.7430520609094704,114.35714285714286,104.71428571428571,9.642857142857142,2451.0,2307.785714285714,159.42857142857142,18136.714285714286,29079.214285714286,5822.642857142857,0.13514024433469599,0.07936203817650801,0.027380791736692958,9.075963718820862,11.543297633835007,2.722882560461607,12600000.0,9071436.0,3541415.0
2020-05-16,71.0,66.0,6.0,2088.0,1936.0,156.0,23047.0,16718.0,4710.0,0.09059747472556082,0.11580332575666946,0.033121019108280254,5.634920634920635,7.2755845932220655,1.6942380376205557,111.42857142857143,102.85714285714286,8.857142857142858,2338.8571428571427,2193.0,148.42857142857142,20759.714285714286,14814.857142857143,3803.4285714285716,0.11266326263780123,0.1480270770654941,0.03902493990384615,8.843537414965986,11.33857339203439,2.501018055535106,112.14285714285714,102.5,9.642857142857142,2425.1428571428573,2277.6428571428573,157.92857142857142,18696.64285714286,30273.35714285714,6159.071428571428,0.1297100701806665,0.07523588634041721,0.025641620374128753,8.900226757369614,11.299203345534268,2.722882560461607,12600000.0,9071436.0,3541415.0
2020-05-17,48.0,44.0,4.0,1734.0,1575.0,140.0,20295.0,14034.0,3349.0,0.08543976348854397,0.11222744762719111,0.04180352343983278,3.8095238095238093,4.850389728814711,1.1294920250803704,110.14285714285714,101.14285714285714,9.142857142857142,2350.0,2202.5714285714284,149.14285714285714,21708.571428571428,15487.142857142857,3866.714285714286,0.10825217162411162,0.1422193524582603,0.03857095355968523,8.741496598639456,11.149597168833813,2.581696057326561,111.35714285714286,101.64285714285714,9.642857142857142,2335.1428571428573,2189.5,153.21428571428572,18759.35714285714,31275.785714285714,6398.285714285715,0.12447883151646229,0.07000623485535364,0.0239461462891846,8.837868480725625,11.20471523393398,2.722882560461607,12600000.0,9071436.0,3541415.0
2020-05-18,57.0,54.0,3.0,2294.0,2174.0,110.0,21297.0,15818.0,3667.0,0.10771470160116449,0.1374383613604754,0.029997272975184074,4.523809523809524,5.952751030818053,0.8471190188102778,110.71428571428571,101.71428571428571,9.142857142857142,2496.8571428571427,2343.0,152.28571428571428,22973.714285714286,16471.85714285714,4087.714285714286,0.10868321560043775,0.14224261294155402,0.03725449080869504,8.786848072562357,11.212589243234005,2.581696057326561,112.28571428571429,103.07142857142857,9.357142857142858,2331.785714285714,2186.8571428571427,153.21428571428572,19292.428571428572,13749.714285714286,3344.8571428571427,0.12086532836716105,0.15904746072645665,0.04580592807721876,8.91156462585034,11.362195419934459,2.6422045586701524,12600000.0,9071436.0,3541415.0
2020-05-19,145.0,131.0,14.0,1545.0,1448.0,101.0,18443.0,12261.0,3513.0,0.08377162066908854,0.11809803441807357,0.02875035582123541,11.507936507936508,14.440933056243797,3.9532220877812962,111.14285714285714,102.0,9.285714285714286,2144.1428571428573,2001.2857142857142,141.42857142857142,21427.571428571428,14839.714285714286,4165.0,0.1000646696845853,0.13486012437667264,0.03395643971874464,8.820861678004535,11.244085280434101,2.622035058222289,110.07142857142857,101.5,8.785714285714286,2290.5714285714284,2149.5,151.92857142857142,19671.285714285714,13946.642857142857,3486.285714285714,0.11644238520250691,0.15412311206485943,0.04357892148828061,8.735827664399093,11.188967215333934,2.480848555087243,12600000.0,9071436.0,3541415.0
2020-05-20,146.0,139.0,7.0,2388.0,2235.0,148.0,21029.0,22137.0,5929.0,0.11355746825811974,0.1009621899986448,0.02496205093607691,11.587301587301587,15.32282209784647,1.9766110438906481,104.71428571428571,96.57142857142857,8.285714285714286,2245.714285714286,2105.285714285714,136.14285714285714,21907.714285714286,16323.0,4480.857142857143,0.10250792284518173,0.1289766411986592,0.030383217496652425,8.31065759637188,10.645660573632286,2.339662051952196,110.78571428571429,102.21428571428571,8.785714285714286,2299.0,2152.8571428571427,146.92857142857142,20103.785714285714,14793.142857142857,3714.4285714285716,0.11435657107936316,0.1455307478368356,0.03955617091650321,8.792517006802722,11.267707308334172,2.480848555087243,12600000.0,9071436.0,3541415.0
2020-05-21,82.0,75.0,7.0,2268.0,2137.0,119.0,29307.0,21165.0,5232.0,0.07738765482649196,0.1009685802031656,0.022744648318042814,6.507936507936508,8.267709765025074,1.9766110438906481,97.0,89.28571428571429,8.0,2107.0,1972.5714285714287,131.14285714285714,22854.714285714286,17168.85714285714,4630.571428571428,0.09219104529856297,0.11489241317335376,0.02832109582279262,7.698412698412699,9.842511625029852,2.2589840501607408,106.85714285714286,98.28571428571429,8.714285714285714,2272.3571428571427,2129.714285714286,142.57142857142858,20926.928571428572,15388.5,3893.785714285714,0.10858531557084684,0.1383964834593551,0.03661511932933429,8.480725623582767,10.83463679683286,2.4606790546393777,12600000.0,9071436.0,3541415.0
2020-05-22,108.0,103.0,5.0,2758.0,2548.0,166.0,25113.0,28061.0,4697.0,0.1098235973400231,0.09080218096290225,0.03534170747285501,8.571428571428571,11.354321410634435,1.411865031350463,93.85714285714286,87.42857142857143,6.571428571428571,2153.5714285714284,2007.5714285714287,134.28571428571428,22647.285714285714,18599.14285714286,4442.428571428572,0.09509181169613513,0.10793892191652457,0.03022799626973663,7.448979591836736,9.63778738322923,1.8555940412034655,105.28571428571429,97.21428571428571,8.142857142857142,2263.1428571428573,2114.5,141.64285714285714,21244.214285714286,16372.214285714286,3983.8571428571427,0.10652984510068288,0.1291517422811296,0.03555420088213146,8.356009070294785,10.7165266573325,2.299323051056468,12600000.0,9071436.0,3541415.0
2020-05-23,75.0,70.0,4.0,2352.0,2193.0,152.0,25114.0,22510.0,4987.0,0.09365294258182687,0.0974233673922701,0.03047924603970323,5.9523809523809526,7.716529114023403,1.1294920250803704,94.42857142857143,88.0,6.285714285714286,2191.285714285714,2044.2857142857142,133.71428571428572,22942.571428571428,19426.571428571428,4482.0,0.09551177474190214,0.10523142088156134,0.02983362019506598,7.494331065759638,9.700779457629421,1.7749160394120105,102.92857142857143,95.42857142857143,7.571428571428571,2265.0714285714284,2118.6428571428573,141.07142857142858,21851.14285714286,17120.714285714286,4142.714285714285,0.10365917441389139,0.123747340314573,0.03405289837580607,8.168934240362812,10.519676424831905,2.137967047473558,12600000.0,9071436.0,3541415.0
2020-05-24,63.0,58.0,6.0,2508.0,2344.0,135.0,25674.0,20078.0,3183.0,0.09768637532133675,0.1167446956868214,0.04241281809613572,5.0,6.393695551619391,1.6942380376205557,96.57142857142857,90.0,6.571428571428571,2301.8571428571427,2154.1428571428573,133.0,23711.0,20290.0,4458.285714285715,0.09707971586424624,0.10616771104696192,0.02983209433478595,7.6643990929705215,9.921251718030089,1.8555940412034655,103.35714285714286,95.57142857142857,7.857142857142857,2325.9285714285716,2178.3571428571427,141.07142857142858,22709.785714285714,17888.571428571428,4162.5,0.10241966175688895,0.12177367832614598,0.03389103389103389,8.202947845804989,10.535424443431952,2.218645049265013,12600000.0,9071436.0,3541415.0
2020-05-25,31.0,24.0,7.0,1713.0,1609.0,84.0,21643.0,17660.0,2618.0,0.07914799242249226,0.09110985277463193,0.03208556149732621,2.4603174603174605,2.645667124808024,1.9766110438906481,92.85714285714286,85.71428571428571,7.142857142857143,2218.8571428571427,2073.4285714285716,129.28571428571428,23760.428571428572,20553.14285714286,4308.428571428572,0.0933845589605767,0.10088133896797152,0.030007626247554625,7.369614512471656,9.448811160028654,2.016950044786376,101.78571428571429,93.71428571428571,8.142857142857142,2357.8571428571427,2208.214285714286,140.78571428571428,23367.071428571428,18512.5,4198.071428571428,0.10090511984202434,0.11928233818848269,0.033535807258434996,8.078231292517009,10.330700201631329,2.299323051056468,12600000.0,9071436.0,3541415.0
2020-05-26,39.0,33.0,6.0,1178.0,1091.0,64.0,17230.0,12739.0,3170.0,0.06836912362159026,0.08564251511107622,0.02018927444794953,3.0952380952380953,3.6377922966110328,1.6942380376205557,77.71428571428571,71.71428571428571,6.0,2166.4285714285716,2022.4285714285713,124.0,23587.14285714286,20621.428571428572,4259.428571428572,0.09184785900308885,0.09807412538967786,0.029111886235578213,6.167800453514738,7.905505337223975,1.6942380376205557,94.42857142857143,86.85714285714286,7.642857142857143,2155.285714285714,2011.857142857143,132.71428571428572,22507.35714285714,17730.571428571428,4212.214285714285,0.09575916446368331,0.11346826304848769,0.03150701192111377,7.494331065759638,9.574795308829039,2.1581365479214223,12600000.0,9071436.0,3541415.0
2020-05-27,159.0,145.0,14.0,1111.0,1011.0,82.0,17179.0,12448.0,3075.0,0.06467198323534548,0.08121786632390746,0.02666666666666667,12.619047619047619,15.984238879048476,3.9532220877812962,79.57142857142857,72.57142857142857,7.0,1984.0,1847.5714285714287,114.57142857142857,23037.14285714286,19237.285714285714,3851.714285714286,0.08612179089668857,0.09604117004923475,0.02974556783621393,6.315192743764172,7.999993448824262,1.9766110438906481,92.14285714285714,84.57142857142857,7.642857142857143,2114.8571428571427,1976.4285714285713,125.35714285714286,22472.428571428572,17780.14285714286,4166.285714285715,0.09410897162872599,0.11115931898345666,0.030088465231106844,7.312925170068026,9.322827011228274,2.1581365479214223,12600000.0,9071436.0,3541415.0
2020-05-28,102.0,92.0,10.0,1527.0,1393.0,117.0,25993.0,16169.0,4478.0,0.05874658561920517,0.0861525140701342,0.026127735596248324,8.095238095238095,10.141723978430758,2.823730062700926,82.42857142857143,75.0,7.428571428571429,1878.142857142857,1741.2857142857142,114.28571428571429,22563.714285714286,18523.571428571428,3744.0,0.08323730895369304,0.09400377896888135,0.030525030525030528,6.541950113378685,8.267709765025074,2.0976280465778308,89.71428571428571,82.14285714285714,7.714285714285714,1992.5714285714287,1856.9285714285713,122.71428571428571,22709.214285714286,17846.214285714286,4187.285714285715,0.08774286082741745,0.10405167962793228,0.02930640373921053,7.120181405895691,9.055110695027462,2.178306048369286,12600000.0,9071436.0,3541415.0
2020-05-29,86.0,79.0,7.0,1622.0,1519.0,191.0,21796.0,15831.0,4643.0,0.07441732427968435,0.09595098225001579,0.04113719577859143,6.825396825396825,8.708654285826412,1.9766110438906481,79.28571428571429,71.57142857142857,7.714285714285714,1715.857142857143,1594.2857142857142,117.85714285714286,22089.85714285714,16776.428571428572,3736.285714285714,0.07767624443021685,0.09503129390726785,0.03154393209451709,6.292517006802722,7.889757318623928,2.178306048369286,86.57142857142857,79.5,7.142857142857143,1934.7142857142858,1800.9285714285713,126.07142857142857,22368.571428571428,17687.785714285714,4089.3571428571427,0.08649252778132585,0.10181763848337634,0.03082915582260572,6.870748299319728,8.763772350926578,2.016950044786376,12600000.0,9071436.0,3541415.0
2020-05-30,60.0,53.0,7.0,1462.0,1382.0,126.0,25343.0,18623.0,4847.0,0.05768851359349722,0.07420931106696022,0.025995461109964927,4.761904761904762,5.8425149006177195,1.9766110438906481,77.14285714285714,69.14285714285714,8.142857142857142,1588.7142857142858,1478.4285714285713,114.14285714285714,22122.571428571428,16221.142857142857,3716.285714285714,0.07181417815030544,0.0911420720752457,0.030714230798800646,6.122448979591836,7.622041002423115,2.299323051056468,85.78571428571429,78.57142857142857,7.214285714285714,1890.0,1761.357142857143,123.92857142857143,22532.571428571428,17823.85714285714,4099.142857142857,0.08387857577601948,0.0988202008543926,0.030232801282498084,6.808390022675738,8.661410230026268,2.0371195452342397,12600000.0,9071436.0,3541415.0
2020-05-31,59.0,52.0,7.0,1343.0,1236.0,102.0,21154.0,15338.0,4442.0,0.06348681100501087,0.08058417003520668,0.02296262944619541,4.682539682539683,5.732278770417385,1.9766110438906481,76.57142857142857,68.28571428571429,8.285714285714286,1422.2857142857142,1320.142857142857,109.42857142857143,21476.85714285714,15544.0,3896.1428571428573,0.06622410834253482,0.08492941695463568,0.028086385802808637,6.077097505668934,7.527552890822831,2.339662051952196,86.57142857142857,79.14285714285714,7.428571428571429,1862.0714285714287,1737.142857142857,121.21428571428571,22593.928571428572,17917.0,4177.214285714285,0.08241468156742487,0.09695500681714891,0.029017971648911612,6.870748299319728,8.724402304426459,2.0976280465778308,12600000.0,9071436.0,3541415.0
2020-06-01,23.0,23.0,0.0,974.0,904.0,62.0,20014.0,14865.0,3512.0,0.04866593384630759,0.06081399260006727,0.01765375854214123,1.8253968253968254,2.5354309946076894,0.0,75.42857142857143,68.14285714285714,7.285714285714286,1316.7142857142858,1219.4285714285713,106.28571428571429,21244.14285714286,15144.714285714286,4023.8571428571427,0.06198010880309867,0.0805184269853697,0.026413888593034406,5.98639455782313,7.511804872222781,2.0572890456821034,84.14285714285714,76.92857142857143,7.214285714285714,1767.7857142857142,1646.4285714285713,117.78571428571429,22502.285714285714,17848.928571428572,4166.142857142857,0.07856027324208334,0.0922424315184985,0.02827212563865172,6.678004535147392,8.48030801612572,2.0371195452342397,12600000.0,9071436.0,3541415.0
2020-06-02,112.0,104.0,8.0,1614.0,1454.0,109.0,16431.0,11856.0,2908.0,0.09822895745846266,0.12263832658569501,0.0374828060522696,8.88888888888889,11.46455754083477,2.2589840501607408,85.85714285714286,78.28571428571429,7.571428571428571,1379.0,1271.2857142857142,112.71428571428571,21130.0,15018.57142857143,3986.4285714285716,0.06526265972550875,0.08464757918767239,0.028274502777280056,6.8140589569161,8.629914192826174,2.137967047473558,81.78571428571429,75.0,6.785714285714286,1772.7142857142858,1646.857142857143,118.35714285714286,22358.571428571428,17820.0,4122.928571428572,0.07928566864737079,0.09241622574955909,0.02870705635730497,6.490929705215421,8.267709765025074,1.9161025425470568,12600000.0,9071436.0,3541415.0
2020-06-03,96.0,85.0,11.0,982.0,882.0,137.0,24471.0,18361.0,4488.0,0.04012913244248294,0.04803659931376287,0.03052584670231729,7.619047619047619,9.370071067028418,3.1061030689710187,76.85714285714286,69.71428571428571,7.142857142857143,1360.5714285714287,1252.857142857143,120.57142857142857,22171.714285714286,15863.285714285714,4188.285714285715,0.061365188592930504,0.07897841376763957,0.02878777542806467,6.099773242630386,7.685033076823306,2.016950044786376,78.21428571428571,71.14285714285714,7.071428571428571,1672.2857142857142,1550.2142857142858,117.57142857142857,22604.428571428572,17550.285714285714,4020.0,0.0739804463095095,0.08832986031973432,0.029246624022743424,6.207482993197278,7.8425132628237835,1.9967805443385118,12600000.0,9071436.0,3541415.0
2020-06-04,116.0,106.0,10.0,929.0,848.0,103.0,22841.0,15826.0,5895.0,0.04067247493542314,0.05358271199292304,0.017472434266327396,9.206349206349206,11.685029801235439,2.823730062700926,78.85714285714286,71.71428571428571,7.142857142857143,1275.142857142857,1175.0,118.57142857142857,21721.428571428572,15814.285714285714,4390.714285714285,0.05870437356132851,0.07429990966576333,0.02700504311046039,6.258503401360545,7.905505337223975,2.016950044786376,80.64285714285714,73.35714285714286,7.285714285714286,1576.642857142857,1458.142857142857,116.42857142857143,22142.571428571428,17168.928571428572,4067.3571428571427,0.07120414456960736,0.08492917022028997,0.028625116344414593,6.400226757369614,8.086607551124526,2.0572890456821034,12600000.0,9071436.0,3541415.0
