,deaths,cases,tests,percentage,percentage_lagged,fit
2020-12-21,2601.4285714285716,205054.0,1883166.5714285714,0.10888787168967529,0.09483343041553448,2452.4230245514127
2020-12-22,2413.8571428571427,188786.85714285713,1765385.0,0.10693806571532959,0.0937870731911609,2418.287967997958
2020-12-23,2230.714285714286,186896.7142857143,1816753.142857143,0.1028740283293461,0.09315180780967165,2397.5638603811067
2020-12-24,2192.0,180613.14285714287,1752218.857142857,0.10307681721428799,0.09383957516537365,2420.0007270989363
2020-12-25,2193.4285714285716,178376.14285714287,1673852.142857143,0.10656624817092139,0.09628967356275789,2499.929689606276
2020-12-26,2215.1428571428573,179226.14285714287,1611617.0,0.11120889321541214,0.09698783336511896,2522.705586577037
2020-12-27,2287.5714285714284,179797.85714285713,1582237.142857143,0.11363521451543293,0.10126444205469776,2662.2203489118256
2020-12-28,2336.0,182474.85714285713,1555214.0,0.11733102784752268,0.10505337242971545,2785.8257005217993
2020-12-29,2484.4285714285716,190277.85714285713,1553347.4285714286,0.12249536300958151,0.10738273643413286,2861.8159743711267
2020-12-30,2624.4285714285716,203031.2857142857,1544513.0,0.13145327084607622,0.11183076549979343,3006.922941830192
2020-12-31,2632.714285714286,210856.7142857143,1553242.857142857,0.13575257295795892,0.11174234556628876,3004.0384399026207
2021-01-01,2640.8571428571427,213013.85714285713,1566340.857142857,0.13599457370435517,0.11240823537485758,3025.7616007356464
2021-01-02,2668.714285714286,215728.7142857143,1621626.0,0.13303234795551766,0.11396970741286236,3076.7011222320853
2021-01-03,2669.0,218897.0,1631119.5714285714,0.13420046196140303,0.11512321449086661,3114.3317023296786
2021-01-04,2780.714285714286,225509.7142857143,1655044.2857142857,0.13625600005524238,0.11395777650096858,3076.31190300299
2021-01-05,2950.4285714285716,241469.14285714287,1763220.142857143,0.13694781325822616,0.11435989078204363,3089.4299791300664
2021-01-06,3112.0,239613.42857142858,1763774.857142857,0.13585261610973348,0.11375717328663329,3069.767673263248
2021-01-07,3199.5714285714284,242463.7142857143,1847551.0,0.13123519420341537,0.1178787044612595,3204.22337964681
2021-01-08,3226.1428571428573,244706.85714285713,1886879.2857142857,0.12968866582804336,0.1168312003546658,3170.050908634381
2021-01-09,3309.0,244667.2857142857,1921967.857142857,0.12730040453330013,0.11438585882382735,3090.2771282242966
2021-01-10,3335.4285714285716,240877.42857142858,1951028.857142857,0.12346174567821433,0.11120338292660917,2986.455993146278
2021-01-11,3312.0,234251.57142857142,1964589.7142857143,0.11923689191956328,0.1125,3028.75521572284
2021-01-12,3297.5714285714284,227364.7142857143,1987756.2857142857,0.11438259102474047,0.11434655586139639,3088.994957265806
2021-01-13,3322.1428571428573,220233.14285714287,1983694.142857143,0.1110217236110492,0.11286407367372066,3040.6323023932346
2021-01-14,3320.0,214313.42857142858,1964530.2857142857,0.10909143530638223,0.11182682023069215,3006.7942362784424
2021-01-15,3271.714285714286,208039.14285714287,1999507.5714285714,0.1040451888404238,0.1124089368913069,3025.7844861356925
2021-01-16,2997.0,197930.2857142857,1967173.5714285714,0.10061658441789036,0.11195983289180417,3011.1334758838293
2021-01-17,3043.0,192953.85714285713,1964951.0,0.09819779584470917,0.11251626568680297,3029.285847256667
2021-01-18,3037.714285714286,187395.14285714287,1949076.0,0.0961456314977676,0.11229032650037792,3021.915088278176
2021-01-19,3080.714285714286,179536.14285714287,1907526.0,0.09411989291739294,0.10888787168967529,2910.9176347522634
2021-01-20,3063.8571428571427,173568.57142857142,1891740.4285714286,0.09175073324390698,0.10693806571532959,2847.3095899543687
2021-01-21,3048.285714285714,167485.85714285713,1873923.5714285714,0.08937710144452453,0.1028740283293461,2714.72948941657
2021-01-22,3076.5714285714284,165035.42857142858,1817852.5714285714,0.09078592574849698,0.10307681721428799,2721.3450217554873
2021-01-23,3304.1428571428573,164992.2857142857,1817350.7142857143,0.0907872566463506,0.10656624817092139,2835.1798768790477
2021-01-24,3256.714285714286,159985.57142857142,1794374.142857143,0.08915953903227221,0.11120889321541214,2986.6357539540923
2021-01-25,3275.714285714286,155885.57142857142,1796617.7142857143,0.08676613293359808,0.11363521451543293,3065.789042012714
2021-01-26,3207.5714285714284,152507.85714285713,1785562.4285714286,0.08541166340785619,0.11733102784752268,3186.356659039894
2021-01-27,3119.1428571428573,148501.0,1808952.857142857,0.0820922443686837,0.12249536300958151,3354.8315055947214
2021-01-28,,,,,0.13145327084607622,3647.063148361316
2021-01-29,,,,,0.13575257295795892,3787.318232677633
2021-01-30,,,,,0.13599457370435517,3795.2129640100993
2021-01-31,,,,,0.13303234795551766,3698.576995809847
2021-02-01,,,,,0.13420046196140303,3736.6840941534856
2021-02-02,,,,,0.13625600005524238,3803.741412100512
2021-02-03,,,,,0.13694781325822616,3826.3102655075463
2021-02-04,,,,,0.13585261610973348,3790.5819160202464
2021-02-05,,,,,0.13123519420341537,3639.948887230589
2021-02-06,,,,,0.12968866582804336,3589.4968691958784
2021-02-07,,,,,0.12730040453330013,3511.5852034076543
2021-02-08,,,,,0.12346174567821433,3386.3575717198046
2021-02-09,,,,,0.11923689191956328,3248.5311978750906
2021-02-10,,,,,0.11438259102474047,3090.1705236116104
2021-02-11,,,,,0.1110217236110492,2980.529765596396
2021-02-12,,,,,0.10909143530638223,2917.558440976616
2021-02-13,,,,,0.1040451888404238,2752.935973156139
2021-02-14,,,,,0.10061658441789036,2641.08544722063
2021-02-15,,,,,0.09819779584470917,2562.177897472675
2021-02-16,,,,,0.0961456314977676,2495.2306404479323
2021-02-17,,,,,0.09411989291739294,2429.1454647613955
2021-02-18,,,,,0.09175073324390698,2351.856946505096
2021-02-19,,,,,0.08937710144452453,2274.4225351763016
2021-02-20,,,,,0.09078592574849698,2320.3822668719204
2021-02-21,,,,,0.0907872566463506,2320.42568442803
2021-02-22,,,,,0.08915953903227221,2267.325049658786
2021-02-23,,,,,0.08676613293359808,2189.2455461865993
2021-02-24,,,,,0.08541166340785619,2145.059017165585
2021-02-25,,,,,0.0820922443686837,2036.7704193641964
2021-02-26,,,,,,
2021-02-27,,,,,,
2021-02-28,,,,,,
