date,region,cliAdmissions,testPositivity,positiveTests,totalTests
2021-05-01,East-Central,9.0,1.4,149,10363
2021-05-02,East-Central,9.0,1.4,111,8028
2021-05-03,East-Central,9.0,1.4,113,9546
2021-05-04,East-Central,9.0,1.4,204,14687
2021-05-05,East-Central,8.0,1.3,132,11363
2021-05-06,East-Central,9.0,1.4,170,13375
2021-05-07,East-Central,10.0,1.3,151,10800
2021-05-08,East-Central,10.0,1.3,132,8091
2021-05-09,East-Central,11.0,1.3,68,6800
2021-05-10,East-Central,11.0,1.3,72,8934
2021-05-11,East-Central,11.0,1.2,146,11084
2021-05-12,East-Central,12.0,1.2,118,10882
2021-05-13,East-Central,10.0,1.2,102,11583
2021-05-14,East-Central,10.0,1.2,132,9153
2021-05-15,East-Central,9.0,1.1,89,6633
2021-05-16,East-Central,10.0,1.2,60,3226
2021-05-17,East-Central,10.0,1.2,95,8275
2021-05-18,East-Central,10.0,1.2,116,7422
2021-05-19,East-Central,9.0,1.3,124,7905
2021-05-20,East-Central,10.0,1.4,100,6887
2021-05-21,East-Central,11.0,1.5,74,4844
2021-05-22,East-Central,11.0,1.6,80,2951
2021-05-23,East-Central,11.0,1.5,45,4024
2021-05-24,East-Central,10.0,1.5,70,5446
2021-05-25,East-Central,10.0,1.5,96,6057
2021-05-26,East-Central,10.0,1.5,98,6333
2021-05-27,East-Central,9.0,1.6,70,4147
2021-05-28,East-Central,8.0,1.5,83,6999
2021-05-29,East-Central,7.0,1.4,39,2815
2021-05-30,East-Central,8.0,1.4,27,2630
2021-05-31,East-Central,8.0,1.5,33,1241
2021-06-01,East-Central,8.0,1.3,42,5687
2021-06-02,East-Central,8.0,1.2,65,5433
2021-06-03,East-Central,8.0,1.2,55,5007
2021-06-04,East-Central,6.0,1.1,42,4246
2021-06-05,East-Central,6.0,1.1,30,2911
2021-06-06,East-Central,7.0,1.1,17,1958
2021-06-07,East-Central,6.0,1.0,42,4694
2021-06-08,East-Central,6.0,1.0,49,4400
2021-06-09,East-Central,6.0,1.0,35,3612
2021-06-10,East-Central,6.0,1.0,42,3149
2021-06-11,East-Central,6.0,0.9,32,5537
2021-06-12,East-Central,6.0,1.0,31,2201
2021-06-13,East-Central,5.0,1.0,22,1954
2021-06-14,East-Central,4.0,0.9,14,5209
2021-06-15,East-Central,4.0,0.8,32,4038
2021-06-16,East-Central,4.0,0.8,32,4370
2021-06-17,East-Central,4.0,0.8,31,2267
2021-06-18,East-Central,4.0,0.8,25,3947
2021-06-19,East-Central,4.0,0.7,20,3069
2021-06-20,East-Central,5.0,0.7,14,1510
2021-06-21,East-Central,5.0,0.8,16,3369
2021-06-22,East-Central,5.0,0.7,14,3077
2021-06-23,East-Central,6.0,0.7,18,2565
2021-06-24,East-Central,6.0,0.7,25,2581
2021-06-25,East-Central,6.0,0.7,18,2828
2021-06-26,East-Central,5.0,0.7,13,1413
2021-06-27,East-Central,5.0,0.6,2,979
2021-06-28,East-Central,4.0,0.7,27,2359
2021-06-29,East-Central,4.0,0.8,21,2859
2021-06-30,East-Central,4.0,0.8,21,2361
2021-07-01,East-Central,4.0,0.8,23,2080
2021-07-02,East-Central,3.0,0.9,25,2814
2021-07-03,East-Central,3.0,1.0,20,1083
2021-07-04,East-Central,3.0,1.1,13,636
2021-07-05,East-Central,3.0,1.1,24,1023
2021-07-06,East-Central,3.0,1.2,23,2696
2021-07-07,East-Central,3.0,1.3,34,2280
2021-07-08,East-Central,3.0,1.4,45,2489
2021-07-09,East-Central,3.0,1.4,25,3095
2021-07-10,East-Central,4.0,1.6,57,1846
2021-07-11,East-Central,4.0,1.6,20,711
2021-07-12,East-Central,5.0,1.6,53,2720
2021-07-13,East-Central,5.0,1.9,70,2878
2021-07-14,East-Central,5.0,2.0,54,2745
2021-07-15,East-Central,5.0,1.9,36,2917
2021-07-16,East-Central,5.0,2.2,61,1975
2021-07-17,East-Central,5.0,2.3,85,2883
2021-07-18,East-Central,6.0,2.3,37,1275
2021-07-19,East-Central,7.0,2.4,69,2678
2021-07-20,East-Central,6.0,2.5,79,2084
2021-07-21,East-Central,7.0,2.8,137,4079
2021-07-22,East-Central,7.0,3.2,89,2210
2021-07-23,East-Central,7.0,3.3,157,4722
2021-07-24,East-Central,8.0,3.6,118,2037
2021-07-25,East-Central,7.0,3.6,57,1787
2021-07-26,East-Central,7.0,4.0,152,2852
2021-07-27,East-Central,7.0,4.3,203,3429
2021-07-28,East-Central,7.0,4.6,167,3313
2021-07-29,East-Central,9.0,4.7,191,3984
2021-07-30,East-Central,10.0,5.0,206,4270
2021-07-31,East-Central,10.0,5.0,127,2389
2021-08-01,East-Central,12.0,5.3,156,2412
2021-08-02,East-Central,12.0,5.3,225,4481
2021-08-03,East-Central,12.0,5.4,247,3694
2021-08-04,East-Central,14.0,5.6,294,4404
2021-08-05,East-Central,14.0,5.9,322,5063
2021-08-06,East-Central,14.0,5.9,313,5911
2021-08-07,East-Central,15.0,6.2,287,3607
2021-08-08,East-Central,17.0,6.4,236,2696
2021-08-09,East-Central,18.0,6.6,327,5117
2021-08-10,East-Central,20.0,6.6,359,5762
2021-08-11,East-Central,22.0,6.4,340,5769
2021-08-12,East-Central,21.0,6.5,431,6321
2021-08-13,East-Central,22.0,6.4,321,6604
2021-08-14,East-Central,24.0,6.3,278,4016
2021-08-15,East-Central,23.0,6.3,265,3338
2021-08-16,East-Central,22.0,6.7,581,6663
2021-08-17,East-Central,22.0,6.6,429,7098
2021-08-18,East-Central,22.0,7.0,482,5898
2021-08-19,East-Central,22.0,6.6,504,9728
2021-08-20,East-Central,22.0,6.7,455,8034
2021-08-21,East-Central,22.0,6.5,353,6241
2020-06-11,South Suburban,3.0,5.9,76,1492
2020-06-12,South Suburban,4.0,5.4,50,1149
2020-06-13,South Suburban,5.0,5.3,59,1092
2020-06-14,South Suburban,7.0,5.1,29,858
2020-06-15,South Suburban,8.0,4.8,52,1232
2020-06-16,South Suburban,9.0,4.6,74,1996
2020-06-17,South Suburban,10.0,4.2,40,1277
2020-06-18,South Suburban,9.0,3.7,49,1904
2020-06-19,South Suburban,9.0,3.7,65,1592
2020-06-20,South Suburban,9.0,3.7,76,1515
2020-06-21,South Suburban,8.0,3.7,39,1199
2020-06-22,South Suburban,8.0,3.7,46,982
2020-06-23,South Suburban,9.0,3.7,39,1168
2020-06-24,South Suburban,9.0,3.8,47,1207
2020-06-25,South Suburban,9.0,4.2,106,2309
2020-06-26,South Suburban,9.0,4.6,108,1671
2020-06-27,South Suburban,9.0,4.7,75,1292
2020-06-28,South Suburban,9.0,4.6,32,1240
2020-06-29,South Suburban,10.0,4.4,53,1532
2020-06-30,South Suburban,10.0,4.5,95,2287
2020-07-01,South Suburban,10.0,4.5,76,1864
2020-07-02,South Suburban,11.0,4.4,66,1545
2020-07-03,South Suburban,10.0,4.3,86,1538
2020-07-04,South Suburban,10.0,4.3,67,1167
2020-07-05,South Suburban,10.0,4.5,46,881
2020-07-06,South Suburban,10.0,4.6,52,1307
2020-07-07,South Suburban,10.0,4.6,62,1664
2020-07-08,South Suburban,9.0,4.4,71,2050
2020-07-09,South Suburban,9.0,4.7,123,2130
2020-07-10,South Suburban,9.0,4.7,83,1582
2020-07-11,South Suburban,9.0,4.4,82,2122
2020-07-12,South Suburban,9.0,4.4,79,1630
2020-07-13,South Suburban,9.0,4.4,42,1215
2020-07-14,South Suburban,8.0,4.4,72,1800
2020-07-15,South Suburban,8.0,4.6,91,1886
2020-07-16,South Suburban,8.0,4.7,114,1774
2020-07-17,South Suburban,8.0,4.7,95,1917
2020-07-18,South Suburban,9.0,4.9,73,1427
2020-07-19,South Suburban,8.0,4.9,99,1971
2020-07-20,South Suburban,9.0,5.2,83,1386
2020-07-21,South Suburban,9.0,5.4,111,1958
2020-07-22,South Suburban,9.0,5.7,138,2105
2020-07-23,South Suburban,10.0,5.6,93,1623
2020-07-24,South Suburban,11.0,5.7,87,1439
2020-07-25,South Suburban,9.0,5.8,128,2157
2020-07-26,South Suburban,10.0,6.1,92,1237
2020-07-27,South Suburban,10.0,6.2,76,1250
2020-07-28,South Suburban,9.0,6.3,115,1826
2020-07-29,South Suburban,9.0,6.0,92,1818
2020-07-30,South Suburban,10.0,6.2,159,2415
2020-07-31,South Suburban,10.0,6.2,101,1606
2020-08-01,South Suburban,10.0,6.4,126,1830
2020-08-02,South Suburban,10.0,6.3,69,1063
2020-08-03,South Suburban,10.0,6.2,112,1858
2020-08-04,South Suburban,11.0,5.9,113,2408
2020-08-05,South Suburban,10.0,6.2,122,1747
2020-08-06,South Suburban,11.0,6.3,179,2501
2020-08-07,South Suburban,13.0,6.6,154,1950
2020-08-08,South Suburban,14.0,6.7,158,2110
2020-08-09,South Suburban,15.0,6.7,94,1441
2020-08-10,South Suburban,16.0,6.6,113,1948
2020-08-11,South Suburban,17.0,6.6,97,2117
2020-08-12,South Suburban,17.0,6.7,155,2201
2020-08-13,South Suburban,17.0,6.8,185,2349
2020-08-14,South Suburban,15.0,6.8,162,2092
2020-08-15,South Suburban,14.0,6.7,134,1829
2020-08-16,South Suburban,14.0,7.2,190,1950
2020-08-17,South Suburban,15.0,7.5,151,1819
2020-08-18,South Suburban,14.0,7.9,176,2364
2020-08-19,South Suburban,15.0,8.0,149,1931
2020-08-20,South Suburban,14.0,8.2,234,2520
2020-08-21,South Suburban,15.0,8.2,185,2371
2020-08-22,South Suburban,15.0,8.4,207,2399
2020-08-23,South Suburban,15.0,8.3,157,1849
2020-08-24,South Suburban,14.0,8.3,137,1631
2020-08-25,South Suburban,16.0,8.4,186,2232
2020-08-26,South Suburban,15.0,8.3,98,1454
2020-08-27,South Suburban,14.0,8.5,231,2199
2020-08-28,South Suburban,15.0,8.8,210,2184
2020-08-29,South Suburban,16.0,8.8,148,1682
2020-08-30,South Suburban,16.0,8.8,184,2208
2020-08-31,South Suburban,16.0,8.8,83,1000
2020-09-01,South Suburban,14.0,8.7,98,1312
2020-09-02,South Suburban,14.0,8.7,89,1422
2020-09-03,South Suburban,15.0,7.6,513,7572
2020-09-04,South Suburban,14.0,7.5,210,2378
2020-09-05,South Suburban,14.0,7.4,129,1774
2020-09-06,South Suburban,15.0,7.4,117,1206
2020-09-07,South Suburban,14.0,7.5,152,1729
2020-09-08,South Suburban,15.0,7.5,138,1903
2020-09-09,South Suburban,14.0,7.3,93,1911
2020-09-10,South Suburban,13.0,7.5,153,2253
2020-09-11,South Suburban,13.0,7.2,148,2165
2020-09-12,South Suburban,13.0,6.9,93,1797
2020-09-13,South Suburban,12.0,6.4,100,1863
2020-09-14,South Suburban,12.0,6.1,103,1651
2020-09-15,South Suburban,11.0,5.6,93,2246
2020-09-16,South Suburban,12.0,5.9,153,2287
2020-09-17,South Suburban,13.0,5.6,111,2178
2020-09-18,South Suburban,11.0,5.7,208,3208
2020-09-19,South Suburban,10.0,5.7,115,1990
2020-09-20,South Suburban,10.0,5.7,82,1672
2020-09-21,South Suburban,10.0,5.7,89,1431
2020-09-22,South Suburban,11.0,5.7,79,2017
2020-09-23,South Suburban,10.0,5.5,149,2699
2020-09-24,South Suburban,9.0,5.4,128,2656
2020-09-25,South Suburban,10.0,5.2,139,2421
2020-09-26,South Suburban,12.0,5.2,119,2191
2020-09-27,South Suburban,11.0,5.4,119,1914
2020-09-28,South Suburban,11.0,5.2,93,1997
2020-09-29,South Suburban,8.0,5.5,137,2307
2020-09-30,South Suburban,8.0,5.3,108,2296
2020-10-01,South Suburban,7.0,5.5,153,2735
2020-10-02,South Suburban,6.0,5.4,173,3149
2020-10-03,South Suburban,6.0,5.6,120,1862
2020-10-04,South Suburban,6.0,5.5,119,1931
2020-10-05,South Suburban,8.0,5.6,101,2041
2020-10-06,South Suburban,9.0,5.5,143,2721
2020-10-07,South Suburban,11.0,5.6,179,3193
2020-10-08,South Suburban,12.0,5.6,158,2925
2020-10-09,South Suburban,12.0,5.9,205,2806
2020-10-10,South Suburban,12.0,6.1,189,2403
2020-10-11,South Suburban,13.0,6.3,187,2432
2020-10-12,South Suburban,14.0,6.6,163,2165
2020-10-13,South Suburban,15.0,6.8,147,2088
2020-10-14,South Suburban,15.0,7.3,209,2377
2020-10-15,South Suburban,14.0,8.2,401,4022
2020-10-16,South Suburban,16.0,8.3,231,2882
2020-10-17,South Suburban,17.0,8.6,386,3986
2020-10-18,South Suburban,17.0,8.7,194,2285
2020-10-19,South Suburban,16.0,9.1,298,2946
2020-10-20,South Suburban,16.0,9.2,267,3113
2020-10-21,South Suburban,16.0,9.3,387,3984
2020-10-22,South Suburban,18.0,9.3,309,3187
2020-10-23,South Suburban,16.0,9.3,358,4029
2020-10-24,South Suburban,16.0,9.6,333,2894
2020-10-25,South Suburban,18.0,9.8,308,2962
2020-10-26,South Suburban,20.0,10.1,328,2476
2020-10-27,South Suburban,21.0,10.5,366,3316
2020-10-28,South Suburban,22.0,10.8,499,4236
2020-10-29,South Suburban,23.0,11.4,548,4202
2020-10-30,South Suburban,23.0,12.4,618,4075
2020-10-31,South Suburban,25.0,12.6,498,3851
2020-11-01,South Suburban,25.0,13.3,545,3355
2020-11-02,South Suburban,26.0,13.4,552,4007
2020-11-03,South Suburban,26.0,14.2,576,3228
2020-11-04,South Suburban,27.0,14.8,623,3957
2020-11-05,South Suburban,30.0,15.4,755,4561
2020-11-06,South Suburban,32.0,16.4,1051,5170
2020-11-07,South Suburban,33.0,17.5,1078,5277
2020-11-08,South Suburban,37.0,17.7,595,3388
2020-11-09,South Suburban,41.0,18.5,1066,5424
2020-11-10,South Suburban,42.0,18.6,1028,5543
2020-11-11,South Suburban,44.0,19.2,1144,5687
2020-11-12,South Suburban,43.0,19.8,1088,5158
2020-11-13,South Suburban,42.0,19.7,1170,5850
2020-11-14,South Suburban,43.0,20.3,1164,4604
2020-11-15,South Suburban,43.0,20.7,1087,5201
2020-11-16,South Suburban,45.0,20.7,980,4958
2020-11-17,South Suburban,47.0,20.6,832,4734
2020-11-18,South Suburban,47.0,20.1,974,5756
2020-11-19,South Suburban,44.0,19.8,1011,5310
2020-11-20,South Suburban,41.0,19.2,1086,6667
2020-11-21,South Suburban,41.0,18.5,889,4356
2020-11-22,South Suburban,40.0,18.1,921,5203
2020-11-23,South Suburban,38.0,17.6,774,4894
2020-11-24,South Suburban,38.0,17.2,993,6482
2020-11-25,South Suburban,38.0,17.0,962,6193
2020-11-26,South Suburban,35.0,17.1,813,3942
2020-11-27,South Suburban,35.0,17.4,767,4169
2020-11-28,South Suburban,36.0,17.0,659,3700
2020-11-29,South Suburban,36.0,16.6,472,3387
2020-11-30,South Suburban,33.0,16.6,1364,8559
2020-12-01,South Suburban,32.0,16.8,796,4819
2020-12-02,South Suburban,30.0,16.8,780,5133
2020-12-03,South Suburban,31.0,16.1,957,6169
2020-12-04,South Suburban,30.0,15.7,775,5193
2020-12-05,South Suburban,30.0,15.4,604,3987
2020-12-06,South Suburban,32.0,15.4,554,4072
2020-12-07,South Suburban,35.0,14.9,611,4738
2020-12-08,South Suburban,35.0,14.2,539,4596
2020-12-09,South Suburban,35.0,14.2,1122,7591
2020-12-10,South Suburban,33.0,13.5,594,5486
2020-12-11,South Suburban,33.0,12.8,788,7127
2020-12-12,South Suburban,32.0,12.6,469,3565
2020-12-13,South Suburban,33.0,12.2,501,4953
2020-12-14,South Suburban,30.0,12.1,452,3473
2020-12-15,South Suburban,31.0,11.9,495,4941
2020-12-16,South Suburban,30.0,11.5,682,4978
2020-12-17,South Suburban,29.0,11.7,649,5529
2020-12-18,South Suburban,26.0,11.9,608,5023
2020-12-19,South Suburban,28.0,11.7,422,3565
2020-12-20,South Suburban,28.0,11.8,407,4041
2020-12-21,South Suburban,26.0,11.4,415,4173
2020-12-22,South Suburban,27.0,11.4,443,4581
2020-12-23,South Suburban,27.0,10.7,455,4950
2020-12-24,South Suburban,27.0,10.3,470,4837
2020-12-25,South Suburban,26.0,10.1,291,2592
2020-12-26,South Suburban,24.0,9.9,245,2456
2020-12-27,South Suburban,22.0,10.0,327,2910
2020-12-28,South Suburban,21.0,10.0,363,3502
2020-12-29,South Suburban,20.0,10.0,366,3929
2020-12-30,South Suburban,20.0,10.3,572,5345
2020-12-31,South Suburban,17.0,10.6,609,5428
2021-01-01,South Suburban,16.0,10.8,363,2835
2021-01-02,South Suburban,18.0,10.9,257,2147
2021-01-03,South Suburban,18.0,11.0,306,2549
2021-01-04,South Suburban,17.0,11.2,516,4554
2021-01-05,South Suburban,18.0,11.6,461,3730
2021-01-06,South Suburban,19.0,11.5,616,6066
2021-01-07,South Suburban,18.0,11.4,575,5240
2021-01-08,South Suburban,21.0,11.1,541,5239
2021-01-09,South Suburban,22.0,11.0,382,3392
2021-01-10,South Suburban,22.0,10.6,426,4994
2021-01-11,South Suburban,22.0,10.0,297,4383
2021-01-12,South Suburban,23.0,9.7,321,3264
2021-01-13,South Suburban,22.0,9.1,481,6749
2021-01-14,South Suburban,22.0,8.5,458,6341
2021-01-15,South Suburban,20.0,8.0,380,5387
2021-01-16,South Suburban,19.0,7.5,346,4892
2021-01-17,South Suburban,18.0,7.4,322,3996
2021-01-18,South Suburban,17.0,7.6,359,4303
2021-01-19,South Suburban,18.0,7.6,341,3823
2021-01-20,South Suburban,18.0,7.6,357,5133
2021-01-21,South Suburban,17.0,7.2,394,6975
2021-01-22,South Suburban,17.0,7.4,432,5521
2021-01-23,South Suburban,18.0,7.4,329,4290
2021-01-24,South Suburban,17.0,7.1,235,4479
2021-01-25,South Suburban,15.0,6.9,243,3590
2021-01-26,South Suburban,16.0,6.7,284,3805
2021-01-27,South Suburban,14.0,6.5,323,6047
2021-01-28,South Suburban,14.0,6.3,285,6154
2021-01-29,South Suburban,13.0,6.3,418,5227
2021-01-30,South Suburban,13.0,6.1,266,4487
2021-01-31,South Suburban,13.0,6.2,196,3144
2021-02-01,South Suburban,12.0,6.1,187,3412
2021-02-02,South Suburban,12.0,5.9,224,3935
2021-02-03,South Suburban,13.0,5.8,247,5128
2021-02-04,South Suburban,12.0,5.6,232,6500
2021-02-05,South Suburban,12.0,5.3,248,3610
2021-02-06,South Suburban,13.0,5.0,191,4579
2021-02-07,South Suburban,12.0,5.0,196,3376
2021-02-08,South Suburban,13.0,5.1,157,2341
2021-02-09,South Suburban,12.0,4.9,145,3347
2021-02-10,South Suburban,11.0,4.8,242,5875
2021-02-11,South Suburban,12.0,4.9,225,5558
2021-02-12,South Suburban,12.0,4.7,180,3202
2021-02-13,South Suburban,11.0,4.7,154,4114
2021-02-14,South Suburban,11.0,4.5,157,3264
2021-02-15,South Suburban,10.0,4.4,114,2049
2021-02-16,South Suburban,10.0,4.5,144,3207
2021-02-17,South Suburban,10.0,4.6,167,3215
2021-02-18,South Suburban,10.0,4.5,198,5776
2021-02-19,South Suburban,10.0,4.5,169,2982
2021-02-20,South Suburban,10.0,4.5,187,4503
2021-02-21,South Suburban,11.0,4.5,113,2270
2021-02-22,South Suburban,11.0,4.4,135,3522
2021-02-23,South Suburban,12.0,4.1,140,4819
2021-02-24,South Suburban,12.0,3.8,144,4960
2021-02-25,South Suburban,10.0,3.9,216,5043
2021-02-26,South Suburban,9.0,3.8,160,3969
2021-02-27,South Suburban,9.0,3.6,152,4736
2021-02-28,South Suburban,9.0,3.6,97,2274
2021-03-01,South Suburban,9.0,3.6,123,2818
2021-03-02,South Suburban,8.0,3.9,154,3132
2021-03-03,South Suburban,9.0,4.0,153,4531
2021-03-04,South Suburban,9.0,3.6,157,6287
2021-03-05,South Suburban,8.0,3.7,158,3309
2021-03-06,South Suburban,9.0,3.6,114,4379
2021-03-07,South Suburban,9.0,3.6,99,2414
2021-03-08,South Suburban,8.0,3.6,112,2458
2021-03-09,South Suburban,8.0,3.5,132,2997
2021-03-10,South Suburban,8.0,3.5,165,5129
2021-03-11,South Suburban,7.0,3.6,149,5122
2021-03-12,South Suburban,8.0,3.5,122,3211
2021-03-13,South Suburban,8.0,3.6,131,3815
2021-03-14,South Suburban,8.0,3.4,72,2884
2021-03-15,South Suburban,8.0,3.4,102,2766
2021-03-16,South Suburban,8.0,3.3,111,3144
2021-03-17,South Suburban,7.0,3.2,143,5250
2021-03-18,South Suburban,8.0,3.3,184,5328
2021-03-19,South Suburban,8.0,3.3,143,3502
2021-03-20,South Suburban,7.0,3.4,121,3017
2021-03-21,South Suburban,7.0,3.4,100,3790
2021-03-22,South Suburban,7.0,3.4,122,2789
2021-03-23,South Suburban,8.0,3.6,190,4160
2021-03-24,South Suburban,8.0,3.7,169,5482
2021-03-25,South Suburban,9.0,3.7,172,4950
2021-03-26,South Suburban,9.0,3.8,221,4665
2021-03-27,South Suburban,10.0,3.8,178,4402
2021-03-28,South Suburban,10.0,4.1,137,2686
2021-03-29,South Suburban,11.0,4.3,146,2011
2021-03-30,South Suburban,11.0,4.2,164,4269
2021-03-31,South Suburban,10.0,4.2,203,6256
2021-04-01,South Suburban,10.0,4.4,202,3890
2021-04-02,South Suburban,10.0,4.6,201,3180
2021-04-03,South Suburban,11.0,4.9,203,3249
2021-04-04,South Suburban,11.0,5.0,173,3030
2021-04-05,South Suburban,12.0,5.1,214,2797
2021-04-06,South Suburban,12.0,5.5,273,4503
2021-04-07,South Suburban,13.0,5.9,300,5767
2021-04-08,South Suburban,13.0,5.9,295,5523
2021-04-09,South Suburban,13.0,5.9,238,3696
2021-04-10,South Suburban,14.0,6.0,283,4260
2021-04-11,South Suburban,15.0,6.1,189,2955
2021-04-12,South Suburban,15.0,6.0,194,2693
2021-04-13,South Suburban,17.0,6.0,268,4780
2021-04-14,South Suburban,17.0,5.7,304,6902
2021-04-15,South Suburban,17.0,5.9,317,4933
2021-04-16,South Suburban,18.0,6.0,273,3798
2021-04-17,South Suburban,18.0,5.9,225,3961
2021-04-18,South Suburban,17.0,6.0,189,2624
2021-04-19,South Suburban,16.0,5.9,204,3008
2021-04-20,South Suburban,15.0,5.8,201,4529
2021-04-21,South Suburban,15.0,5.8,241,5768
2021-04-22,South Suburban,13.0,5.4,249,5425
2021-04-23,South Suburban,12.0,5.3,254,4038
2021-04-24,South Suburban,12.0,5.3,194,3463
2021-04-25,South Suburban,12.0,5.5,219,2391
2021-04-26,South Suburban,13.0,5.5,249,3523
2021-04-27,South Suburban,13.0,5.6,232,4612
2021-04-28,South Suburban,12.0,5.6,260,5901
2021-04-29,South Suburban,12.0,5.8,326,5725
2021-04-30,South Suburban,13.0,5.8,215,3560
2021-05-01,South Suburban,14.0,5.9,274,4135
2021-05-02,South Suburban,14.0,5.8,187,2738
2021-05-03,South Suburban,15.0,5.7,196,3147
2021-05-04,South Suburban,15.0,5.6,177,4193
2021-05-05,South Suburban,15.0,5.3,190,5983
2021-05-06,South Suburban,15.0,4.9,223,6242
2021-05-07,South Suburban,13.0,4.7,191,3838
2021-05-08,South Suburban,14.0,4.4,164,3740
2021-05-09,South Suburban,13.0,4.2,109,2369
2021-05-10,South Suburban,11.0,4.1,162,3369
2021-05-11,South Suburban,11.0,4.0,165,4240
2021-05-12,South Suburban,10.0,3.8,144,6704
2021-05-13,South Suburban,11.0,3.7,152,5006
2021-05-14,South Suburban,10.0,3.6,146,3879
2021-05-15,South Suburban,10.0,3.6,155,2924
2021-05-16,South Suburban,11.0,3.6,103,2342
2021-05-17,South Suburban,11.0,3.4,111,3480
2021-05-18,South Suburban,11.0,3.2,117,4648
2021-05-19,South Suburban,10.0,3.4,149,5567
2021-05-20,South Suburban,9.0,3.4,125,3936
2021-05-21,South Suburban,8.0,3.4,130,2906
2021-05-22,South Suburban,8.0,3.2,99,3265
2021-05-23,South Suburban,8.0,3.1,70,2260
2021-05-24,South Suburban,7.0,3.0,75,2520
2021-05-25,South Suburban,8.0,3.0,76,3913
2021-05-26,South Suburban,9.0,2.8,94,5238
2021-05-27,South Suburban,9.0,2.7,89,3037
2021-05-28,South Suburban,8.0,2.5,76,3068
2021-05-29,South Suburban,8.0,2.4,57,2197
2021-05-30,South Suburban,8.0,2.3,48,2023
2021-05-31,South Suburban,8.0,2.3,36,1539
2021-06-01,South Suburban,8.0,2.2,29,2224
2021-06-02,South Suburban,7.0,2.2,55,3930
2021-06-03,South Suburban,6.0,2.0,64,3660
2021-06-04,South Suburban,6.0,1.8,51,3029
2021-06-05,South Suburban,5.0,1.7,32,2516
2021-06-06,South Suburban,5.0,1.6,37,1791
2021-06-07,South Suburban,5.0,1.6,37,2044
2021-06-08,South Suburban,4.0,1.6,40,2929
2021-06-09,South Suburban,3.0,1.5,29,2907
2021-06-10,South Suburban,3.0,1.5,30,2433
2021-06-11,South Suburban,2.0,1.4,38,2552
2021-06-12,South Suburban,3.0,1.4,21,2089
2021-06-13,South Suburban,2.0,1.3,16,1544
2021-06-14,South Suburban,2.0,1.2,24,1987
2021-06-15,South Suburban,2.0,1.1,22,2796
2021-06-16,South Suburban,3.0,1.1,41,3808
2021-06-17,South Suburban,4.0,1.1,17,1608
2021-06-18,South Suburban,4.0,1.1,34,2635
2021-06-19,South Suburban,4.0,1.1,19,1850
2021-06-20,South Suburban,4.0,1.1,18,1052
2021-06-21,South Suburban,4.0,1.1,25,2075
2021-06-22,South Suburban,4.0,1.1,18,2500
2021-06-23,South Suburban,3.0,1.0,21,3221
2021-06-24,South Suburban,2.0,1.0,16,2312
2021-06-25,South Suburban,2.0,0.9,20,1703
2021-06-26,South Suburban,2.0,1.0,28,1471
2021-06-27,South Suburban,2.0,1.0,5,349
2021-06-28,South Suburban,3.0,1.0,30,2327
2021-06-29,South Suburban,2.0,1.1,29,2776
2021-06-30,South Suburban,2.0,1.2,27,2467
2021-07-01,South Suburban,3.0,1.3,30,1955
2021-07-02,South Suburban,3.0,1.3,24,1983
2021-07-03,South Suburban,3.0,1.2,1,586
2021-07-04,South Suburban,3.0,1.2,3,231
2021-07-05,South Suburban,3.0,1.2,39,2665
2021-07-06,South Suburban,3.0,1.3,25,1783
2021-07-07,South Suburban,3.0,1.2,18,2375
2021-07-08,South Suburban,3.0,1.2,39,2340
2021-07-09,South Suburban,2.0,1.3,40,2401
2021-07-10,South Suburban,2.0,1.4,30,1853
2021-07-11,South Suburban,2.0,1.5,18,868
2021-07-12,South Suburban,3.0,1.6,42,1911
2021-07-13,South Suburban,3.0,1.6,41,2273
2021-07-14,South Suburban,3.0,1.9,63,2759
2021-07-15,South Suburban,3.0,2.0,40,1598
2021-07-16,South Suburban,3.0,2.2,48,1720
2021-07-17,South Suburban,3.0,2.4,62,2058
2021-07-18,South Suburban,3.0,2.5,46,1228
2021-07-19,South Suburban,2.0,2.7,38,1118
2021-07-20,South Suburban,2.0,2.9,61,1973
2021-07-21,South Suburban,3.0,2.9,99,3963
2021-07-22,South Suburban,4.0,3.2,87,1887
2021-07-23,South Suburban,4.0,3.3,87,2377
2021-07-24,South Suburban,5.0,3.5,91,2060
2021-07-25,South Suburban,7.0,3.7,79,1388
2021-07-26,South Suburban,7.0,4.0,114,1855
2021-07-27,South Suburban,7.0,4.2,135,2766
2021-07-28,South Suburban,7.0,4.9,138,2487
2021-07-29,South Suburban,8.0,4.9,136,3065
2021-07-30,South Suburban,8.0,4.9,143,3337
2021-07-31,South Suburban,6.0,5.2,145,2370
2021-08-01,South Suburban,7.0,5.2,92,1615
2021-08-02,South Suburban,7.0,5.2,173,2776
2021-08-03,South Suburban,8.0,5.6,201,2587
2021-08-04,South Suburban,8.0,5.5,200,4145
2021-08-05,South Suburban,8.0,5.6,192,3479
2021-08-06,South Suburban,9.0,6.1,230,3201
2021-08-07,South Suburban,10.0,6.3,239,3418
2021-08-08,South Suburban,11.0,6.3,149,2257
2021-08-09,South Suburban,11.0,6.5,229,2922
2021-08-10,South Suburban,11.0,6.3,204,3353
2021-08-11,South Suburban,12.0,6.4,231,4362
2021-08-12,South Suburban,12.0,6.7,262,3460
