date,region,cliAdmissions,testPositivity,positiveTests,totalTests
2021-06-19,West-Central,2.0,1.2,11,1164
2021-06-20,West-Central,2.0,1.3,16,554
2021-06-21,West-Central,1.0,1.5,40,1072
2021-06-22,West-Central,1.0,1.6,30,1836
2021-06-23,West-Central,1.0,1.7,34,2571
2021-06-24,West-Central,1.0,1.8,36,1533
2021-06-25,West-Central,1.0,1.9,28,1376
2021-06-26,West-Central,2.0,2.1,25,1059
2021-06-27,West-Central,2.0,2.0,4,243
2021-06-28,West-Central,3.0,2.2,64,1555
2021-06-29,West-Central,4.0,2.5,53,1323
2021-06-30,West-Central,4.0,3.1,66,1787
2021-07-01,West-Central,4.0,3.4,57,1515
2021-07-02,West-Central,4.0,3.7,75,1728
2021-07-03,West-Central,3.0,3.7,14,758
2021-07-04,West-Central,3.0,3.9,17,213
2021-07-05,West-Central,3.0,4.2,68,998
2021-07-06,West-Central,3.0,4.5,78,1381
2021-07-07,West-Central,3.0,4.9,86,1446
2021-07-08,West-Central,4.0,4.5,98,3079
2021-07-09,West-Central,4.0,4.5,81,1843
2021-07-10,West-Central,5.0,5.0,76,1086
2021-07-11,West-Central,6.0,5.0,28,486
2021-07-12,West-Central,7.0,5.3,136,1672
2021-07-13,West-Central,6.0,5.3,115,2029
2021-07-14,West-Central,7.0,5.3,126,2238
2021-07-15,West-Central,7.0,6.2,99,1333
2021-07-16,West-Central,6.0,5.9,82,2394
2021-07-17,West-Central,6.0,5.7,71,1365
2021-07-18,West-Central,6.0,5.8,63,900
2021-07-19,West-Central,6.0,5.8,123,1430
2021-07-20,West-Central,6.0,5.7,108,2059
2021-07-21,West-Central,7.0,5.8,173,2979
2021-07-22,West-Central,6.0,5.7,87,1327
2021-07-23,West-Central,6.0,5.9,182,3650
2021-07-24,West-Central,7.0,5.9,101,1726
2021-07-25,West-Central,7.0,6.2,103,1038
2021-07-26,West-Central,7.0,6.4,184,1860
2021-07-27,West-Central,7.0,7.1,234,2331
2021-07-28,West-Central,9.0,7.4,220,3071
2021-07-29,West-Central,9.0,7.7,219,2436
2021-07-30,West-Central,10.0,7.7,200,3901
2021-07-31,West-Central,10.0,7.7,173,2620
2021-08-01,West-Central,11.0,7.7,131,1533
2021-08-02,West-Central,10.0,7.9,270,2338
2021-08-03,West-Central,11.0,7.8,308,3507
2021-08-04,West-Central,11.0,7.9,252,3442
2021-08-05,West-Central,11.0,7.8,214,2604
2021-08-06,West-Central,11.0,8.3,361,4643
2021-08-07,West-Central,12.0,8.3,215,2929
2021-08-08,West-Central,13.0,8.5,151,1390
2021-08-09,West-Central,14.0,8.6,364,3235
2021-08-10,West-Central,15.0,8.4,297,3831
2021-08-11,West-Central,16.0,8.4,432,5723
2021-08-12,West-Central,16.0,8.3,314,3898
2021-08-13,West-Central,15.0,8.2,320,4659
2021-08-14,West-Central,15.0,7.7,167,3751
2021-08-15,West-Central,15.0,7.6,125,1395
2021-08-16,West-Central,16.0,7.6,425,4163
2021-08-17,West-Central,18.0,7.5,379,5186
2021-08-18,West-Central,20.0,7.1,330,5857
2021-08-19,West-Central,19.0,6.9,349,5483
2021-08-20,West-Central,18.0,6.5,268,5721
2021-08-21,West-Central,19.0,6.7,185,2849
2020-06-11,Metro East,3.0,4.4,31,924
2020-06-12,Metro East,3.0,4.9,51,627
2020-06-13,Metro East,4.0,4.6,50,1150
2020-06-14,Metro East,4.0,4.8,54,1005
2020-06-15,Metro East,6.0,4.6,6,261
2020-06-16,Metro East,7.0,4.5,48,1211
2020-06-17,Metro East,6.0,4.7,58,1142
2020-06-18,Metro East,5.0,4.7,46,1322
2020-06-19,Metro East,5.0,4.0,57,1863
2020-06-20,Metro East,5.0,4.0,45,1108
2020-06-21,Metro East,5.0,3.7,15,478
2020-06-22,Metro East,4.0,3.7,30,922
2020-06-23,Metro East,4.0,4.2,124,2082
2020-06-24,Metro East,3.0,3.8,67,2249
2020-06-25,Metro East,2.0,3.9,36,846
2020-06-26,Metro East,2.0,4.5,82,1230
2020-06-27,Metro East,2.0,4.7,50,826
2020-06-28,Metro East,2.0,4.6,65,1622
2020-06-29,Metro East,2.0,4.8,58,1212
2020-06-30,Metro East,2.0,4.7,70,1154
2020-07-01,Metro East,3.0,5.1,44,1042
2020-07-02,Metro East,3.0,5.2,57,1146
2020-07-03,Metro East,3.0,4.8,45,1127
2020-07-04,Metro East,4.0,4.8,74,1286
2020-07-05,Metro East,4.0,4.8,32,869
2020-07-06,Metro East,4.0,4.5,26,1103
2020-07-07,Metro East,4.0,4.5,64,1079
2020-07-08,Metro East,4.0,4.5,63,1459
2020-07-09,Metro East,4.0,4.9,86,1092
2020-07-10,Metro East,4.0,5.3,97,1527
2020-07-11,Metro East,4.0,5.7,157,2097
2020-07-12,Metro East,4.0,6.0,74,1158
2020-07-13,Metro East,4.0,6.6,104,1354
2020-07-14,Metro East,4.0,6.6,95,1584
2020-07-15,Metro East,4.0,6.9,132,1978
2020-07-16,Metro East,5.0,6.9,102,1268
2020-07-17,Metro East,5.0,7.1,156,2171
2020-07-18,Metro East,5.0,6.6,86,1829
2020-07-19,Metro East,6.0,6.9,148,1701
2020-07-20,Metro East,7.0,6.9,40,534
2020-07-21,Metro East,7.0,7.0,118,1701
2020-07-22,Metro East,7.0,7.1,148,2039
2020-07-23,Metro East,6.0,6.9,120,1887
2020-07-24,Metro East,7.0,7.3,180,1865
2020-07-25,Metro East,7.0,7.8,150,1901
2020-07-26,Metro East,6.0,7.6,177,2365
2020-07-27,Metro East,6.0,7.7,116,1337
2020-07-28,Metro East,6.0,7.7,105,1545
2020-07-29,Metro East,6.0,7.7,155,2209
2020-07-30,Metro East,7.0,7.7,172,2553
2020-07-31,Metro East,8.0,7.3,109,1541
2020-08-01,Metro East,8.0,7.2,157,2147
2020-08-02,Metro East,9.0,7.1,97,1528
2020-08-03,Metro East,9.0,6.9,102,1413
2020-08-04,Metro East,8.0,6.8,99,1669
2020-08-05,Metro East,8.0,7.1,199,2403
2020-08-06,Metro East,7.0,7.3,146,1821
2020-08-07,Metro East,7.0,7.3,148,1940
2020-08-08,Metro East,6.0,7.4,165,2185
2020-08-09,Metro East,6.0,7.5,46,566
2020-08-10,Metro East,6.0,7.9,169,1719
2020-08-11,Metro East,6.0,8.2,105,1357
2020-08-12,Metro East,6.0,8.4,193,1945
2020-08-13,Metro East,6.0,8.5,156,1881
2020-08-14,Metro East,5.0,8.9,180,1781
2020-08-15,Metro East,6.0,9.4,213,2080
2020-08-16,Metro East,6.0,9.5,124,1295
2020-08-17,Metro East,6.0,9.4,162,1685
2020-08-18,Metro East,6.0,9.4,108,1431
2020-08-19,Metro East,7.0,9.5,235,2278
2020-08-20,Metro East,7.0,9.6,114,1332
2020-08-21,Metro East,7.0,9.4,181,2029
2020-08-22,Metro East,8.0,9.7,256,2056
2020-08-23,Metro East,8.0,9.7,125,1319
2020-08-24,Metro East,8.0,10.0,181,1545
2020-08-25,Metro East,9.0,10.4,149,1332
2020-08-26,Metro East,8.0,10.4,59,658
2020-08-27,Metro East,10.0,10.5,179,1846
2020-08-28,Metro East,9.0,10.4,160,1869
2020-08-29,Metro East,9.0,9.6,141,1812
2020-08-30,Metro East,10.0,9.6,109,1159
2020-08-31,Metro East,9.0,9.3,154,1505
2020-09-01,Metro East,8.0,9.3,105,928
2020-09-02,Metro East,9.0,9.4,139,1359
2020-09-03,Metro East,8.0,9.6,505,5078
2020-09-04,Metro East,9.0,9.7,186,1925
2020-09-05,Metro East,9.0,9.8,136,1652
2020-09-06,Metro East,8.0,9.9,137,1317
2020-09-07,Metro East,8.0,10.1,139,1066
2020-09-08,Metro East,8.0,10.0,127,1298
2020-09-09,Metro East,8.0,9.8,115,1372
2020-09-10,Metro East,8.0,9.6,195,2114
2020-09-11,Metro East,8.0,9.4,183,2145
2020-09-12,Metro East,7.0,9.2,106,1584
2020-09-13,Metro East,7.0,8.9,108,1399
2020-09-14,Metro East,6.0,8.4,83,986
2020-09-15,Metro East,6.0,8.0,83,1257
2020-09-16,Metro East,6.0,8.0,126,1598
2020-09-17,Metro East,6.0,7.5,135,1991
2020-09-18,Metro East,5.0,7.3,295,3991
2020-09-19,Metro East,5.0,7.3,132,1895
2020-09-20,Metro East,5.0,7.3,90,1214
2020-09-21,Metro East,4.0,7.1,62,1103
2020-09-22,Metro East,5.0,7.1,106,1460
2020-09-23,Metro East,5.0,6.9,105,1815
2020-09-24,Metro East,5.0,6.9,196,2902
2020-09-25,Metro East,4.0,7.1,246,2760
2020-09-26,Metro East,4.0,7.2,156,2026
2020-09-27,Metro East,5.0,7.4,168,1959
2020-09-28,Metro East,5.0,7.5,99,1385
2020-09-29,Metro East,4.0,7.5,101,1344
2020-09-30,Metro East,5.0,7.7,162,2361
2020-10-01,Metro East,5.0,7.6,147,2425
2020-10-02,Metro East,4.0,6.9,147,2639
2020-10-03,Metro East,4.0,6.7,95,1639
2020-10-04,Metro East,4.0,6.3,84,1534
2020-10-05,Metro East,3.0,6.1,66,1134
2020-10-06,Metro East,4.0,5.8,81,1828
2020-10-07,Metro East,3.0,6.2,308,3768
2020-10-08,Metro East,4.0,6.3,162,2532
2020-10-09,Metro East,4.0,6.5,186,2574
2020-10-10,Metro East,4.0,6.6,114,1869
2020-10-11,Metro East,5.0,6.8,159,2137
2020-10-12,Metro East,5.0,6.9,134,1889
2020-10-13,Metro East,5.0,7.0,83,1586
2020-10-14,Metro East,4.0,7.0,195,2203
2020-10-15,Metro East,5.0,7.2,247,3205
2020-10-16,Metro East,5.0,7.0,171,2795
2020-10-17,Metro East,5.0,7.4,207,2309
2020-10-18,Metro East,4.0,7.6,187,2105
2020-10-19,Metro East,4.0,7.8,137,1432
2020-10-20,Metro East,5.0,8.1,169,2111
2020-10-21,Metro East,6.0,8.2,289,3206
2020-10-22,Metro East,5.0,8.2,182,2471
2020-10-23,Metro East,5.0,8.4,186,2429
2020-10-24,Metro East,5.0,8.3,224,2754
2020-10-25,Metro East,5.0,8.5,222,2156
2020-10-26,Metro East,5.0,8.5,127,1305
2020-10-27,Metro East,5.0,8.7,154,1546
2020-10-28,Metro East,6.0,8.7,296,3389
2020-10-29,Metro East,6.0,9.1,243,2338
2020-10-30,Metro East,6.0,9.7,330,2982
2020-10-31,Metro East,7.0,10.2,271,2422
2020-11-01,Metro East,7.0,10.1,228,2350
2020-11-02,Metro East,7.0,10.7,295,2023
2020-11-03,Metro East,8.0,10.7,196,1946
2020-11-04,Metro East,7.0,11.3,372,3049
2020-11-05,Metro East,7.0,12.0,506,3534
2020-11-06,Metro East,8.0,12.4,528,3971
2020-11-07,Metro East,8.0,12.7,362,2680
2020-11-08,Metro East,7.0,13.4,491,3271
2020-11-09,Metro East,8.0,13.9,561,3247
2020-11-10,Metro East,8.0,14.8,456,2368
2020-11-11,Metro East,9.0,15.2,600,4021
2020-11-12,Metro East,10.0,15.3,611,4023
2020-11-13,Metro East,9.0,16.3,815,4335
2020-11-14,Metro East,11.0,16.1,439,3476
2020-11-15,Metro East,12.0,16.0,659,4367
2020-11-16,Metro East,12.0,16.4,577,2834
2020-11-17,Metro East,13.0,16.1,590,3593
2020-11-18,Metro East,13.0,15.5,581,4962
2020-11-19,Metro East,13.0,15.1,760,5740
2020-11-20,Metro East,14.0,14.3,631,4648
2020-11-21,Metro East,13.0,14.2,573,4713
2020-11-22,Metro East,14.0,14.1,626,4276
2020-11-23,Metro East,14.0,13.8,664,4033
2020-11-24,Metro East,14.0,13.6,700,4943
2020-11-25,Metro East,14.0,14.2,727,4651
2020-11-26,Metro East,12.0,13.9,490,4474
2020-11-27,Metro East,12.0,14.0,534,3753
2020-11-28,Metro East,13.0,14.3,493,3517
2020-11-29,Metro East,13.0,14.1,526,3973
2020-11-30,Metro East,13.0,14.1,525,2997
2020-12-01,Metro East,13.0,14.4,580,3596
2020-12-02,Metro East,12.0,14.2,630,4312
2020-12-03,Metro East,12.0,15.3,865,4949
2020-12-04,Metro East,12.0,15.1,736,5410
2020-12-05,Metro East,12.0,15.1,532,3776
2020-12-06,Metro East,14.0,15.1,456,3608
2020-12-07,Metro East,13.0,15.2,619,3320
2020-12-08,Metro East,12.0,14.5,434,4158
2020-12-09,Metro East,15.0,14.0,719,5953
2020-12-10,Metro East,13.0,13.1,692,5645
2020-12-11,Metro East,14.0,13.0,552,4249
2020-12-12,Metro East,14.0,12.7,522,4638
2020-12-13,Metro East,13.0,12.4,508,4797
2020-12-14,Metro East,11.0,12.0,615,4313
2020-12-15,Metro East,13.0,12.0,391,3783
2020-12-16,Metro East,11.0,12.0,610,5051
2020-12-17,Metro East,11.0,11.7,536,5044
2020-12-18,Metro East,10.0,11.7,417,3262
2020-12-19,Metro East,12.0,11.6,423,3822
2020-12-20,Metro East,12.0,11.8,325,2782
2020-12-21,Metro East,12.0,11.6,452,3335
2020-12-22,Metro East,14.0,11.7,443,4163
2020-12-23,Metro East,13.0,11.6,594,4983
2020-12-24,Metro East,12.0,12.0,496,4009
2020-12-25,Metro East,10.0,11.7,247,2298
2020-12-26,Metro East,10.0,12.1,281,1944
2020-12-27,Metro East,10.0,12.1,239,2085
2020-12-28,Metro East,11.0,12.2,400,2650
2020-12-29,Metro East,10.0,12.7,498,3756
2020-12-30,Metro East,10.0,12.8,581,4603
2020-12-31,Metro East,10.0,13.0,546,4177
2021-01-01,Metro East,10.0,13.2,500,3900
2021-01-02,Metro East,12.0,13.0,270,2151
2021-01-03,Metro East,11.0,13.3,337,2231
2021-01-04,Metro East,12.0,13.5,454,2738
2021-01-05,Metro East,13.0,13.5,468,3601
2021-01-06,Metro East,14.0,13.0,485,4656
2021-01-07,Metro East,14.0,12.6,704,6341
2021-01-08,Metro East,13.0,11.9,611,6155
2021-01-09,Metro East,12.0,11.5,417,4562
2021-01-10,Metro East,14.0,11.4,356,2609
2021-01-11,Metro East,14.0,10.3,394,5470
2021-01-12,Metro East,15.0,9.9,390,3997
2021-01-13,Metro East,14.0,9.8,461,5014
2021-01-14,Metro East,12.0,9.2,478,5833
2021-01-15,Metro East,13.0,8.9,473,5851
2021-01-16,Metro East,14.0,8.8,336,3876
2021-01-17,Metro East,13.0,8.1,249,4180
2021-01-18,Metro East,12.0,8.4,375,4193
2021-01-19,Metro East,12.0,8.4,397,3898
2021-01-20,Metro East,12.0,8.4,334,3621
2021-01-21,Metro East,11.0,8.0,457,7165
2021-01-22,Metro East,10.0,7.8,381,5505
2021-01-23,Metro East,9.0,7.7,234,3040
2021-01-24,Metro East,9.0,7.5,292,5392
2021-01-25,Metro East,9.0,7.5,263,2732
2021-01-26,Metro East,10.0,7.2,268,3570
2021-01-27,Metro East,11.0,7.0,318,4137
2021-01-28,Metro East,10.0,7.0,347,5711
2021-01-29,Metro East,10.0,6.5,230,5491
2021-01-30,Metro East,11.0,6.5,240,3107
2021-01-31,Metro East,10.0,6.5,221,4303
2021-02-01,Metro East,9.0,6.1,176,3349
2021-02-02,Metro East,8.0,6.0,241,3601
2021-02-03,Metro East,7.0,5.9,272,3908
2021-02-04,Metro East,8.0,5.6,297,6422
2021-02-05,Metro East,7.0,5.9,248,4257
2021-02-06,Metro East,8.0,5.7,225,3580
2021-02-07,Metro East,8.0,5.6,136,3364
2021-02-08,Metro East,8.0,5.7,186,3267
2021-02-09,Metro East,8.0,5.6,223,3720
2021-02-10,Metro East,7.0,5.4,183,3074
2021-02-11,Metro East,8.0,5.0,203,6844
2021-02-12,Metro East,7.0,4.8,166,3501
2021-02-13,Metro East,6.0,4.7,138,2560
2021-02-14,Metro East,7.0,4.5,101,3505
2021-02-15,Metro East,6.0,4.3,81,2204
2021-02-16,Metro East,8.0,4.2,89,1418
2021-02-17,Metro East,7.0,4.1,146,2516
2021-02-18,Metro East,7.0,4.4,164,4551
2021-02-19,Metro East,7.0,4.2,103,2647
2021-02-20,Metro East,8.0,4.1,122,2599
2021-02-21,Metro East,7.0,4.1,83,3430
2021-02-22,Metro East,7.0,4.3,110,1685
2021-02-23,Metro East,6.0,4.1,115,3273
2021-02-24,Metro East,7.0,3.9,149,3398
2021-02-25,Metro East,6.0,3.9,159,4708
2021-02-26,Metro East,6.0,3.8,112,3034
2021-02-27,Metro East,6.0,3.8,107,2511
2021-02-28,Metro East,6.0,4.0,107,2882
2021-03-01,Metro East,6.0,4.0,109,1813
2021-03-02,Metro East,6.0,3.9,89,2987
2021-03-03,Metro East,6.0,3.9,126,2675
2021-03-04,Metro East,5.0,3.8,103,3779
2021-03-05,Metro East,5.0,3.6,131,4577
2021-03-06,Metro East,5.0,3.6,87,1968
2021-03-07,Metro East,6.0,3.7,88,2175
2021-03-08,Metro East,6.0,3.2,75,3662
2021-03-09,Metro East,6.0,3.3,104,2532
2021-03-10,Metro East,6.0,3.4,144,3102
2021-03-11,Metro East,6.0,3.2,118,5017
2021-03-12,Metro East,5.0,3.4,112,2894
2021-03-13,Metro East,5.0,3.3,81,2268
2021-03-14,Metro East,6.0,3.0,54,3319
2021-03-15,Metro East,5.0,3.4,104,2265
2021-03-16,Metro East,6.0,3.3,98,2862
2021-03-17,Metro East,6.0,3.1,94,2679
2021-03-18,Metro East,6.0,3.3,125,3954
2021-03-19,Metro East,6.0,3.0,88,3849
2021-03-20,Metro East,6.0,3.1,78,1591
2021-03-21,Metro East,5.0,3.3,67,2451
2021-03-22,Metro East,6.0,3.1,89,3450
2021-03-23,Metro East,5.0,3.2,102,2403
2021-03-24,Metro East,5.0,3.4,131,2535
2021-03-25,Metro East,4.0,3.4,92,3016
2021-03-26,Metro East,4.0,3.4,137,5068
2021-03-27,Metro East,4.0,3.3,58,1568
2021-03-28,Metro East,4.0,3.2,64,2760
2021-03-29,Metro East,4.0,3.3,69,2526
2021-03-30,Metro East,4.0,3.2,99,2717
2021-03-31,Metro East,5.0,3.1,103,2410
2021-04-01,Metro East,5.0,2.8,102,5208
2021-04-02,Metro East,5.0,3.0,69,1688
2021-04-03,Metro East,5.0,3.0,63,1400
2021-04-04,Metro East,5.0,3.2,73,2068
2021-04-05,Metro East,5.0,3.4,52,1144
2021-04-06,Metro East,5.0,3.4,88,2450
2021-04-07,Metro East,5.0,3.4,133,2878
2021-04-08,Metro East,5.0,3.5,107,4898
2021-04-09,Metro East,4.0,3.3,72,2932
2021-04-10,Metro East,4.0,3.3,86,2182
2021-04-11,Metro East,5.0,3.5,82,1429
2021-04-12,Metro East,6.0,3.5,75,1649
2021-04-13,Metro East,5.0,3.5,97,2773
2021-04-14,Metro East,5.0,3.2,102,3724
2021-04-15,Metro East,4.0,3.0,88,5163
2021-04-16,Metro East,4.0,3.3,113,2765
2021-04-17,Metro East,4.0,3.4,125,2294
2021-04-18,Metro East,4.0,3.3,41,1317
2021-04-19,Metro East,4.0,3.1,59,1895
2021-04-20,Metro East,3.0,3.1,78,2607
2021-04-21,Metro East,4.0,3.1,81,2868
2021-04-22,Metro East,4.0,3.0,91,5744
2021-04-23,Metro East,4.0,2.8,65,2759
2021-04-24,Metro East,4.0,2.5,57,1992
2021-04-25,Metro East,4.0,2.5,61,1531
2021-04-26,Metro East,3.0,2.5,59,1805
2021-04-27,Metro East,3.0,2.5,62,2490
2021-04-28,Metro East,3.0,2.6,92,2355
2021-04-29,Metro East,3.0,2.5,60,5412
2021-04-30,Metro East,3.0,2.7,101,2729
2021-05-01,Metro East,3.0,2.9,100,2010
2021-05-02,Metro East,3.0,3.0,58,1224
2021-05-03,Metro East,3.0,2.9,46,1556
2021-05-04,Metro East,3.0,2.9,57,2390
2021-05-05,Metro East,3.0,2.7,85,3124
2021-05-06,Metro East,3.0,3.0,79,4310
2021-05-07,Metro East,3.0,2.8,51,2201
2021-05-08,Metro East,4.0,2.7,64,1630
2021-05-09,Metro East,4.0,2.6,36,1048
2021-05-10,Metro East,4.0,2.5,43,1586
2021-05-11,Metro East,3.0,2.6,72,2337
2021-05-12,Metro East,3.0,2.6,70,2708
2021-05-13,Metro East,3.0,2.5,61,4409
2021-05-14,Metro East,3.0,2.5,71,3137
2021-05-15,Metro East,2.0,2.5,56,1389
2021-05-16,Metro East,3.0,2.5,42,1368
2021-05-17,Metro East,2.0,2.3,32,1853
2021-05-18,Metro East,2.0,2.3,65,2150
2021-05-19,Metro East,3.0,2.3,77,3017
2021-05-20,Metro East,3.0,2.5,90,4372
2021-05-21,Metro East,3.0,2.6,48,1443
2021-05-22,Metro East,3.0,2.6,47,1485
2021-05-23,Metro East,3.0,2.5,26,1011
2021-05-24,Metro East,3.0,2.7,31,958
2021-05-25,Metro East,3.0,2.5,54,2696
2021-05-26,Metro East,3.0,2.5,51,2087
2021-05-27,Metro East,3.0,2.2,35,3473
2021-05-28,Metro East,2.0,2.1,42,1861
2021-05-29,Metro East,2.0,2.1,32,976
2021-05-30,Metro East,2.0,2.1,24,893
2021-05-31,Metro East,2.0,2.0,19,614
2021-06-01,Metro East,1.0,2.0,14,1035
2021-06-02,Metro East,2.0,1.8,22,1837
2021-06-03,Metro East,1.0,1.6,32,4047
2021-06-04,Metro East,1.0,1.6,28,1540
2021-06-05,Metro East,2.0,1.5,28,1066
2021-06-06,Metro East,1.0,1.5,20,1020
2021-06-07,Metro East,1.0,1.5,32,1236
2021-06-08,Metro East,1.0,1.5,20,1528
2021-06-09,Metro East,1.0,1.6,29,1709
2021-06-10,Metro East,1.0,1.8,31,2131
2021-06-11,Metro East,1.0,1.8,29,1559
2021-06-12,Metro East,1.0,1.8,21,984
2021-06-13,Metro East,1.0,1.9,24,486
2021-06-14,Metro East,1.0,1.9,27,1006
2021-06-15,Metro East,1.0,2.0,13,1020
2021-06-16,Metro East,1.0,2.0,23,1395
2021-06-17,Metro East,1.0,2.0,25,1709
2021-06-18,Metro East,1.0,2.1,44,1775
2021-06-19,Metro East,1.0,2.1,27,1129
2021-06-20,Metro East,1.0,2.0,21,770
2021-06-21,Metro East,1.0,2.0,27,999
2021-06-22,Metro East,1.0,2.4,47,1135
2021-06-23,Metro East,1.0,2.6,42,1415
2021-06-24,Metro East,2.0,2.9,57,1982
2021-06-25,Metro East,2.0,3.2,45,902
2021-06-26,Metro East,3.0,3.6,47,748
2021-06-27,Metro East,2.0,3.7,13,271
2021-06-28,Metro East,3.0,4.3,73,1001
2021-06-29,Metro East,3.0,4.6,83,1478
2021-06-30,Metro East,3.0,4.9,54,1152
2021-07-01,Metro East,3.0,4.9,67,2188
2021-07-02,Metro East,3.0,5.0,58,1096
2021-07-03,Metro East,3.0,5.1,35,345
2021-07-04,Metro East,3.0,5.3,29,324
2021-07-05,Metro East,3.0,5.7,109,998
2021-07-06,Metro East,3.0,6.1,96,1247
2021-07-07,Metro East,2.0,6.5,104,1458
2021-07-08,Metro East,2.0,7.1,132,2428
2021-07-09,Metro East,2.0,7.1,121,2013
2021-07-10,Metro East,2.0,7.5,134,1170
2021-07-11,Metro East,2.0,7.8,71,527
2021-07-12,Metro East,4.0,7.5,136,1713
2021-07-13,Metro East,4.0,7.6,127,1608
2021-07-14,Metro East,5.0,7.5,128,1872
2021-07-15,Metro East,5.0,7.2,94,2343
2021-07-16,Metro East,4.0,7.4,150,2089
2021-07-17,Metro East,5.0,7.6,195,1763
2021-07-18,Metro East,6.0,7.7,106,798
2021-07-19,Metro East,6.0,7.7,119,1389
2021-07-20,Metro East,5.0,8.0,131,1222
2021-07-21,Metro East,5.0,8.5,246,2708
2021-07-22,Metro East,6.0,8.5,191,3350
2021-07-23,Metro East,6.0,9.1,244,2340
2021-07-24,Metro East,6.0,9.2,216,1866
2021-07-25,Metro East,7.0,9.1,157,1459
2021-07-26,Metro East,8.0,9.5,242,2079
2021-07-27,Metro East,9.0,9.5,223,2207
2021-07-28,Metro East,10.0,9.6,270,2727
2021-07-29,Metro East,9.0,10.3,291,3287
2021-07-30,Metro East,9.0,10.1,260,2829
2021-07-31,Metro East,8.0,10.0,209,1993
2021-08-01,Metro East,7.0,10.3,256,1833
2021-08-02,Metro East,8.0,10.3,224,1925
2021-08-03,Metro East,11.0,10.4,300,2752
2021-08-04,Metro East,11.0,10.4,334,3482
2021-08-05,Metro East,12.0,10.0,317,4173
2021-08-06,Metro East,12.0,10.3,288,2580
2021-08-07,Metro East,13.0,10.2,228,2431
2021-08-08,Metro East,14.0,10.2,294,2049
2021-08-09,Metro East,14.0,10.4,294,2259
2021-08-10,Metro East,15.0,10.2,306,3190
2021-08-11,Metro East,16.0,10.6,428,3697
2021-08-12,Metro East,16.0,10.6,326,4249
2021-08-13,Metro East,16.0,10.3,293,3161
2021-08-14,Metro East,18.0,10.3,232,2494
2021-08-15,Metro East,18.0,10.2,301,2331
2021-08-16,Metro East,18.0,10.0,271,2414
2021-08-17,Metro East,19.0,9.6,302,3984
2021-08-18,Metro East,18.0,9.6,398,3576
2021-08-19,Metro East,17.0,9.3,334,4868
2021-08-20,Metro East,16.0,8.9,343,4904
2021-08-21,Metro East,16.0,8.8,228,2547
2020-06-11,Southern,0.0,1.6,5,472
2020-06-12,Southern,1.0,1.5,13,413
2020-06-13,Southern,1.0,1.3,8,607
2020-06-14,Southern,1.0,1.4,5,493
2020-06-15,Southern,1.0,1.4,5,287
2020-06-16,Southern,1.0,1.4,6,668
2020-06-17,Southern,1.0,1.3,7,775
2020-06-18,Southern,2.0,1.4,11,725
2020-06-19,Southern,2.0,1.3,11,652
2020-06-20,Southern,2.0,1.3,10,485
2020-06-21,Southern,2.0,1.3,0,234
2020-06-22,Southern,2.0,1.3,5,370
2020-06-23,Southern,2.0,1.5,14,709
2020-06-24,Southern,2.0,1.7,22,1188
2020-06-25,Southern,1.0,2.0,20,428
2020-06-26,Southern,1.0,2.1,11,519
2020-06-27,Southern,1.0,2.2,12,331
2020-06-28,Southern,1.0,2.1,8,819
2020-06-29,Southern,1.0,1.9,7,832
2020-06-30,Southern,1.0,2.1,28,963
2020-07-01,Southern,1.0,2.2,9,484
2020-07-02,Southern,1.0,1.9,8,407
2020-07-03,Southern,1.0,2.0,11,301
2020-07-04,Southern,1.0,2.1,22,567
2020-07-05,Southern,1.0,2.4,11,410
2020-07-06,Southern,1.0,2.6,9,576
2020-07-07,Southern,2.0,2.2,8,753
2020-07-08,Southern,2.0,2.2,26,1287
2020-07-09,Southern,2.0,2.8,41,722
2020-07-10,Southern,1.0,3.0,27,441
2020-07-11,Southern,1.0,3.1,30,675
2020-07-12,Southern,1.0,3.1,7,363
2020-07-13,Southern,1.0,3.1,14,692
2020-07-14,Southern,1.0,3.6,40,1006
2020-07-15,Southern,1.0,4.2,65,1399
2020-07-16,Southern,1.0,3.8,30,1080
2020-07-17,Southern,1.0,3.7,54,1300
2020-07-18,Southern,2.0,3.8,38,747
2020-07-19,Southern,2.0,4.6,99,1170
2020-07-20,Southern,2.0,4.8,18,409
2020-07-21,Southern,2.0,5.1,29,489
2020-07-22,Southern,2.0,5.2,52,910
2020-07-23,Southern,2.0,5.9,89,1423
2020-07-24,Southern,2.0,6.0,61,1279
2020-07-25,Southern,3.0,6.5,115,1443
2020-07-26,Southern,3.0,6.1,37,613
2020-07-27,Southern,2.0,6.3,24,316
2020-07-28,Southern,3.0,6.5,48,609
2020-07-29,Southern,3.0,6.5,53,851
2020-07-30,Southern,3.0,6.8,73,905
2020-07-31,Southern,3.0,7.4,81,1104
2020-08-01,Southern,3.0,7.3,90,1176
2020-08-02,Southern,3.0,7.2,36,653
2020-08-03,Southern,4.0,6.8,31,795
2020-08-04,Southern,3.0,6.5,44,837
2020-08-05,Southern,3.0,6.8,100,1256
2020-08-06,Southern,3.0,6.9,80,904
2020-08-07,Southern,3.0,7.1,74,785
2020-08-08,Southern,3.0,7.3,105,1170
2020-08-09,Southern,3.0,7.2,42,820
2020-08-10,Southern,3.0,7.4,63,1051
2020-08-11,Southern,3.0,7.5,54,891
2020-08-12,Southern,2.0,7.5,74,915
